user_id,is_concentrated,concentrated_category
72834081,1,2825
72875200,1,5027
72884077,1,4747
72890914,1,2040
73031965,1,3942
73104510,1,905
73125482,1,7195
73197087,1,7467
73241517,1,4370
73275893,1,7691
73414621,1,5468
73416552,1,3064
73491319,1,5027
73491371,1,6632
73547790,1,8254
73617910,1,12170
73730336,1,10121
73753883,1,2839
73809667,1,552
73864921,1,12294
73884777,1,10507
74086245,1,6344
74155886,1,2901
74192645,1,1427
74193816,1,6344
74218761,1,8681
74248390,1,8291
74269202,1,5881
74270354,1,12370
74335212,1,3424
74335554,1,2431
74405788,1,5894
74418729,1,11103
74436775,1,483
74492481,1,675
74507077,1,13338
74561683,1,9247
74648625,1,12569
74666201,1,11797
74752035,1,11279
74775623,1,13926
74781533,1,3628
74889564,1,10598
74890051,1,11824
74923526,1,3659
75180624,1,437
75184801,1,6689
75195687,1,94
75209170,1,6344
75377193,1,12251
75404041,1,13230
75441631,1,7889
75631135,1,12553
75665818,1,7322
75699486,1,13500
75712090,1,4962
75749135,1,10944
75844368,1,2936
75845612,1,3064
75888387,1,3472
75971112,1,12558
75978611,1,9516
75986489,1,13500
76054159,1,1877
76085459,1,7767
76181117,1,2971
76202623,1,5653
76204767,1,4704
76253881,1,8771
76271403,1,7639
76297222,1,13500
76359356,1,7350
76558003,1,10015
76639598,1,10507
76658341,1,1863
76689348,1,2568
76722375,1,3713
76758868,1,2754
76777269,1,13230
76885686,1,1863
76887456,1,11757
76896505,1,11991
76917566,1,8254
76939979,1,6054
77031104,1,2839
77044248,1,3846
77055357,1,13381
77067135,1,12170
77084854,1,11754
77128530,1,1843
77134757,1,6344
77212709,1,1863
77258315,1,9130
77294719,1,11721
77310910,1,4370
77528409,1,3472
77528436,1,5689
77561428,1,13214
77630573,1,1969
77757645,1,2054
77787471,1,8723
77813021,1,3064
77845023,1,4245
77963009,1,5744
78111998,1,5027
78206223,1,4076
78264855,1,6648
78314284,1,5962
78354424,1,11770
78445846,1,9552
78467491,1,7753
78477282,1,6977
78704357,1,552
78722474,1,1863
78779010,1,1863
78804173,1,5898
78898649,1,7841
79112468,1,11998
79161711,1,675
79181598,1,508
79237680,1,10431
79243483,1,12189
79269988,1,814
79302874,1,10019
79362621,1,6054
79384326,1,4601
79432796,1,12488
79463651,1,887
79557421,1,599
79558429,1,12740
79614874,1,4396
79617414,1,2901
79678094,1,6717
79702699,1,1838
80031113,1,12685
80081386,1,9720
80112220,1,7957
80115072,1,4422
80125653,1,10392
80187043,1,3424
80216957,1,6255
80308823,1,2107
80331565,1,5027
80345747,1,5388
80443167,1,2993
80481728,1,7929
80490154,1,7096
80519771,1,7876
80583776,1,13038
80638202,1,3662
80673818,1,13041
80703687,1,8771
80795824,1,5550
80808868,1,13288
80894940,1,1420
80955364,1,9457
80960440,1,3381
81157363,1,10431
81196267,1,1005
81220081,1,10431
81281336,1,1005
81281654,1,4197
81406411,1,9559
81419674,1,2130
81471953,1,6344
81541985,1,5919
81542356,1,12170
81550710,1,12189
81576763,1,12067
81584249,1,12740
81607879,1,9090
81612967,1,7957
81635499,1,11750
81647004,1,3942
81654342,1,5232
81814142,1,8877
81855599,1,2236
81874936,1,10816
82048591,1,9276
82095778,1,2901
82144399,1,4276
82187286,1,1838
82209738,1,363
82226346,1,3222
82247926,1,7229
82326585,1,3475
82362614,1,814
82389748,1,1838
82435724,1,8561
82448685,1,5232
82479585,1,3424
82643414,1,4991
82687808,1,340
82738686,1,9517
82833924,1,5824
82924944,1,10015
82945911,1,10832
82962775,1,9559
83000130,1,5271
83052065,1,5399
83055904,1,10015
83080518,1,1720
83158116,1,12135
83313393,1,1518
83437514,1,552
83449637,1,10392
83469580,1,3368
83490019,1,3628
83531230,1,3846
83619345,1,5369
83666727,1,6863
83764719,1,7957
83781429,1,2883
83804673,1,8561
83811107,1,1483
83823786,1,9807
83836148,1,3662
83919959,1,3064
83928316,1,12029
83934219,1,5503
83975368,1,2993
84009856,1,5232
84072731,1,9457
84167844,1,3662
84247610,1,6344
84263296,1,11275
84267303,1,6792
84281661,1,1863
84281743,1,5232
84374385,1,10894
84441355,1,1346
84469189,1,6000
84480844,1,10431
84492068,1,7957
84560829,1,12630
84614339,1,3472
84744429,1,5201
84766191,1,6344
84786775,1,4602
84875269,1,11552
84916776,1,12189
85016828,1,5016
85051568,1,8874
85051939,1,3424
85061519,1,3064
85064035,1,12067
85100350,1,12553
85101585,1,4370
85110777,1,5751
85178050,1,2271
85236155,1,9516
85310681,1,8681
85532545,1,3472
85550335,1,1002
85566132,1,9517
85604732,1,9444
85642720,1,3424
85684824,1,6977
85724451,1,13500
85745014,1,6054
85775119,1,11552
85837173,1,2901
85867746,1,7639
85877113,1,10920
85894552,1,12018
85947802,1,4468
86010915,1,9517
86012881,1,8095
86015882,1,9247
86062140,1,3940
86103367,1,8405
86173615,1,6648
86273519,1,11824
86287331,1,6287
86435238,1,6226
86505281,1,2683
86531384,1,6344
86641829,1,11376
86658749,1,13332
86673531,1,3660
86696356,1,3673
86717393,1,11037
86730643,1,3424
86770260,1,3064
86817915,1,5699
86839210,1,6825
86845872,1,9517
86870442,1,1863
86900115,1,6344
86985041,1,6669
87077725,1,9179
87153634,1,2883
87224584,1,215
87338001,1,6513
87351617,1,6015
87385056,1,8373
87401754,1,5232
87409081,1,9001
87503748,1,2901
87616807,1,7767
87674314,1,5533
87751423,1,7312
87799778,1,1686
87804477,1,2254
87861593,1,2901
87876065,1,1863
87901815,1,3099
87980818,1,3424
87990594,1,2539
88005937,1,1393
88009446,1,7680
88055926,1,5399
88076016,1,1863
88105291,1,5795
88122205,1,6054
88150994,1,8771
88159912,1,2953
88196998,1,874
88239724,1,3424
88246742,1,10524
88374425,1,5689
88405349,1,3099
88493429,1,3472
88504838,1,1509
88548564,1,3381
88603547,1,881
88623283,1,7996
88637394,1,2901
88643555,1,6344
88666055,1,5689
88707443,1,8874
88753779,1,6608
88826481,1,3628
88901750,1,4254
88967877,1,10356
89006471,1,1488
89104233,1,12553
89118490,1,6344
89183161,1,7957
89193034,1,2153
89302742,1,3747
89341994,1,8877
89349895,1,6256
89353720,1,1863
89358432,1,13727
89380977,1,2513
89495629,1,1843
89545247,1,732
89644945,1,6344
89646454,1,2993
89692927,1,5065
89726077,1,8291
89727305,1,11376
89813223,1,3798
89819548,1,3381
89854830,1,6344
89866622,1,3628
89868154,1,4264
89899419,1,7961
89917648,1,13050
89959759,1,2993
90009214,1,1863
90134900,1,7767
90168642,1,3537
90219738,1,9833
90251602,1,1863
90262162,1,3472
90333804,1,9829
90433859,1,7021
90474934,1,5699
90479167,1,13548
90532631,1,3368
90568957,1,8301
90652803,1,8216
90690816,1,10894
90710232,1,6194
90798792,1,3264
90805328,1,3846
90823156,1,1427
90937322,1,5894
90943326,1,5273
91056578,1,5271
91183078,1,6402
91201929,1,12630
91235467,1,1723
91256329,1,13500
91284462,1,9614
91342405,1,6253
91373242,1,8662
91388957,1,2437
91540968,1,1863
91557809,1,2883
91729153,1,10431
91750843,1,4273
91910769,1,2883
92004075,1,9529
92028970,1,1530
92062782,1,9396
92098413,1,12615
92130636,1,3381
92139213,1,8860
92147065,1,198
92174499,1,6184
92271824,1,6344
92348123,1,12569
92386613,1,10431
92395241,1,5894
92401471,1,2702
92550603,1,9297
92658315,1,3636
92658788,1,2284
92726270,1,887
92747771,1,3926
92792849,1,6344
92795144,1,5399
92796025,1,3760
92822194,1,10072
92871619,1,9258
92984080,1,11623
92999201,1,7822
93025063,1,6936
93050081,1,10961
93232888,1,590
93234575,1,7367
93314915,1,3798
93357727,1,13619
93417326,1,10135
93422967,1,9086
93441452,1,8877
93444311,1,11406
93461805,1,9598
93463168,1,12630
93471096,1,12514
93477570,1,3555
93600553,1,7767
93687523,1,5214
93755017,1,2254
93774837,1,3798
93812622,1,7951
93860264,1,3472
93867217,1,3424
93890776,1,6344
93946162,1,983
93967494,1,3833
94044468,1,1863
94084258,1,7767
94140496,1,8291
94209509,1,3099
94287521,1,13092
94290427,1,6146
94335711,1,1169
94421413,1,7452
94479833,1,10751
94654581,1,13963
94828459,1,205
94832743,1,7590
94864441,1,12107
94991675,1,8254
95055106,1,2839
95055358,1,1838
95057565,1,1838
95247029,1,11497
95254205,1,9179
95272651,1,10576
95278276,1,12615
95293046,1,2291
95301715,1,4190
95302160,1,5468
95359183,1,10507
95448497,1,9769
95520482,1,3424
95533953,1,5894
95535997,1,5004
95544540,1,10703
95565960,1,3660
95647655,1,2631
95665574,1,1863
95706559,1,9618
95755909,1,4333
95907635,1,9516
95937118,1,3472
95992025,1,2949
96042414,1,5454
96052795,1,9614
96074973,1,4245
96079462,1,8877
96168958,1,9569
96454863,1,10431
96454874,1,3979
96495511,1,5027
96497399,1,12569
96524285,1,6512
96639792,1,1843
96771520,1,8877
96786739,1,11623
96789058,1,6344
96818946,1,1370
96822596,1,5751
96872131,1,12784
96872650,1,8291
96892229,1,8709
96892957,1,3424
96900675,1,1033
96962284,1,3156
96985981,1,6648
97130073,1,3064
97154652,1,6344
97169173,1,1362
97176571,1,10983
97272650,1,11279
97318772,1,4348
97335118,1,2513
97358177,1,13381
97427779,1,5751
97661157,1,1303
97675473,1,3662
97763004,1,10072
97821126,1,5533
97834299,1,784
97838802,1,11589
97839610,1,10223
97874651,1,8771
97917139,1,6020
97981875,1,3424
98043049,1,8874
98145908,1,6344
98171033,1,12721
98260769,1,7311
98261528,1,1863
98264814,1,10894
98303971,1,10912
98430692,1,8877
98435498,1,7312
98440358,1,5468
98506532,1,10507
98507442,1,11492
98507853,1,5232
98531147,1,9579
98555860,1,7404
98578505,1,12015
98583943,1,12067
98621566,1,4582
98662432,1,6562
98756772,1,5689
98796708,1,8877
98892553,1,13230
98894859,1,3424
98935781,1,1483
98980048,1,5661
99052668,1,3252
99172303,1,10121
99220005,1,5492
99241118,1,13769
99248296,1,7957
99272840,1,3424
99273913,1,11552
99327806,1,9569
99403228,1,552
99430158,1,1083
99467186,1,1968
99503510,1,2178
99529968,1,3064
99543620,1,3368
99628321,1,5399
99641114,1,12510
99721088,1,2254
99775965,1,3544
99781075,1,2993
99789170,1,5232
99851929,1,1838
99856680,1,1230
99968428,1,7312
100027681,1,4837
100039408,1,11824
100090063,1,10121
100111500,1,427
100121842,1,3064
100154665,1,12067
100310156,1,13338
100341858,1,3628
100354400,1,11981
100385360,1,3064
100462790,1,1674
100517846,1,11952
100522480,1,887
100530696,1,5027
100570607,1,3783
100625191,1,3942
100644641,1,3760
100674178,1,5623
100690180,1,10356
100745953,1,7606
100757305,1,9179
100833741,1,10392
100874047,1,9397
100875707,1,10242
100915219,1,4343
100917601,1,11282
101050024,1,9720
101122114,1,10661
101310254,1,2993
101361390,1,7957
101392927,1,3628
101466976,1,10392
101503683,1,3252
101504942,1,4264
101538639,1,6977
101615370,1,3896
101685919,1,10523
101719830,1,12326
101777748,1,13599
101781721,1,10431
101798575,1,5002
101833065,1,3662
101970196,1,10961
102011432,1,12124
102036262,1,12649
102281568,1,8877
102339954,1,7549
102417042,1,5604
102429532,1,8860
102434210,1,6255
102442034,1,1863
102456563,1,6000
102477155,1,6344
102499292,1,1863
102758797,1,7025
102767670,1,3660
102825414,1,4333
102881474,1,4464
102897084,1,5232
102927615,1,318
102999986,1,9576
103036341,1,3660
103094356,1,7440
103100649,1,6754
103174200,1,7467
103195078,1,838
103254376,1,5399
103377341,1,8095
103498808,1,12326
103499403,1,8877
103585097,1,3975
103592049,1,12067
103606020,1,10431
103606138,1,10961
103636959,1,8339
103653287,1,4417
103664180,1,10431
103856044,1,1029
103898055,1,5879
104007279,1,11537
104016986,1,7917
104143619,1,3064
104191148,1,10431
104226556,1,11552
104298835,1,10356
104321764,1,5360
104342607,1,12973
104394218,1,7995
104456945,1,11537
104468262,1,6513
104639948,1,6576
104664128,1,12570
104688634,1,1863
104728454,1,11894
104775475,1,7516
104794506,1,8586
104797997,1,13365
104859881,1,5027
104937626,1,13332
104976623,1,3628
104997704,1,9412
105038469,1,8749
105256165,1,5689
105288851,1,10392
105310641,1,3252
105417760,1,13042
105591402,1,5988
105601174,1,8586
105627255,1,6327
105630599,1,13023
105638508,1,3760
105767363,1,3628
105805037,1,3368
105825623,1,11497
105835220,1,11034
105871343,1,9517
105913380,1,10507
105969268,1,9569
106025785,1,12685
106108402,1,12753
106175697,1,7957
106230218,1,2993
106291812,1,9614
106295017,1,7653
106341626,1,4690
106349878,1,6513
106383829,1,11497
106547164,1,3368
106557109,1,13425
106573767,1,7484
106640087,1,1838
106672791,1,5894
106753864,1,1674
106821106,1,12090
106834015,1,2955
107066825,1,4582
107102683,1,7850
107201114,1,5399
107272478,1,939
107315106,1,1863
107318300,1,3368
107323711,1,1337
107389711,1,9412
107413843,1,3472
107416583,1,1121
107452984,1,3472
107475844,1,8595
107552130,1,3975
107604892,1,8259
107720462,1,3368
107754808,1,438
107756063,1,10554
107787981,1,3424
107824319,1,9579
107830601,1,9569
107949449,1,3381
108043652,1,895
108149624,1,12488
108260948,1,7767
108378461,1,2683
108511715,1,5553
108551465,1,5751
108583520,1,12569
108704609,1,2781
108784707,1,3156
108903035,1,10121
108912700,1,1838
108952067,1,10894
108983810,1,3046
108995680,1,8877
109016093,1,10686
109048285,1,9637
109099701,1,1838
109127316,1,7957
109193357,1,2513
109255415,1,3760
109331295,1,10431
109382445,1,5446
109390378,1,7401
109421576,1,10500
109493411,1,9516
109522308,1,3424
109548579,1,4370
109553291,1,4245
109568364,1,11335
109597580,1,3424
109657854,1,340
109678791,1,9261
109687773,1,889
109705911,1,11279
109856189,1,9693
109859583,1,9412
109870419,1,10223
109927373,1,11680
110061776,1,11623
110137127,1,10392
110154099,1,9618
110258310,1,8077
110285639,1,3660
110309128,1,8099
110313549,1,13230
110370435,1,2903
110378808,1,3424
110418606,1,7590
110430105,1,5903
110434555,1,782
110522016,1,5232
110528594,1,4439
110532180,1,12067
110697285,1,3424
110731834,1,3213
110893699,1,13712
110989739,1,10079
111035741,1,9720
111041306,1,6431
111124413,1,5232
111181181,1,2883
111236021,1,8480
111240351,1,3380
111322415,1,231
111363768,1,5271
111415929,1,5388
111486485,1,5503
111492650,1,782
111612020,1,3472
111714241,1,9516
111752966,1,4435
111800667,1,6344
111842678,1,13305
111922941,1,6228
111947361,1,5809
112063876,1,3760
112128042,1,5468
112217162,1,12170
112303688,1,11623
112329101,1,905
112345599,1,4245
112417191,1,2901
112424443,1,13035
112485959,1,292
112499569,1,3424
112504072,1,1911
112549071,1,1488
112589064,1,3628
112628188,1,5468
112642306,1,5699
112676402,1,3625
112747871,1,5533
112819908,1,8191
112846816,1,10894
112900189,1,3475
112917606,1,10052
112938311,1,3064
112941292,1,6344
112955522,1,6648
113025576,1,5600
113043990,1,5027
113056510,1,12141
113285889,1,9835
113309982,1,2754
113395983,1,13087
113404246,1,7955
113421475,1,1303
113445602,1,1709
113461928,1,9614
113512295,1,7590
113611355,1,10121
113659431,1,6109
113702719,1,6255
113718238,1,3397
113774016,1,7393
113848288,1,13500
113905943,1,3099
113920718,1,9933
113972956,1,1863
113990647,1,3252
114147715,1,5232
114211505,1,6344
114256023,1,6344
114305854,1,6344
114307712,1,1863
114352631,1,12067
114354173,1,3673
114465851,1,4949
114493153,1,1337
114505674,1,3472
114598114,1,13381
114650712,1,2513
114653102,1,4370
114664281,1,10703
114681302,1,3424
114717793,1,3368
114722645,1,1427
114771809,1,11790
114779189,1,7929
114810344,1,552
114845984,1,8104
114896102,1,2288
114995751,1,1477
115001382,1,8291
115003339,1,7660
115003511,1,1863
115100960,1,11376
115239516,1,1863
115457118,1,9847
115462596,1,7167
115623839,1,3798
115634728,1,8874
115678613,1,11406
115702436,1,3783
115754404,1,3673
115809291,1,1421
115867129,1,3368
115876596,1,630
116123751,1,3942
116162717,1,9559
116166066,1,6344
116187349,1,3793
116202034,1,7951
116217792,1,9637
116218729,1,11821
116277143,1,13985
116369265,1,5273
116384466,1,5538
116399303,1,10431
116434661,1,6168
116439419,1,1838
116511286,1,6936
116554148,1,1863
116625593,1,12170
116678892,1,1860
116751277,1,10392
116760272,1,8095
116778753,1,3942
116799988,1,8860
116849663,1,9247
116878499,1,8877
116888859,1,1427
116896377,1,10431
117063879,1,7767
117111233,1,8877
117155106,1,5232
117196810,1,4640
117221482,1,3099
117228712,1,10344
117262198,1,1863
117287549,1,2903
117418421,1,14033
117419378,1,1863
117489231,1,4722
117523208,1,5399
117606829,1,3475
117684032,1,1838
117785317,1,11824
117873394,1,3660
117888464,1,8877
117902605,1,6344
117954942,1,3472
117961451,1,7957
117961527,1,9517
118057214,1,874
118108228,1,12135
118159372,1,3944
118208713,1,1838
118282748,1,11861
118309715,1,2883
118372628,1,1863
118402025,1,7229
118427343,1,3575
118495978,1,5468
118525064,1,3064
118536510,1,13180
118562385,1,10015
118594705,1,2993
118639068,1,5987
118661338,1,10961
118693328,1,7606
118716181,1,8744
118807074,1,3424
118888496,1,13769
119053698,1,6513
119112558,1,881
119115304,1,3074
119149297,1,7549
119157607,1,6344
119168750,1,3628
119531521,1,5894
119613555,1,2825
119622861,1,1483
119627646,1,5232
119645898,1,11279
119661272,1,3662
119687214,1,3087
119759842,1,2883
119773138,1,7831
119820357,1,12143
119836118,1,5319
119949716,1,2513
120013837,1,10121
120060551,1,6977
120088923,1,8017
120159915,1,1863
120323515,1,6512
120329032,1,7957
120392116,1,2901
120447169,1,6000
120450577,1,12569
120455996,1,3064
120457819,1,7957
120613535,1,11757
120644916,1,7995
120651840,1,11552
120717576,1,3625
120777483,1,3424
120925583,1,1838
120930204,1,2252
120938470,1,220
120977495,1,4435
121036026,1,7606
121058789,1,10209
121064234,1,3673
121148690,1,2010
121167820,1,2993
121185603,1,3925
121215883,1,12326
121314594,1,3628
121357428,1,3424
121395815,1,3064
121498660,1,4264
121550598,1,7876
121632160,1,3476
121639491,1,7753
121680466,1,10524
121687827,1,3975
121693940,1,10507
121704401,1,4722
121736351,1,5232
121777817,1,2993
121933909,1,11621
121970896,1,4722
121979409,1,4276
122021278,1,8877
122036580,1,1427
122079464,1,630
122127516,1,8854
122129618,1,8874
122136651,1,7767
122183715,1,7957
122241072,1,10984
122259561,1,8365
122269318,1,1829
122372873,1,11279
122378590,1,7957
122382368,1,7390
122383360,1,3099
122383497,1,6344
122454259,1,10389
122474803,1,3424
122566052,1,8744
122579585,1,9412
122694692,1,11115
122740147,1,3852
122740449,1,3472
122779299,1,7549
122803562,1,4396
122807268,1,6512
122818954,1,3988
122850858,1,2513
122871697,1,10862
122876959,1,12067
122885474,1,1911
122895588,1,13500
122921831,1,11537
123062624,1,2781
123082064,1,11376
123140704,1,1121
123157899,1,10984
123257288,1,2901
123307150,1,3798
123394263,1,3424
123395094,1,2953
123442458,1,3472
123562843,1,1838
123577855,1,3368
123631012,1,12135
123679342,1,9397
123710751,1,10961
123751545,1,5533
123829617,1,3064
123842164,1,6977
123869915,1,11406
123930346,1,12863
123952685,1,5751
124210329,1,11991
124540806,1,8095
124560028,1,11610
124660415,1,3660
124716557,1,9247
124728821,1,10314
124729533,1,10507
124755978,1,3960
124804034,1,3064
124822888,1,12249
124836406,1,292
124890974,1,11991
124912719,1,280
124992372,1,6344
125067299,1,9261
125157200,1,3625
125186578,1,3424
125225379,1,12321
125301071,1,2454
125309659,1,5399
125316855,1,5232
125409680,1,56
125411948,1,13570
125417828,1,6575
125444720,1,1401
125455488,1,6344
125459343,1,2883
125467339,1,4739
125498107,1,10049
125547509,1,1674
125572934,1,1838
125651053,1,5399
125817021,1,2284
125823342,1,11537
125879991,1,8291
125998841,1,9101
126004091,1,11552
126086100,1,9510
126104947,1,7229
126215864,1,4190
126270267,1,3783
126327630,1,8735
126328224,1,9102
126381859,1,552
126403200,1,3424
126456827,1,12090
126485355,1,108
126555091,1,9593
126596574,1,3505
126611664,1,5894
126666346,1,3424
126685028,1,7606
126707482,1,551
126758793,1,3660
126862652,1,6513
126951542,1,5513
126966556,1,3662
126970629,1,5988
127020156,1,13242
127035270,1,6697
127089112,1,4276
127097520,1,4396
127311966,1,5503
127395876,1,3747
127479589,1,12621
127596499,1,5689
127599272,1,3475
127641845,1,3898
127795742,1,8099
127806965,1,3660
127909205,1,5388
127917062,1,10590
127939985,1,3944
127960676,1,7350
127973228,1,3064
128002749,1,10431
128050388,1,242
128052603,1,12135
128066004,1,9179
128090856,1,7712
128177124,1,5689
128197330,1,5027
128265537,1,12090
128268006,1,7146
128323172,1,2241
128452938,1,1863
128521783,1,5746
128637327,1,1863
128728507,1,5881
128733919,1,11537
128823983,1,7549
128838543,1,4370
128851538,1,6344
128861920,1,7312
128900202,1,2903
129070018,1,12885
129082819,1,12170
129157768,1,3064
129235379,1,5232
129288665,1,3673
129344577,1,9790
129525953,1,11537
129533061,1,10012
129535209,1,13040
129558614,1,1863
129572489,1,5271
129583911,1,1807
129809988,1,5232
129814737,1,4869
129822096,1,12100
129894791,1,5806
129915492,1,3544
129928146,1,9935
130024029,1,8874
130040744,1,9100
130082553,1,13152
130125431,1,3783
130242045,1,8771
130260577,1,1863
130265990,1,3472
130283517,1,8664
130317446,1,6054
130354103,1,4898
130457432,1,5599
130461158,1,6513
130461388,1,11178
130462468,1,9552
130540064,1,5027
130547450,1,4333
130573524,1,10405
130594670,1,11824
130625319,1,3842
130638372,1,11330
130765659,1,11406
130796999,1,3783
130831293,1,3368
130868549,1,552
130876256,1,10576
130890986,1,8681
130894601,1,11824
130946866,1,1396
131096833,1,12380
131153046,1,5919
131201465,1,10908
131228564,1,7079
131240843,1,8515
131281998,1,7767
131293826,1,6344
131318750,1,10725
131354626,1,10290
131449826,1,6717
131554806,1,5232
131565054,1,6513
131566572,1,1863
131572425,1,3472
131612590,1,11603
131631344,1,2993
131682069,1,3475
131701813,1,6054
131743040,1,3424
131766510,1,1863
131767978,1,508
131826831,1,1303
131829621,1,11335
131881789,1,4008
131903746,1,8077
131917996,1,2993
131932310,1,7957
131959781,1,889
131961100,1,4385
131962004,1,12863
132019582,1,3660
132039263,1,11406
132155086,1,150
132223788,1,11623
132231447,1,9552
132321221,1,3783
132368806,1,3064
132455644,1,10894
132469710,1,8874
132540273,1,8126
132614507,1,3424
132680679,1,5263
132700623,1,2513
132711863,1,2513
132727149,1,3381
132737494,1,6344
132763181,1,12753
132800946,1,3628
132812306,1,11376
132928999,1,12569
132991979,1,2513
133007823,1,1863
133113110,1,6513
133262618,1,8877
133391467,1,5027
133428730,1,9614
133488208,1,5399
133519239,1,10686
133559789,1,7210
133581105,1,12189
133621051,1,13152
133664832,1,3424
133744457,1,10431
133789905,1,8561
133838164,1,12189
133856338,1,12009
133888509,1,6344
133968486,1,10431
133994360,1,5232
134010761,1,9807
134020041,1,8952
134058935,1,6015
134073831,1,11981
134259827,1,2758
134319759,1,12135
134352095,1,6344
134502976,1,13104
134508917,1,3628
134681866,1,9375
134806923,1,5232
134928476,1,6344
134959857,1,13305
134979241,1,9247
134993021,1,11406
135007277,1,8877
135016636,1,4533
135020964,1,12569
135077497,1,1863
135099670,1,8095
135131647,1,3628
135154572,1,3979
135196347,1,2414
135377046,1,5550
135387051,1,10029
135537004,1,5466
135565094,1,874
135571612,1,7401
135680385,1,5399
135687750,1,3628
135802457,1,6344
135842891,1,13230
135845099,1,11335
135846824,1,10460
135861598,1,13332
135897410,1,1843
135916314,1,9559
135934881,1,10703
135981623,1,9419
136001495,1,2679
136018515,1,881
136085033,1,1838
136091846,1,1393
136232385,1,3093
136249926,1,5635
136302349,1,3368
136327444,1,5503
136571906,1,9261
136576184,1,1863
136613109,1,8409
136677781,1,13971
136742304,1,8653
136754847,1,12753
136769457,1,3472
136882508,1,6531
137007501,1,9086
137044962,1,6000
137068806,1,5271
137089292,1,12553
137092015,1,5795
137116717,1,13748
137129651,1,10431
137213849,1,13727
137280366,1,1843
137333703,1,13041
137384149,1,4370
137385958,1,3628
137413051,1,3940
137435556,1,9053
137513013,1,2631
137536017,1,3424
137545874,1,4435
137563818,1,3673
137585300,1,94
137625581,1,10431
137690090,1,7578
137725903,1,9899
137944523,1,3975
137982775,1,7195
138008005,1,11279
138061024,1,3502
138137472,1,6000
138188210,1,2490
138265467,1,6304
138301582,1,9354
138315730,1,8877
138337202,1,13041
138543797,1,3424
138551234,1,8095
138554874,1,1838
138559280,1,5232
138675523,1,5533
138793462,1,5027
138823535,1,9102
138862609,1,1838
138867561,1,3424
139003263,1,12328
139014554,1,5894
139059745,1,1838
139068649,1,9559
139124962,1,2437
139174569,1,3472
139199517,1,1486
139214877,1,5623
139220719,1,4722
139261152,1,5334
139262063,1,5232
139443041,1,10245
139590290,1,5271
139654010,1,12018
139774311,1,1838
139793464,1,784
139795059,1,5395
139808909,1,3865
139871684,1,9280
139878247,1,3424
139892587,1,35
139946254,1,4370
139964980,1,6000
139986994,1,7229
140040145,1,9856
140070019,1,9363
140131230,1,12479
140372438,1,1863
140469244,1,4690
140483725,1,3064
140489209,1,4676
140502795,1,10431
140563378,1,10431
140651069,1,12685
140662618,1,8291
140679789,1,5002
140732064,1,1230
140747079,1,4676
140790174,1,7551
140801686,1,3709
140863269,1,8877
141016162,1,7753
141232955,1,13404
141302835,1,9881
141418782,1,6504
141439882,1,9875
141453769,1,8066
141604126,1,9637
141609995,1,5232
141700273,1,874
141792132,1,11914
141823298,1,1863
141870015,1,3660
141878326,1,8095
141891337,1,1863
141906479,1,11406
142036510,1,8709
142064691,1,10431
142073213,1,8662
142095821,1,3472
142204924,1,3424
142337230,1,3424
142358910,1,3381
142376113,1,11172
7528,0,NULL
7591,0,NULL
12645,0,NULL
45368,0,NULL
79824,0,NULL
88930,0,NULL
90472,0,NULL
100539,0,NULL
104155,0,NULL
109103,0,NULL
113251,0,NULL
113960,0,NULL
114088,0,NULL
151617,0,NULL
156608,0,NULL
157097,0,NULL
189833,0,NULL
213655,0,NULL
230711,0,NULL
239485,0,NULL
247543,0,NULL
250843,0,NULL
287170,0,NULL
305685,0,NULL
337191,0,NULL
355287,0,NULL
365699,0,NULL
413178,0,NULL
414388,0,NULL
418175,0,NULL
429994,0,NULL
450683,0,NULL
475826,0,NULL
483640,0,NULL
501286,0,NULL
565533,0,NULL
595598,0,NULL
608951,0,NULL
611920,0,NULL
632347,0,NULL
704891,0,NULL
722361,0,NULL
742065,0,NULL
754205,0,NULL
764564,0,NULL
783072,0,NULL
790713,0,NULL
801018,0,NULL
814199,0,NULL
828731,0,NULL
867381,0,NULL
876192,0,NULL
908290,0,NULL
914729,0,NULL
991563,0,NULL
1019952,0,NULL
1022699,0,NULL
1053725,0,NULL
1067578,0,NULL
1074982,0,NULL
1091123,0,NULL
1112140,0,NULL
1128409,0,NULL
1128799,0,NULL
1137672,0,NULL
1156843,0,NULL
1160607,0,NULL
1182380,0,NULL
1183504,0,NULL
1188241,0,NULL
1206079,0,NULL
1211225,0,NULL
1257131,0,NULL
1259845,0,NULL
1275653,0,NULL
1335738,0,NULL
1364464,0,NULL
1365073,0,NULL
1409005,0,NULL
1419642,0,NULL
1421162,0,NULL
1486585,0,NULL
1525511,0,NULL
1533523,0,NULL
1533885,0,NULL
1534718,0,NULL
1588051,0,NULL
1593616,0,NULL
1604248,0,NULL
1652366,0,NULL
1673252,0,NULL
1704058,0,NULL
1725399,0,NULL
1769128,0,NULL
1799885,0,NULL
1805148,0,NULL
1805740,0,NULL
1824572,0,NULL
1825186,0,NULL
1834928,0,NULL
1857066,0,NULL
1866742,0,NULL
1897583,0,NULL
1926899,0,NULL
1944583,0,NULL
1963813,0,NULL
1985644,0,NULL
2003464,0,NULL
2010204,0,NULL
2073744,0,NULL
2079867,0,NULL
2097413,0,NULL
2103285,0,NULL
2120923,0,NULL
2128246,0,NULL
2131753,0,NULL
2165371,0,NULL
2172795,0,NULL
