user_id,days_since_last_purchase,purchase_day_frequency,purchase_count,R_score,F_score,M_score,R_level,F_level,M_level,rfm_type,purchase_days,avg_days_per_purchase_day,last_purchase_time,survey_end_time,hours_since_last_purchase,total_behavior_count,distinct_purchase_item_count,purchase_rate,total_purchase_count
44683766,1.0,0.2903,15,4.0,5.0,4.0,高,高,高,重要价值用户,9,3.44,2014-12-17 13:00:00,2014-12-18 23:00:00,34.0,,,,
44706382,10.0,0.0645,3,1.0,1.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-08 16:00:00,2014-12-18 23:00:00,247.0,,,,
44710562,3.0,0.129,5,3.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-15 13:00:00,2014-12-18 23:00:00,82.0,,,,
44711100,6.0,0.1935,9,2.0,4.0,3.0,低,高,高,重要保持用户,6,5.17,2014-12-12 16:00:00,2014-12-18 23:00:00,151.0,,,,
44725106,6.0,0.129,7,2.0,3.0,3.0,低,高,高,重要保持用户,4,7.75,2014-12-12 23:00:00,2014-12-18 23:00:00,144.0,,,,
44738368,12.0,0.2258,9,1.0,4.0,3.0,低,高,高,重要保持用户,7,4.43,2014-12-06 12:00:00,2014-12-18 23:00:00,299.0,,,,
44748590,4.0,0.3548,17,3.0,5.0,4.0,低,高,高,重要保持用户,11,2.82,2014-12-14 12:00:00,2014-12-18 23:00:00,107.0,,,,
44806939,0.0,0.6129,61,5.0,5.0,5.0,高,高,高,重要价值用户,19,1.63,2014-12-18 23:00:00,2014-12-18 23:00:00,0.0,5238.0,54.0,0.0116,61.0
44808401,10.0,0.2581,9,1.0,4.0,3.0,低,高,高,重要保持用户,8,3.88,2014-12-08 16:00:00,2014-12-18 23:00:00,247.0,,,,
44817147,9.0,0.2258,41,2.0,4.0,5.0,低,高,高,重要保持用户,7,4.43,2014-12-09 13:00:00,2014-12-18 23:00:00,226.0,1713.0,41.0,0.0239,41.0
44849978,17.0,0.0645,3,1.0,1.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-01 12:00:00,2014-12-18 23:00:00,419.0,,,,
44850256,6.0,0.0968,3,2.0,2.0,1.0,低,低,低,低价值用户,3,10.33,2014-12-12 17:00:00,2014-12-18 23:00:00,150.0,,,,
44875328,9.0,0.129,5,2.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-09 20:00:00,2014-12-18 23:00:00,219.0,,,,
44880226,5.0,0.2903,24,3.0,5.0,5.0,低,高,高,重要保持用户,9,3.44,2014-12-13 21:00:00,2014-12-18 23:00:00,122.0,,,,
44908934,0.0,0.3871,22,5.0,5.0,5.0,高,高,高,重要价值用户,12,2.58,2014-12-18 15:00:00,2014-12-18 23:00:00,8.0,,,,
44909131,3.0,0.3871,48,3.0,5.0,5.0,低,高,高,重要保持用户,12,2.58,2014-12-15 20:00:00,2014-12-18 23:00:00,75.0,1118.0,43.0,0.0429,48.0
44914992,0.0,0.3871,23,5.0,5.0,5.0,高,高,高,重要价值用户,12,2.58,2014-12-18 19:00:00,2014-12-18 23:00:00,4.0,,,,
44985159,6.0,0.0968,5,2.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-12 20:00:00,2014-12-18 23:00:00,147.0,,,,
45022376,6.0,0.0645,2,2.0,1.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-12 16:00:00,2014-12-18 23:00:00,151.0,,,,
45051306,26.0,0.0645,4,1.0,1.0,2.0,低,低,低,低价值用户,2,15.5,2014-11-22 21:00:00,2014-12-18 23:00:00,626.0,,,,
45069561,13.0,0.0968,3,1.0,2.0,1.0,低,低,低,低价值用户,3,10.33,2014-12-05 16:00:00,2014-12-18 23:00:00,319.0,,,,
45073084,1.0,0.2903,12,4.0,5.0,4.0,高,高,高,重要价值用户,9,3.44,2014-12-17 13:00:00,2014-12-18 23:00:00,34.0,,,,
45074656,22.0,0.0968,3,1.0,2.0,1.0,低,低,低,低价值用户,3,10.33,2014-11-26 12:00:00,2014-12-18 23:00:00,539.0,,,,
45079225,2.0,0.2903,23,4.0,5.0,5.0,高,高,高,重要价值用户,9,3.44,2014-12-16 00:00:00,2014-12-18 23:00:00,71.0,,,,
45081001,4.0,0.1935,37,3.0,4.0,5.0,低,高,高,重要保持用户,6,5.17,2014-12-14 09:00:00,2014-12-18 23:00:00,110.0,2861.0,32.0,0.0129,37.0
45094965,6.0,0.0645,2,2.0,1.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-12 20:00:00,2014-12-18 23:00:00,147.0,,,,
45101614,0.0,0.1613,6,5.0,3.0,2.0,高,高,低,重要潜力用户,5,6.2,2014-12-18 16:00:00,2014-12-18 23:00:00,7.0,,,,
45133531,6.0,0.129,8,2.0,3.0,3.0,低,高,高,重要保持用户,4,7.75,2014-12-12 14:00:00,2014-12-18 23:00:00,153.0,,,,
45149630,30.0,0.0323,11,1.0,1.0,3.0,低,低,高,一般发展用户,1,31.0,2014-11-18 13:00:00,2014-12-18 23:00:00,730.0,,,,
45159377,11.0,0.0323,2,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-07 22:00:00,2014-12-18 23:00:00,265.0,,,,
45163199,7.0,0.0645,4,2.0,1.0,2.0,低,低,低,低价值用户,2,15.5,2014-12-11 01:00:00,2014-12-18 23:00:00,190.0,,,,
45208426,5.0,0.129,4,3.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-13 22:00:00,2014-12-18 23:00:00,121.0,,,,
45253676,22.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-11-26 15:00:00,2014-12-18 23:00:00,536.0,,,,
45258440,0.0,0.0323,1,5.0,1.0,1.0,高,低,低,一般价值用户,1,31.0,2014-12-18 17:00:00,2014-12-18 23:00:00,6.0,,,,
45317186,3.0,0.0323,1,3.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-15 21:00:00,2014-12-18 23:00:00,74.0,,,,
45360868,2.0,0.1935,27,4.0,4.0,5.0,高,高,高,重要价值用户,6,5.17,2014-12-16 20:00:00,2014-12-18 23:00:00,51.0,,,,
45384478,4.0,0.1935,7,3.0,4.0,3.0,低,高,高,重要保持用户,6,5.17,2014-12-14 10:00:00,2014-12-18 23:00:00,109.0,,,,
45433328,16.0,0.0323,3,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-02 15:00:00,2014-12-18 23:00:00,392.0,,,,
45434795,22.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-11-26 20:00:00,2014-12-18 23:00:00,531.0,,,,
45460855,15.0,0.0645,2,1.0,1.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-03 13:00:00,2014-12-18 23:00:00,370.0,,,,
45463421,3.0,0.4839,26,3.0,5.0,5.0,低,高,高,重要保持用户,15,2.07,2014-12-15 11:00:00,2014-12-18 23:00:00,84.0,,,,
45473276,1.0,0.3226,42,4.0,5.0,5.0,高,高,高,重要价值用户,10,3.1,2014-12-17 10:00:00,2014-12-18 23:00:00,37.0,3313.0,35.0,0.0127,42.0
45541267,6.0,0.129,5,2.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-12 12:00:00,2014-12-18 23:00:00,155.0,,,,
45542148,30.0,0.0323,4,1.0,1.0,2.0,低,低,低,低价值用户,1,31.0,2014-11-18 23:00:00,2014-12-18 23:00:00,720.0,,,,
45544099,3.0,0.129,4,3.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-15 13:00:00,2014-12-18 23:00:00,82.0,,,,
45563112,0.0,0.4194,41,5.0,5.0,5.0,高,高,高,重要价值用户,13,2.38,2014-12-18 17:00:00,2014-12-18 23:00:00,6.0,2337.0,39.0,0.0175,41.0
45581890,13.0,0.0968,6,1.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-05 22:00:00,2014-12-18 23:00:00,313.0,,,,
45598577,6.0,0.0968,13,2.0,2.0,4.0,低,低,高,一般发展用户,3,10.33,2014-12-12 07:00:00,2014-12-18 23:00:00,160.0,,,,
45612771,15.0,0.129,5,1.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-03 16:00:00,2014-12-18 23:00:00,367.0,,,,
45616833,0.0,0.0645,2,5.0,1.0,1.0,高,低,低,一般价值用户,2,15.5,2014-12-18 13:00:00,2014-12-18 23:00:00,10.0,,,,
45620035,6.0,0.1613,22,2.0,3.0,5.0,低,高,高,重要保持用户,5,6.2,2014-12-12 21:00:00,2014-12-18 23:00:00,146.0,,,,
45642765,0.0,0.1613,5,5.0,3.0,2.0,高,高,低,重要潜力用户,5,6.2,2014-12-18 16:00:00,2014-12-18 23:00:00,7.0,,,,
45649071,20.0,0.129,30,1.0,3.0,5.0,低,高,高,重要保持用户,4,7.75,2014-11-28 09:00:00,2014-12-18 23:00:00,494.0,12347.0,23.0,0.0024,30.0
45659906,5.0,0.2903,13,3.0,5.0,4.0,低,高,高,重要保持用户,9,3.44,2014-12-13 14:00:00,2014-12-18 23:00:00,129.0,,,,
45660059,2.0,0.3548,23,4.0,5.0,5.0,高,高,高,重要价值用户,11,2.82,2014-12-16 21:00:00,2014-12-18 23:00:00,50.0,,,,
45714300,15.0,0.129,5,1.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-03 21:00:00,2014-12-18 23:00:00,362.0,,,,
45743550,6.0,0.4516,117,2.0,5.0,5.0,低,高,高,重要保持用户,14,2.21,2014-12-12 23:00:00,2014-12-18 23:00:00,144.0,6484.0,72.0,0.018,117.0
45754541,2.0,0.1613,9,4.0,3.0,3.0,高,高,高,重要价值用户,5,6.2,2014-12-16 21:00:00,2014-12-18 23:00:00,50.0,,,,
45772052,1.0,0.1613,10,4.0,3.0,3.0,高,高,高,重要价值用户,5,6.2,2014-12-17 19:00:00,2014-12-18 23:00:00,28.0,,,,
45773960,3.0,0.1935,8,3.0,4.0,3.0,低,高,高,重要保持用户,6,5.17,2014-12-15 16:00:00,2014-12-18 23:00:00,79.0,,,,
45795160,2.0,0.1613,7,4.0,3.0,3.0,高,高,高,重要价值用户,5,6.2,2014-12-16 21:00:00,2014-12-18 23:00:00,50.0,,,,
45796530,0.0,0.0968,6,5.0,2.0,2.0,高,低,低,一般价值用户,3,10.33,2014-12-18 15:00:00,2014-12-18 23:00:00,8.0,,,,
45801743,12.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-06 11:00:00,2014-12-18 23:00:00,300.0,,,,
45820472,4.0,0.0323,1,3.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-14 19:00:00,2014-12-18 23:00:00,100.0,,,,
45824154,2.0,0.2581,16,4.0,4.0,4.0,高,高,高,重要价值用户,8,3.88,2014-12-16 21:00:00,2014-12-18 23:00:00,50.0,,,,
45865960,1.0,0.0968,9,4.0,2.0,3.0,高,低,高,重要发展用户,3,10.33,2014-12-17 14:00:00,2014-12-18 23:00:00,33.0,,,,
45881494,8.0,0.0323,1,2.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-10 18:00:00,2014-12-18 23:00:00,197.0,,,,
45892186,5.0,0.129,6,3.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-13 08:00:00,2014-12-18 23:00:00,135.0,,,,
45900362,7.0,0.1935,7,2.0,4.0,3.0,低,高,高,重要保持用户,6,5.17,2014-12-11 19:00:00,2014-12-18 23:00:00,172.0,,,,
45921788,3.0,0.3871,28,3.0,5.0,5.0,低,高,高,重要保持用户,12,2.58,2014-12-15 14:00:00,2014-12-18 23:00:00,81.0,,,,
45926523,3.0,0.1613,24,3.0,3.0,5.0,低,高,高,重要保持用户,5,6.2,2014-12-15 13:00:00,2014-12-18 23:00:00,82.0,,,,
45943442,5.0,0.1935,11,3.0,4.0,3.0,低,高,高,重要保持用户,6,5.17,2014-12-13 17:00:00,2014-12-18 23:00:00,126.0,,,,
45966877,1.0,0.5484,46,4.0,5.0,5.0,高,高,高,重要价值用户,17,1.82,2014-12-17 10:00:00,2014-12-18 23:00:00,37.0,4072.0,42.0,0.0113,46.0
45986000,3.0,0.1613,5,3.0,3.0,2.0,低,高,低,一般保持用户,5,6.2,2014-12-15 17:00:00,2014-12-18 23:00:00,78.0,,,,
46010057,6.0,0.0645,4,2.0,1.0,2.0,低,低,低,低价值用户,2,15.5,2014-12-12 12:00:00,2014-12-18 23:00:00,155.0,,,,
46010609,4.0,0.1935,15,3.0,4.0,4.0,低,高,高,重要保持用户,6,5.17,2014-12-14 13:00:00,2014-12-18 23:00:00,106.0,,,,
46011980,6.0,0.1613,7,2.0,3.0,3.0,低,高,高,重要保持用户,5,6.2,2014-12-12 08:00:00,2014-12-18 23:00:00,159.0,,,,
46023224,19.0,0.129,12,1.0,3.0,4.0,低,高,高,重要保持用户,4,7.75,2014-11-29 18:00:00,2014-12-18 23:00:00,461.0,,,,
46037072,23.0,0.0968,3,1.0,2.0,1.0,低,低,低,低价值用户,3,10.33,2014-11-25 18:00:00,2014-12-18 23:00:00,557.0,,,,
46043523,18.0,0.0645,2,1.0,1.0,1.0,低,低,低,低价值用户,2,15.5,2014-11-30 20:00:00,2014-12-18 23:00:00,435.0,,,,
46086237,14.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-04 14:00:00,2014-12-18 23:00:00,345.0,,,,
46094459,15.0,0.0968,3,1.0,2.0,1.0,低,低,低,低价值用户,3,10.33,2014-12-03 11:00:00,2014-12-18 23:00:00,372.0,,,,
46112521,18.0,0.1935,15,1.0,4.0,4.0,低,高,高,重要保持用户,6,5.17,2014-11-30 17:00:00,2014-12-18 23:00:00,438.0,,,,
46129619,15.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-03 21:00:00,2014-12-18 23:00:00,362.0,,,,
46133505,3.0,0.3871,49,3.0,5.0,5.0,低,高,高,重要保持用户,12,2.58,2014-12-15 21:00:00,2014-12-18 23:00:00,74.0,3180.0,34.0,0.0154,49.0
46143156,0.0,0.2581,11,5.0,4.0,3.0,高,高,高,重要价值用户,8,3.88,2014-12-18 23:00:00,2014-12-18 23:00:00,0.0,,,,
46231195,5.0,0.1935,14,3.0,4.0,4.0,低,高,高,重要保持用户,6,5.17,2014-12-13 19:00:00,2014-12-18 23:00:00,124.0,,,,
46241573,6.0,0.0645,2,2.0,1.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-12 21:00:00,2014-12-18 23:00:00,146.0,,,,
46247152,1.0,0.4516,31,4.0,5.0,5.0,高,高,高,重要价值用户,14,2.21,2014-12-17 15:00:00,2014-12-18 23:00:00,32.0,1243.0,29.0,0.0249,31.0
46249710,19.0,0.0323,4,1.0,1.0,2.0,低,低,低,低价值用户,1,31.0,2014-11-29 22:00:00,2014-12-18 23:00:00,457.0,,,,
46274658,6.0,0.0323,1,2.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-12 21:00:00,2014-12-18 23:00:00,146.0,,,,
46288368,4.0,0.2258,10,3.0,4.0,3.0,低,高,高,重要保持用户,7,4.43,2014-12-14 13:00:00,2014-12-18 23:00:00,106.0,,,,
46312993,0.0,0.1935,11,5.0,4.0,3.0,高,高,高,重要价值用户,6,5.17,2014-12-18 11:00:00,2014-12-18 23:00:00,12.0,,,,
46313814,23.0,0.0645,5,1.0,1.0,2.0,低,低,低,低价值用户,2,15.5,2014-11-25 21:00:00,2014-12-18 23:00:00,554.0,,,,
46327874,2.0,0.0968,3,4.0,2.0,1.0,高,低,低,一般价值用户,3,10.33,2014-12-16 15:00:00,2014-12-18 23:00:00,56.0,,,,
46334333,10.0,0.1935,7,1.0,4.0,3.0,低,高,高,重要保持用户,6,5.17,2014-12-08 00:00:00,2014-12-18 23:00:00,263.0,,,,
46344003,0.0,0.5161,31,5.0,5.0,5.0,高,高,高,重要价值用户,16,1.94,2014-12-18 21:00:00,2014-12-18 23:00:00,2.0,756.0,24.0,0.041,31.0
46349725,1.0,0.0968,4,4.0,2.0,2.0,高,低,低,一般价值用户,3,10.33,2014-12-17 16:00:00,2014-12-18 23:00:00,31.0,,,,
46375902,11.0,0.0968,3,1.0,2.0,1.0,低,低,低,低价值用户,3,10.33,2014-12-07 23:00:00,2014-12-18 23:00:00,264.0,,,,
46387925,4.0,0.0323,1,3.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-14 14:00:00,2014-12-18 23:00:00,105.0,,,,
46405869,0.0,0.2903,12,5.0,5.0,4.0,高,高,高,重要价值用户,9,3.44,2014-12-18 22:00:00,2014-12-18 23:00:00,1.0,,,,
46408460,2.0,0.0968,5,4.0,2.0,2.0,高,低,低,一般价值用户,3,10.33,2014-12-16 10:00:00,2014-12-18 23:00:00,61.0,,,,
46428221,11.0,0.129,4,1.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-07 09:00:00,2014-12-18 23:00:00,278.0,,,,
46433093,0.0,0.129,4,5.0,3.0,2.0,高,高,低,重要潜力用户,4,7.75,2014-12-18 02:00:00,2014-12-18 23:00:00,21.0,,,,
46445715,24.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-11-24 09:00:00,2014-12-18 23:00:00,590.0,,,,
46455628,0.0,0.129,4,5.0,3.0,2.0,高,高,低,重要潜力用户,4,7.75,2014-12-18 19:00:00,2014-12-18 23:00:00,4.0,,,,
46468680,0.0,0.1935,13,5.0,4.0,4.0,高,高,高,重要价值用户,6,5.17,2014-12-18 22:00:00,2014-12-18 23:00:00,1.0,,,,
46468716,22.0,0.0645,12,1.0,1.0,4.0,低,低,高,一般发展用户,2,15.5,2014-11-26 18:00:00,2014-12-18 23:00:00,533.0,,,,
46482511,1.0,0.3548,15,4.0,5.0,4.0,高,高,高,重要价值用户,11,2.82,2014-12-17 18:00:00,2014-12-18 23:00:00,29.0,,,,
46483165,0.0,0.2258,9,5.0,4.0,3.0,高,高,高,重要价值用户,7,4.43,2014-12-18 21:00:00,2014-12-18 23:00:00,2.0,,,,
46485348,1.0,0.1613,5,4.0,3.0,2.0,高,高,低,重要潜力用户,5,6.2,2014-12-17 20:00:00,2014-12-18 23:00:00,27.0,,,,
46486820,23.0,0.0968,11,1.0,2.0,3.0,低,低,高,一般发展用户,3,10.33,2014-11-25 18:00:00,2014-12-18 23:00:00,557.0,,,,
46515907,18.0,0.0645,2,1.0,1.0,1.0,低,低,低,低价值用户,2,15.5,2014-11-30 11:00:00,2014-12-18 23:00:00,444.0,,,,
46523853,15.0,0.1935,10,1.0,4.0,3.0,低,高,高,重要保持用户,6,5.17,2014-12-03 15:00:00,2014-12-18 23:00:00,368.0,,,,
46591450,10.0,0.129,7,1.0,3.0,3.0,低,高,高,重要保持用户,4,7.75,2014-12-08 22:00:00,2014-12-18 23:00:00,241.0,,,,
46598584,0.0,0.3871,14,5.0,5.0,4.0,高,高,高,重要价值用户,12,2.58,2014-12-18 14:00:00,2014-12-18 23:00:00,9.0,,,,
46607628,1.0,0.129,32,4.0,3.0,5.0,高,高,高,重要价值用户,4,7.75,2014-12-17 14:00:00,2014-12-18 23:00:00,33.0,1371.0,16.0,0.0233,32.0
46610519,4.0,0.3548,19,3.0,5.0,4.0,低,高,高,重要保持用户,11,2.82,2014-12-14 11:00:00,2014-12-18 23:00:00,108.0,,,,
46611643,5.0,0.2258,14,3.0,4.0,4.0,低,高,高,重要保持用户,7,4.43,2014-12-13 19:00:00,2014-12-18 23:00:00,124.0,,,,
46661434,9.0,0.0645,4,2.0,1.0,2.0,低,低,低,低价值用户,2,15.5,2014-12-09 18:00:00,2014-12-18 23:00:00,221.0,,,,
46661935,1.0,0.7419,84,4.0,5.0,5.0,高,高,高,重要价值用户,23,1.35,2014-12-17 19:00:00,2014-12-18 23:00:00,28.0,3761.0,53.0,0.0223,84.0
46669341,4.0,0.0645,2,3.0,1.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-14 16:00:00,2014-12-18 23:00:00,103.0,,,,
46716857,5.0,0.0645,3,3.0,1.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-13 20:00:00,2014-12-18 23:00:00,123.0,,,,
46728090,2.0,0.2581,9,4.0,4.0,3.0,高,高,高,重要价值用户,8,3.88,2014-12-16 20:00:00,2014-12-18 23:00:00,51.0,,,,
46793743,14.0,0.129,7,1.0,3.0,3.0,低,高,高,重要保持用户,4,7.75,2014-12-04 19:00:00,2014-12-18 23:00:00,340.0,,,,
46840769,10.0,0.0645,2,1.0,1.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-08 23:00:00,2014-12-18 23:00:00,240.0,,,,
46877762,1.0,0.0323,2,4.0,1.0,1.0,高,低,低,一般价值用户,1,31.0,2014-12-17 12:00:00,2014-12-18 23:00:00,35.0,,,,
46914246,15.0,0.0968,22,1.0,2.0,5.0,低,低,高,一般发展用户,3,10.33,2014-12-03 13:00:00,2014-12-18 23:00:00,370.0,,,,
46945718,9.0,0.0323,1,2.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-09 15:00:00,2014-12-18 23:00:00,224.0,,,,
46955464,5.0,0.1935,8,3.0,4.0,3.0,低,高,高,重要保持用户,6,5.17,2014-12-13 00:00:00,2014-12-18 23:00:00,143.0,,,,
46978329,4.0,0.0968,5,3.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-14 12:00:00,2014-12-18 23:00:00,107.0,,,,
46989305,6.0,0.0645,2,2.0,1.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-12 07:00:00,2014-12-18 23:00:00,160.0,,,,
46997903,3.0,0.1935,19,3.0,4.0,4.0,低,高,高,重要保持用户,6,5.17,2014-12-15 21:00:00,2014-12-18 23:00:00,74.0,,,,
47009589,4.0,0.1613,8,3.0,3.0,3.0,低,高,高,重要保持用户,5,6.2,2014-12-14 19:00:00,2014-12-18 23:00:00,100.0,,,,
47011604,3.0,0.0968,3,3.0,2.0,1.0,低,低,低,低价值用户,3,10.33,2014-12-15 12:00:00,2014-12-18 23:00:00,83.0,,,,
47038183,6.0,0.2258,10,2.0,4.0,3.0,低,高,高,重要保持用户,7,4.43,2014-12-12 17:00:00,2014-12-18 23:00:00,150.0,,,,
47043568,3.0,0.0968,3,3.0,2.0,1.0,低,低,低,低价值用户,3,10.33,2014-12-15 11:00:00,2014-12-18 23:00:00,84.0,,,,
47047755,10.0,0.0968,4,1.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-08 14:00:00,2014-12-18 23:00:00,249.0,,,,
47060411,0.0,0.6452,62,5.0,5.0,5.0,高,高,高,重要价值用户,20,1.55,2014-12-18 16:00:00,2014-12-18 23:00:00,7.0,3785.0,37.0,0.0164,62.0
47063673,8.0,0.0645,3,2.0,1.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-10 10:00:00,2014-12-18 23:00:00,205.0,,,,
47065671,4.0,0.4194,24,3.0,5.0,5.0,低,高,高,重要保持用户,13,2.38,2014-12-14 20:00:00,2014-12-18 23:00:00,99.0,,,,
47071587,13.0,0.1935,7,1.0,4.0,3.0,低,高,高,重要保持用户,6,5.17,2014-12-05 21:00:00,2014-12-18 23:00:00,314.0,,,,
47087121,1.0,0.1935,18,4.0,4.0,4.0,高,高,高,重要价值用户,6,5.17,2014-12-17 15:00:00,2014-12-18 23:00:00,32.0,,,,
47090672,5.0,0.3548,13,3.0,5.0,4.0,低,高,高,重要保持用户,11,2.82,2014-12-13 18:00:00,2014-12-18 23:00:00,125.0,,,,
47106355,23.0,0.0645,3,1.0,1.0,1.0,低,低,低,低价值用户,2,15.5,2014-11-25 06:00:00,2014-12-18 23:00:00,569.0,,,,
47109361,9.0,0.1935,19,2.0,4.0,4.0,低,高,高,重要保持用户,6,5.17,2014-12-09 14:00:00,2014-12-18 23:00:00,225.0,,,,
47109924,16.0,0.129,8,1.0,3.0,3.0,低,高,高,重要保持用户,4,7.75,2014-12-02 20:00:00,2014-12-18 23:00:00,387.0,,,,
47128004,6.0,0.0968,5,2.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-12 12:00:00,2014-12-18 23:00:00,155.0,,,,
47152738,4.0,0.0968,5,3.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-14 22:00:00,2014-12-18 23:00:00,97.0,,,,
47153697,3.0,0.2903,31,3.0,5.0,5.0,低,高,高,重要保持用户,9,3.44,2014-12-15 22:00:00,2014-12-18 23:00:00,73.0,2305.0,26.0,0.0134,31.0
47220515,0.0,0.129,7,5.0,3.0,3.0,高,高,高,重要价值用户,4,7.75,2014-12-18 06:00:00,2014-12-18 23:00:00,17.0,,,,
47237907,0.0,0.5161,34,5.0,5.0,5.0,高,高,高,重要价值用户,16,1.94,2014-12-18 19:00:00,2014-12-18 23:00:00,4.0,1322.0,28.0,0.0257,34.0
47241390,2.0,0.1613,31,4.0,3.0,5.0,高,高,高,重要价值用户,5,6.2,2014-12-16 22:00:00,2014-12-18 23:00:00,49.0,1752.0,28.0,0.0177,31.0
47248096,6.0,0.1935,7,2.0,4.0,3.0,低,高,高,重要保持用户,6,5.17,2014-12-12 07:00:00,2014-12-18 23:00:00,160.0,,,,
47257431,0.0,0.3226,21,5.0,5.0,5.0,高,高,高,重要价值用户,10,3.1,2014-12-18 18:00:00,2014-12-18 23:00:00,5.0,,,,
47272457,8.0,0.0645,12,2.0,1.0,4.0,低,低,高,一般发展用户,2,15.5,2014-12-10 17:00:00,2014-12-18 23:00:00,198.0,,,,
47289191,0.0,0.3871,17,5.0,5.0,4.0,高,高,高,重要价值用户,12,2.58,2014-12-18 05:00:00,2014-12-18 23:00:00,18.0,,,,
47293396,0.0,0.2903,28,5.0,5.0,5.0,高,高,高,重要价值用户,9,3.44,2014-12-18 20:00:00,2014-12-18 23:00:00,3.0,,,,
47293645,23.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-11-25 08:00:00,2014-12-18 23:00:00,567.0,,,,
47294743,3.0,0.0645,2,3.0,1.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-15 13:00:00,2014-12-18 23:00:00,82.0,,,,
47296218,0.0,0.2903,20,5.0,5.0,4.0,高,高,高,重要价值用户,9,3.44,2014-12-18 21:00:00,2014-12-18 23:00:00,2.0,,,,
47321903,1.0,0.2258,12,4.0,4.0,4.0,高,高,高,重要价值用户,7,4.43,2014-12-17 19:00:00,2014-12-18 23:00:00,28.0,,,,
47328088,4.0,0.2903,42,3.0,5.0,5.0,低,高,高,重要保持用户,9,3.44,2014-12-14 15:00:00,2014-12-18 23:00:00,104.0,5185.0,16.0,0.0081,42.0
47333914,1.0,0.2903,15,4.0,5.0,4.0,高,高,高,重要价值用户,9,3.44,2014-12-17 07:00:00,2014-12-18 23:00:00,40.0,,,,
47399128,15.0,0.0645,2,1.0,1.0,1.0,低,低,低,低价值用户,2,15.5,2014-12-03 20:00:00,2014-12-18 23:00:00,363.0,,,,
47410940,6.0,0.0323,1,2.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-12 21:00:00,2014-12-18 23:00:00,146.0,,,,
47416853,10.0,0.0968,6,1.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-08 20:00:00,2014-12-18 23:00:00,243.0,,,,
47428428,14.0,0.0968,10,1.0,2.0,3.0,低,低,高,一般发展用户,3,10.33,2014-12-04 21:00:00,2014-12-18 23:00:00,338.0,,,,
47436377,4.0,0.2903,15,3.0,5.0,4.0,低,高,高,重要保持用户,9,3.44,2014-12-14 09:00:00,2014-12-18 23:00:00,110.0,,,,
47439748,0.0,0.1613,9,5.0,3.0,3.0,高,高,高,重要价值用户,5,6.2,2014-12-18 17:00:00,2014-12-18 23:00:00,6.0,,,,
