user_id,total_behavior_count,purchase_count,distinct_purchase_item_count,purchase_rate,purchase_days,avg_days_per_purchase_day,purchase_day_frequency,last_purchase_time,survey_end_time,hours_since_last_purchase,days_since_last_purchase
3227231,2072,29,24,0.0140,13,2.38,0.4194,"2014-12-10 12:00:00","2014-12-18 23:00:00",203,8
3233000,366,6,6,0.0164,6,5.17,0.1935,"2014-12-18 11:00:00","2014-12-18 23:00:00",12,0
3240412,773,1,1,0.0013,1,31.00,0.0323,"2014-12-05 20:00:00","2014-12-18 23:00:00",315,13
3282021,7504,39,37,0.0052,8,3.88,0.2581,"2014-12-18 20:00:00","2014-12-18 23:00:00",3,0
3304327,2470,19,19,0.0077,9,3.44,0.2903,"2014-12-18 07:00:00","2014-12-18 23:00:00",16,0
3318666,8470,40,37,0.0047,14,2.21,0.4516,"2014-12-18 15:00:00","2014-12-18 23:00:00",8,0
3324323,447,2,2,0.0045,2,15.50,0.0645,"2014-12-08 11:00:00","2014-12-18 23:00:00",252,10
3328558,2667,21,17,0.0079,10,3.10,0.3226,"2014-12-16 23:00:00","2014-12-18 23:00:00",48,2
3350428,813,8,8,0.0098,3,10.33,0.0968,"2014-12-16 09:00:00","2014-12-18 23:00:00",62,2
3375066,342,14,7,0.0409,9,3.44,0.2903,"2014-12-18 15:00:00","2014-12-18 23:00:00",8,0
3378138,1196,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
3380259,616,11,7,0.0179,7,4.43,0.2258,"2014-12-15 19:00:00","2014-12-18 23:00:00",76,3
3384843,848,8,7,0.0094,5,6.20,0.1613,"2014-12-06 14:00:00","2014-12-18 23:00:00",297,12
3395807,303,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
3421308,5,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
3423779,148,10,9,0.0676,3,10.33,0.0968,"2014-12-08 11:00:00","2014-12-18 23:00:00",252,10
3442818,5838,47,40,0.0081,15,2.07,0.4839,"2014-12-18 15:00:00","2014-12-18 23:00:00",8,0
3447448,70,1,1,0.0143,1,31.00,0.0323,"2014-12-18 17:00:00","2014-12-18 23:00:00",6,0
3460631,552,24,23,0.0435,10,3.10,0.3226,"2014-12-10 13:00:00","2014-12-18 23:00:00",202,8
3466367,1454,3,3,0.0021,2,15.50,0.0645,"2014-12-17 12:00:00","2014-12-18 23:00:00",35,1
3468674,67,8,8,0.1194,2,15.50,0.0645,"2014-12-12 21:00:00","2014-12-18 23:00:00",146,6
3482403,531,10,9,0.0188,7,4.43,0.2258,"2014-12-18 20:00:00","2014-12-18 23:00:00",3,0
3495324,640,1,1,0.0016,1,31.00,0.0323,"2014-12-03 22:00:00","2014-12-18 23:00:00",361,15
3508821,794,14,10,0.0176,6,5.17,0.1935,"2014-12-17 21:00:00","2014-12-18 23:00:00",26,1
3512329,3148,12,12,0.0038,6,5.17,0.1935,"2014-12-18 22:00:00","2014-12-18 23:00:00",1,0
3519280,1513,34,23,0.0225,4,7.75,0.1290,"2014-12-12 00:00:00","2014-12-18 23:00:00",167,6
3543407,2116,6,6,0.0028,4,7.75,0.1290,"2014-12-18 11:00:00","2014-12-18 23:00:00",12,0
3566914,1668,19,14,0.0114,9,3.44,0.2903,"2014-12-12 15:00:00","2014-12-18 23:00:00",152,6
3567524,287,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
3569244,1431,3,3,0.0021,3,10.33,0.0968,"2014-12-17 15:00:00","2014-12-18 23:00:00",32,1
3569918,157,3,3,0.0191,2,15.50,0.0645,"2014-12-17 16:00:00","2014-12-18 23:00:00",31,1
3577313,419,6,6,0.0143,3,10.33,0.0968,"2014-12-05 16:00:00","2014-12-18 23:00:00",319,13
3578206,5984,12,12,0.0020,10,3.10,0.3226,"2014-12-17 20:00:00","2014-12-18 23:00:00",27,1
3607854,2370,43,41,0.0181,8,3.88,0.2581,"2014-12-16 22:00:00","2014-12-18 23:00:00",49,2
3631290,397,4,4,0.0101,3,10.33,0.0968,"2014-12-12 00:00:00","2014-12-18 23:00:00",167,6
3632278,1169,15,15,0.0128,8,3.88,0.2581,"2014-12-14 13:00:00","2014-12-18 23:00:00",106,4
3662776,1419,44,44,0.0310,23,1.35,0.7419,"2014-12-18 22:00:00","2014-12-18 23:00:00",1,0
3671315,3821,76,66,0.0199,21,1.48,0.6774,"2014-12-16 21:00:00","2014-12-18 23:00:00",50,2
3671520,1441,23,21,0.0160,14,2.21,0.4516,"2014-12-14 11:00:00","2014-12-18 23:00:00",108,4
3694961,9722,115,98,0.0118,26,1.19,0.8387,"2014-12-18 23:00:00","2014-12-18 23:00:00",0,0
3695398,1999,13,9,0.0065,6,5.17,0.1935,"2014-12-17 22:00:00","2014-12-18 23:00:00",25,1
3709994,1388,6,5,0.0043,5,6.20,0.1613,"2014-12-16 11:00:00","2014-12-18 23:00:00",60,2
3712578,1550,17,17,0.0110,11,2.82,0.3548,"2014-12-15 14:00:00","2014-12-18 23:00:00",81,3
3714513,1062,6,5,0.0056,5,6.20,0.1613,"2014-12-14 21:00:00","2014-12-18 23:00:00",98,4
3731463,4053,15,14,0.0037,8,3.88,0.2581,"2014-12-15 20:00:00","2014-12-18 23:00:00",75,3
3763394,267,9,7,0.0337,2,15.50,0.0645,"2014-12-12 21:00:00","2014-12-18 23:00:00",146,6
3789630,438,5,5,0.0114,4,7.75,0.1290,"2014-12-18 14:00:00","2014-12-18 23:00:00",9,0
3791755,342,1,1,0.0029,1,31.00,0.0323,"2014-12-15 14:00:00","2014-12-18 23:00:00",81,3
3792677,826,15,12,0.0182,6,5.17,0.1935,"2014-12-17 10:00:00","2014-12-18 23:00:00",37,1
3796254,232,5,5,0.0216,4,7.75,0.1290,"2014-12-12 09:00:00","2014-12-18 23:00:00",158,6
3808025,109,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
3830694,1137,30,27,0.0264,11,2.82,0.3548,"2014-12-18 19:00:00","2014-12-18 23:00:00",4,0
3840121,3316,46,41,0.0139,15,2.07,0.4839,"2014-12-18 22:00:00","2014-12-18 23:00:00",1,0
3849356,58,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
3864501,182,4,3,0.0220,3,10.33,0.0968,"2014-12-11 17:00:00","2014-12-18 23:00:00",174,7
3878869,860,6,6,0.0070,6,5.17,0.1935,"2014-12-11 21:00:00","2014-12-18 23:00:00",170,7
3880359,163,3,3,0.0184,3,10.33,0.0968,"2014-12-08 13:00:00","2014-12-18 23:00:00",250,10
3914310,385,4,3,0.0104,3,10.33,0.0968,"2014-12-15 22:00:00","2014-12-18 23:00:00",73,3
3919761,320,4,3,0.0125,3,10.33,0.0968,"2014-12-01 18:00:00","2014-12-18 23:00:00",413,17
3927253,652,2,2,0.0031,2,15.50,0.0645,"2014-12-03 08:00:00","2014-12-18 23:00:00",375,15
3945782,907,1,1,0.0011,1,31.00,0.0323,"2014-11-21 10:00:00","2014-12-18 23:00:00",661,27
3965819,147,2,1,0.0136,2,15.50,0.0645,"2014-12-16 22:00:00","2014-12-18 23:00:00",49,2
3987745,516,8,8,0.0155,7,4.43,0.2258,"2014-12-15 14:00:00","2014-12-18 23:00:00",81,3
4053567,2872,10,9,0.0035,8,3.88,0.2581,"2014-12-15 22:00:00","2014-12-18 23:00:00",73,3
4060646,969,6,6,0.0062,5,6.20,0.1613,"2014-12-18 13:00:00","2014-12-18 23:00:00",10,0
4076820,603,18,11,0.0299,10,3.10,0.3226,"2014-12-17 15:00:00","2014-12-18 23:00:00",32,1
4077888,985,20,19,0.0203,12,2.58,0.3871,"2014-12-18 08:00:00","2014-12-18 23:00:00",15,0
4082863,1807,6,6,0.0033,5,6.20,0.1613,"2014-12-17 15:00:00","2014-12-18 23:00:00",32,1
4088842,662,15,14,0.0227,8,3.88,0.2581,"2014-12-17 22:00:00","2014-12-18 23:00:00",25,1
4095217,1170,4,4,0.0034,4,7.75,0.1290,"2014-12-13 14:00:00","2014-12-18 23:00:00",129,5
4102557,2730,17,16,0.0062,9,3.44,0.2903,"2014-12-15 15:00:00","2014-12-18 23:00:00",80,3
4102766,65,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
4110055,730,7,7,0.0096,6,5.17,0.1935,"2014-12-15 11:00:00","2014-12-18 23:00:00",84,3
4110672,3302,2,2,0.0006,2,15.50,0.0645,"2014-12-10 12:00:00","2014-12-18 23:00:00",203,8
4120403,3723,149,125,0.0400,20,1.55,0.6452,"2014-12-18 16:00:00","2014-12-18 23:00:00",7,0
4120881,39,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
4137745,3724,30,24,0.0081,16,1.94,0.5161,"2014-12-16 12:00:00","2014-12-18 23:00:00",59,2
4140926,969,10,9,0.0103,6,5.17,0.1935,"2014-12-12 14:00:00","2014-12-18 23:00:00",153,6
4146900,3996,29,27,0.0073,15,2.07,0.4839,"2014-12-18 23:00:00","2014-12-18 23:00:00",0,0
4164164,421,4,4,0.0095,3,10.33,0.0968,"2014-12-12 07:00:00","2014-12-18 23:00:00",160,6
4164359,1552,3,3,0.0019,2,15.50,0.0645,"2014-12-04 13:00:00","2014-12-18 23:00:00",346,14
4174826,781,1,1,0.0013,1,31.00,0.0323,"2014-12-17 11:00:00","2014-12-18 23:00:00",36,1
4186010,966,18,18,0.0186,6,5.17,0.1935,"2014-12-11 10:00:00","2014-12-18 23:00:00",181,7
4195964,1822,36,33,0.0198,13,2.38,0.4194,"2014-12-15 13:00:00","2014-12-18 23:00:00",82,3
4225412,4872,51,49,0.0105,17,1.82,0.5484,"2014-12-17 15:00:00","2014-12-18 23:00:00",32,1
4231989,1160,9,9,0.0078,7,4.43,0.2258,"2014-12-13 22:00:00","2014-12-18 23:00:00",121,5
4232880,620,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
4261260,1527,2,2,0.0013,2,15.50,0.0645,"2014-12-16 14:00:00","2014-12-18 23:00:00",57,2
4271718,1629,17,13,0.0104,10,3.10,0.3226,"2014-12-06 16:00:00","2014-12-18 23:00:00",295,12
4283186,332,1,1,0.0030,1,31.00,0.0323,"2014-12-14 23:00:00","2014-12-18 23:00:00",96,4
4286657,1194,7,7,0.0059,6,5.17,0.1935,"2014-12-18 18:00:00","2014-12-18 23:00:00",5,0
4338344,1689,6,6,0.0036,6,5.17,0.1935,"2014-12-15 22:00:00","2014-12-18 23:00:00",73,3
4346474,60,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
4361577,5850,103,87,0.0176,15,2.07,0.4839,"2014-12-18 19:00:00","2014-12-18 23:00:00",4,0
4364079,7241,69,56,0.0095,16,1.94,0.5161,"2014-12-15 17:00:00","2014-12-18 23:00:00",78,3
4374427,723,5,4,0.0069,2,15.50,0.0645,"2014-12-17 12:00:00","2014-12-18 23:00:00",35,1
4381858,971,12,11,0.0124,4,7.75,0.1290,"2014-12-10 15:00:00","2014-12-18 23:00:00",200,8
4387844,766,15,9,0.0196,4,7.75,0.1290,"2014-12-17 11:00:00","2014-12-18 23:00:00",36,1
4445837,514,11,10,0.0214,6,5.17,0.1935,"2014-12-13 21:00:00","2014-12-18 23:00:00",122,5
4496414,485,8,8,0.0165,7,4.43,0.2258,"2014-12-17 20:00:00","2014-12-18 23:00:00",27,1
4499782,30,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
4524349,1397,22,18,0.0157,6,5.17,0.1935,"2014-12-15 16:00:00","2014-12-18 23:00:00",79,3
4561993,2006,4,4,0.0020,3,10.33,0.0968,"2014-11-30 20:00:00","2014-12-18 23:00:00",435,18
4567220,328,3,3,0.0091,2,15.50,0.0645,"2014-12-17 20:00:00","2014-12-18 23:00:00",27,1
4573013,1222,15,13,0.0123,10,3.10,0.3226,"2014-12-12 10:00:00","2014-12-18 23:00:00",157,6
4579794,2314,22,20,0.0095,8,3.88,0.2581,"2014-12-09 20:00:00","2014-12-18 23:00:00",219,9
4597166,241,6,4,0.0249,4,7.75,0.1290,"2014-12-17 11:00:00","2014-12-18 23:00:00",36,1
4642457,823,11,11,0.0134,8,3.88,0.2581,"2014-12-17 15:00:00","2014-12-18 23:00:00",32,1
4644312,97,2,2,0.0206,2,15.50,0.0645,"2014-12-08 16:00:00","2014-12-18 23:00:00",247,10
4688795,85,3,3,0.0353,3,10.33,0.0968,"2014-12-01 11:00:00","2014-12-18 23:00:00",420,17
4710740,353,7,4,0.0198,2,15.50,0.0645,"2014-12-12 19:00:00","2014-12-18 23:00:00",148,6
4716732,479,5,5,0.0104,3,10.33,0.0968,"2014-12-07 22:00:00","2014-12-18 23:00:00",265,11
4725269,4580,13,11,0.0028,10,3.10,0.3226,"2014-12-15 07:00:00","2014-12-18 23:00:00",88,3
4729352,416,3,2,0.0072,2,15.50,0.0645,"2014-12-01 21:00:00","2014-12-18 23:00:00",410,17
4741469,76,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
4742459,1246,1,1,0.0008,1,31.00,0.0323,"2014-12-03 14:00:00","2014-12-18 23:00:00",369,15
4744483,1047,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
4752206,945,11,11,0.0116,7,4.43,0.2258,"2014-12-18 15:00:00","2014-12-18 23:00:00",8,0
4755159,224,4,3,0.0179,3,10.33,0.0968,"2014-12-08 19:00:00","2014-12-18 23:00:00",244,10
4763932,316,1,1,0.0032,1,31.00,0.0323,"2014-11-30 00:00:00","2014-12-18 23:00:00",455,18
4772544,225,1,1,0.0044,1,31.00,0.0323,"2014-12-09 00:00:00","2014-12-18 23:00:00",239,9
4780516,164,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
4790160,331,12,12,0.0363,3,10.33,0.0968,"2014-11-30 20:00:00","2014-12-18 23:00:00",435,18
4839432,1392,1,1,0.0007,1,31.00,0.0323,"2014-11-25 08:00:00","2014-12-18 23:00:00",567,23
4839533,949,12,10,0.0126,9,3.44,0.2903,"2014-12-18 15:00:00","2014-12-18 23:00:00",8,0
4839961,1052,1,1,0.0010,1,31.00,0.0323,"2014-11-19 15:00:00","2014-12-18 23:00:00",704,29
4869558,585,2,2,0.0034,1,31.00,0.0323,"2014-12-01 22:00:00","2014-12-18 23:00:00",409,17
4903043,3069,37,31,0.0121,11,2.82,0.3548,"2014-12-12 00:00:00","2014-12-18 23:00:00",167,6
4917287,177,3,3,0.0169,3,10.33,0.0968,"2014-12-18 10:00:00","2014-12-18 23:00:00",13,0
4919496,109,1,1,0.0092,1,31.00,0.0323,"2014-11-23 16:00:00","2014-12-18 23:00:00",607,25
4921070,169,3,3,0.0178,3,10.33,0.0968,"2014-11-28 19:00:00","2014-12-18 23:00:00",484,20
4922072,369,2,2,0.0054,2,15.50,0.0645,"2014-12-11 16:00:00","2014-12-18 23:00:00",175,7
4960300,1186,2,2,0.0017,2,15.50,0.0645,"2014-12-07 20:00:00","2014-12-18 23:00:00",267,11
4977592,1865,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
4979200,1100,8,7,0.0073,6,5.17,0.1935,"2014-12-15 14:00:00","2014-12-18 23:00:00",81,3
5020210,1425,43,30,0.0302,6,5.17,0.1935,"2014-12-13 10:00:00","2014-12-18 23:00:00",133,5
5028667,888,8,8,0.0090,6,5.17,0.1935,"2014-12-18 13:00:00","2014-12-18 23:00:00",10,0
5051617,834,1,1,0.0012,1,31.00,0.0323,"2014-11-27 12:00:00","2014-12-18 23:00:00",515,21
5057199,1162,2,2,0.0017,1,31.00,0.0323,"2014-12-06 15:00:00","2014-12-18 23:00:00",296,12
5066694,1452,31,25,0.0213,9,3.44,0.2903,"2014-12-16 00:00:00","2014-12-18 23:00:00",71,2
5091068,769,8,7,0.0104,4,7.75,0.1290,"2014-12-01 18:00:00","2014-12-18 23:00:00",413,17
5125563,49,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
5137598,1353,2,2,0.0015,2,15.50,0.0645,"2014-12-17 12:00:00","2014-12-18 23:00:00",35,1
5141057,258,3,3,0.0116,2,15.50,0.0645,"2014-12-12 21:00:00","2014-12-18 23:00:00",146,6
5154444,1226,11,9,0.0090,7,4.43,0.2258,"2014-12-16 10:00:00","2014-12-18 23:00:00",61,2
5159022,1409,1,1,0.0007,1,31.00,0.0323,"2014-12-14 12:00:00","2014-12-18 23:00:00",107,4
5179507,209,5,5,0.0239,2,15.50,0.0645,"2014-11-30 20:00:00","2014-12-18 23:00:00",435,18
5187945,14,1,1,0.0714,1,31.00,0.0323,"2014-12-11 19:00:00","2014-12-18 23:00:00",172,7
5189513,1738,11,8,0.0063,4,7.75,0.1290,"2014-12-12 15:00:00","2014-12-18 23:00:00",152,6
5196815,369,9,8,0.0244,4,7.75,0.1290,"2014-12-18 13:00:00","2014-12-18 23:00:00",10,0
5201714,2493,21,19,0.0084,11,2.82,0.3548,"2014-12-18 17:00:00","2014-12-18 23:00:00",6,0
5223307,924,5,4,0.0054,4,7.75,0.1290,"2014-12-18 09:00:00","2014-12-18 23:00:00",14,0
5236221,1006,9,7,0.0089,6,5.17,0.1935,"2014-12-17 11:00:00","2014-12-18 23:00:00",36,1
5240052,37,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
5250412,1539,3,3,0.0019,3,10.33,0.0968,"2014-12-14 17:00:00","2014-12-18 23:00:00",102,4
5255076,95,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
5287432,133,3,3,0.0226,2,15.50,0.0645,"2014-12-03 16:00:00","2014-12-18 23:00:00",367,15
5307517,583,3,3,0.0051,3,10.33,0.0968,"2014-12-12 17:00:00","2014-12-18 23:00:00",150,6
5315279,12387,34,34,0.0027,13,2.38,0.4194,"2014-12-18 02:00:00","2014-12-18 23:00:00",21,0
5358079,1937,11,11,0.0057,6,5.17,0.1935,"2014-12-14 19:00:00","2014-12-18 23:00:00",100,4
5392788,67,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
5396057,2158,11,9,0.0051,5,6.20,0.1613,"2014-12-15 19:00:00","2014-12-18 23:00:00",76,3
5412158,201,13,12,0.0647,8,3.88,0.2581,"2014-12-17 18:00:00","2014-12-18 23:00:00",29,1
5424550,4179,101,81,0.0242,22,1.41,0.7097,"2014-12-17 19:00:00","2014-12-18 23:00:00",28,1
5440164,222,2,2,0.0090,1,31.00,0.0323,"2014-12-18 15:00:00","2014-12-18 23:00:00",8,0
5451259,148,4,4,0.0270,4,7.75,0.1290,"2014-12-09 12:00:00","2014-12-18 23:00:00",227,9
5460550,1640,15,14,0.0091,10,3.10,0.3226,"2014-12-16 21:00:00","2014-12-18 23:00:00",50,2
5466222,871,5,5,0.0057,4,7.75,0.1290,"2014-12-07 18:00:00","2014-12-18 23:00:00",269,11
5467215,933,21,18,0.0225,11,2.82,0.3548,"2014-12-17 20:00:00","2014-12-18 23:00:00",27,1
5478302,4740,9,9,0.0019,6,5.17,0.1935,"2014-12-18 17:00:00","2014-12-18 23:00:00",6,0
5481789,667,2,2,0.0030,1,31.00,0.0323,"2014-12-05 15:00:00","2014-12-18 23:00:00",320,13
5483686,41,3,3,0.0732,2,15.50,0.0645,"2014-12-16 11:00:00","2014-12-18 23:00:00",60,2
5485673,907,9,7,0.0099,5,6.20,0.1613,"2014-12-17 23:00:00","2014-12-18 23:00:00",24,1
5586064,1115,23,19,0.0206,12,2.58,0.3871,"2014-12-17 10:00:00","2014-12-18 23:00:00",37,1
5616094,419,3,3,0.0072,2,15.50,0.0645,"2014-12-04 19:00:00","2014-12-18 23:00:00",340,14
5624123,539,7,7,0.0130,4,7.75,0.1290,"2014-12-14 12:00:00","2014-12-18 23:00:00",107,4
5626464,602,6,6,0.0100,3,10.33,0.0968,"2014-12-17 23:00:00","2014-12-18 23:00:00",24,1
5680285,354,2,2,0.0056,1,31.00,0.0323,"2014-12-10 02:00:00","2014-12-18 23:00:00",213,8
5686843,1722,22,21,0.0128,12,2.58,0.3871,"2014-12-18 21:00:00","2014-12-18 23:00:00",2,0
5694160,4504,18,12,0.0040,8,3.88,0.2581,"2014-12-18 10:00:00","2014-12-18 23:00:00",13,0
5698511,3082,7,4,0.0023,3,10.33,0.0968,"2014-12-14 20:00:00","2014-12-18 23:00:00",99,4
5699616,56,2,2,0.0357,2,15.50,0.0645,"2014-12-17 17:00:00","2014-12-18 23:00:00",30,1
5710300,418,11,11,0.0263,8,3.88,0.2581,"2014-12-18 15:00:00","2014-12-18 23:00:00",8,0
5719706,3,1,1,0.3333,1,31.00,0.0323,"2014-12-16 19:00:00","2014-12-18 23:00:00",52,2
5740730,787,7,7,0.0089,3,10.33,0.0968,"2014-12-13 19:00:00","2014-12-18 23:00:00",124,5
5778458,1921,1,1,0.0005,1,31.00,0.0323,"2014-12-07 23:00:00","2014-12-18 23:00:00",264,11
5786548,436,2,2,0.0046,2,15.50,0.0645,"2014-12-08 21:00:00","2014-12-18 23:00:00",242,10
5786807,1176,11,11,0.0094,7,4.43,0.2258,"2014-12-17 13:00:00","2014-12-18 23:00:00",34,1
5798831,337,3,3,0.0089,2,15.50,0.0645,"2014-12-18 18:00:00","2014-12-18 23:00:00",5,0
5803579,73,1,1,0.0137,1,31.00,0.0323,"2014-11-24 18:00:00","2014-12-18 23:00:00",581,24
5837961,3941,13,11,0.0033,6,5.17,0.1935,"2014-12-17 22:00:00","2014-12-18 23:00:00",25,1
5838287,533,5,5,0.0094,5,6.20,0.1613,"2014-12-18 21:00:00","2014-12-18 23:00:00",2,0
5860001,3587,12,12,0.0033,5,6.20,0.1613,"2014-12-14 19:00:00","2014-12-18 23:00:00",100,4
5865371,666,17,12,0.0255,8,3.88,0.2581,"2014-12-12 17:00:00","2014-12-18 23:00:00",150,6
5875750,1665,5,5,0.0030,3,10.33,0.0968,"2014-12-08 14:00:00","2014-12-18 23:00:00",249,10
5938241,4424,35,32,0.0079,13,2.38,0.4194,"2014-12-18 23:00:00","2014-12-18 23:00:00",0,0
5942869,1435,9,8,0.0063,5,6.20,0.1613,"2014-12-12 00:00:00","2014-12-18 23:00:00",167,6
5950556,3077,24,21,0.0078,16,1.94,0.5161,"2014-12-18 09:00:00","2014-12-18 23:00:00",14,0
6014239,539,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
6015031,1985,3,3,0.0015,3,10.33,0.0968,"2014-12-13 14:00:00","2014-12-18 23:00:00",129,5
6018416,1630,11,10,0.0067,6,5.17,0.1935,"2014-12-12 15:00:00","2014-12-18 23:00:00",152,6
6038861,508,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
6049053,2303,9,8,0.0039,6,5.17,0.1935,"2014-12-14 15:00:00","2014-12-18 23:00:00",104,4
6062947,378,4,3,0.0106,2,15.50,0.0645,"2014-12-18 10:00:00","2014-12-18 23:00:00",13,0
6064746,978,5,5,0.0051,5,6.20,0.1613,"2014-12-17 22:00:00","2014-12-18 23:00:00",25,1
6068352,362,2,2,0.0055,2,15.50,0.0645,"2014-12-14 19:00:00","2014-12-18 23:00:00",100,4
6071666,713,4,4,0.0056,3,10.33,0.0968,"2014-12-16 16:00:00","2014-12-18 23:00:00",55,2
6079735,666,23,22,0.0345,7,4.43,0.2258,"2014-12-18 19:00:00","2014-12-18 23:00:00",4,0
6101177,6097,33,29,0.0054,15,2.07,0.4839,"2014-12-16 14:00:00","2014-12-18 23:00:00",57,2
6142132,38,2,2,0.0526,2,15.50,0.0645,"2014-12-12 14:00:00","2014-12-18 23:00:00",153,6
6146353,989,8,6,0.0081,4,7.75,0.1290,"2014-12-04 14:00:00","2014-12-18 23:00:00",345,14
6163885,598,1,1,0.0017,1,31.00,0.0323,"2014-11-25 18:00:00","2014-12-18 23:00:00",557,23
6177572,1642,1,1,0.0006,1,31.00,0.0323,"2014-12-18 23:00:00","2014-12-18 23:00:00",0,0
6212208,1726,6,6,0.0035,4,7.75,0.1290,"2014-12-14 21:00:00","2014-12-18 23:00:00",98,4
6222588,2125,47,38,0.0221,19,1.63,0.6129,"2014-12-18 15:00:00","2014-12-18 23:00:00",8,0
6228124,514,17,17,0.0331,9,3.44,0.2903,"2014-12-18 21:00:00","2014-12-18 23:00:00",2,0
6230291,1117,10,9,0.0090,2,15.50,0.0645,"2014-12-09 23:00:00","2014-12-18 23:00:00",216,9
6235300,329,8,8,0.0243,7,4.43,0.2258,"2014-12-16 14:00:00","2014-12-18 23:00:00",57,2
6236717,395,2,2,0.0051,2,15.50,0.0645,"2014-12-12 21:00:00","2014-12-18 23:00:00",146,6
6243406,288,2,2,0.0069,2,15.50,0.0645,"2014-12-17 09:00:00","2014-12-18 23:00:00",38,1
6247427,798,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
6274948,387,7,7,0.0181,3,10.33,0.0968,"2014-12-14 20:00:00","2014-12-18 23:00:00",99,4
6287853,44,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
6303684,872,14,14,0.0161,11,2.82,0.3548,"2014-12-15 23:00:00","2014-12-18 23:00:00",72,3
6317562,1287,14,12,0.0109,6,5.17,0.1935,"2014-12-08 20:00:00","2014-12-18 23:00:00",243,10
6336158,231,6,6,0.0260,1,31.00,0.0323,"2014-12-16 18:00:00","2014-12-18 23:00:00",53,2
6336487,1725,38,29,0.0220,10,3.10,0.3226,"2014-12-16 21:00:00","2014-12-18 23:00:00",50,2
6345483,8983,5,5,0.0006,5,6.20,0.1613,"2014-12-12 00:00:00","2014-12-18 23:00:00",167,6
6346697,547,3,3,0.0055,2,15.50,0.0645,"2014-12-18 23:00:00","2014-12-18 23:00:00",0,0
6347508,537,11,11,0.0205,6,5.17,0.1935,"2014-12-18 10:00:00","2014-12-18 23:00:00",13,0
6371563,672,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
6375695,817,8,8,0.0098,6,5.17,0.1935,"2014-12-16 23:00:00","2014-12-18 23:00:00",48,2
6392284,27,1,1,0.0370,1,31.00,0.0323,"2014-12-04 11:00:00","2014-12-18 23:00:00",348,14
6419226,198,5,5,0.0253,3,10.33,0.0968,"2014-12-11 20:00:00","2014-12-18 23:00:00",171,7
6435793,2550,1,1,0.0004,1,31.00,0.0323,"2014-12-02 15:00:00","2014-12-18 23:00:00",392,16
6437749,1577,13,9,0.0082,8,3.88,0.2581,"2014-12-16 09:00:00","2014-12-18 23:00:00",62,2
6438366,79,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
6442389,624,4,4,0.0064,3,10.33,0.0968,"2014-12-18 14:00:00","2014-12-18 23:00:00",9,0
6443596,2640,16,15,0.0061,6,5.17,0.1935,"2014-12-14 18:00:00","2014-12-18 23:00:00",101,4
6452476,2362,20,16,0.0085,9,3.44,0.2903,"2014-12-15 22:00:00","2014-12-18 23:00:00",73,3
6478780,1786,17,13,0.0095,3,10.33,0.0968,"2014-12-10 03:00:00","2014-12-18 23:00:00",212,8
6500341,500,13,11,0.0260,5,6.20,0.1613,"2014-12-11 16:00:00","2014-12-18 23:00:00",175,7
6504113,1897,50,44,0.0264,9,3.44,0.2903,"2014-12-17 18:00:00","2014-12-18 23:00:00",29,1
6516360,839,21,14,0.0250,8,3.88,0.2581,"2014-12-12 20:00:00","2014-12-18 23:00:00",147,6
