user_id,purchase_days,purchase_count,avg_days_per_purchase_day,purchase_day_frequency
99721088,2,2,15.50,0.0645
110043519,2,11,15.50,0.0645
56410564,2,2,15.50,0.0645
62833198,2,4,15.50,0.0645
118516573,2,3,15.50,0.0645
79181598,2,2,15.50,0.0645
140651069,2,3,15.50,0.0645
77310910,2,2,15.50,0.0645
90568957,2,2,15.50,0.0645
92871619,2,4,15.50,0.0645
87351617,2,2,15.50,0.0645
110450175,2,3,15.50,0.0645
46241573,2,2,15.50,0.0645
5699616,2,2,15.50,0.0645
64643879,2,2,15.50,0.0645
76054159,2,2,15.50,0.0645
51880896,2,3,15.50,0.0645
57577068,2,2,15.50,0.0645
59174013,2,5,15.50,0.0645
19865503,2,2,15.50,0.0645
2364863,2,4,15.50,0.0645
122136651,2,9,15.50,0.0645
4261260,2,2,15.50,0.0645
100459462,2,4,15.50,0.0645
48885147,2,16,15.50,0.0645
11783149,2,2,15.50,0.0645
49252659,2,3,15.50,0.0645
71678956,2,4,15.50,0.0645
80308823,2,2,15.50,0.0645
117262198,2,2,15.50,0.0645
93422967,2,2,15.50,0.0645
68476997,2,2,15.50,0.0645
131201465,2,4,15.50,0.0645
79913494,2,3,15.50,0.0645
37004434,2,2,15.50,0.0645
11683605,2,4,15.50,0.0645
6236717,2,2,15.50,0.0645
75712090,2,2,15.50,0.0645
50197899,2,2,15.50,0.0645
82252304,2,3,15.50,0.0645
54658786,2,2,15.50,0.0645
37709773,2,2,15.50,0.0645
94489517,2,3,15.50,0.0645
100121842,2,12,15.50,0.0645
68299137,2,5,15.50,0.0645
69631141,2,5,15.50,0.0645
56646633,2,6,15.50,0.0645
87153634,2,2,15.50,0.0645
86817915,2,3,15.50,0.0645
89644945,2,9,15.50,0.0645
73197087,2,2,15.50,0.0645
74694804,2,11,15.50,0.0645
23482875,2,2,15.50,0.0645
76722375,2,2,15.50,0.0645
4110672,2,2,15.50,0.0645
109331295,2,2,15.50,0.0645
22060610,2,2,15.50,0.0645
123869915,2,2,15.50,0.0645
47753824,2,6,15.50,0.0645
106547164,2,5,15.50,0.0645
121797288,2,3,15.50,0.0645
138442756,2,5,15.50,0.0645
69303906,2,7,15.50,0.0645
22310799,2,2,15.50,0.0645
21185597,2,2,15.50,0.0645
71369964,2,4,15.50,0.0645
132039263,2,4,15.50,0.0645
113659431,2,2,15.50,0.0645
4729352,2,3,15.50,0.0645
42503802,2,3,15.50,0.0645
71908437,2,5,15.50,0.0645
88405349,2,2,15.50,0.0645
38997101,2,3,15.50,0.0645
3089923,2,2,15.50,0.0645
85724451,2,4,15.50,0.0645
41566029,2,2,15.50,0.0645
33245877,2,4,15.50,0.0645
28743854,2,2,15.50,0.0645
36886776,2,13,15.50,0.0645
48462900,2,6,15.50,0.0645
49823478,2,14,15.50,0.0645
4374427,2,5,15.50,0.0645
131962004,2,3,15.50,0.0645
102404735,2,3,15.50,0.0645
111181181,2,2,15.50,0.0645
17384431,2,2,15.50,0.0645
25518563,2,2,15.50,0.0645
8388321,2,9,15.50,0.0645
98261528,2,2,15.50,0.0645
97089469,2,7,15.50,0.0645
7915670,2,3,15.50,0.0645
27596072,2,2,15.50,0.0645
122850858,2,6,15.50,0.0645
122895588,2,3,15.50,0.0645
49660995,2,2,15.50,0.0645
59984080,2,3,15.50,0.0645
132155086,2,2,15.50,0.0645
75404041,2,2,15.50,0.0645
81647004,2,2,15.50,0.0645
9868602,2,3,15.50,0.0645
40070893,2,5,15.50,0.0645
17007569,2,2,15.50,0.0645
104468262,2,5,15.50,0.0645
58992390,2,2,15.50,0.0645
116888859,2,4,15.50,0.0645
80490154,2,2,15.50,0.0645
54053723,2,7,15.50,0.0645
66079671,2,5,15.50,0.0645
95647655,2,2,15.50,0.0645
105870926,2,4,15.50,0.0645
109390378,2,2,15.50,0.0645
102825414,2,5,15.50,0.0645
37638767,2,2,15.50,0.0645
38016396,2,4,15.50,0.0645
131424381,2,3,15.50,0.0645
64798736,2,5,15.50,0.0645
21114469,2,3,15.50,0.0645
100915219,2,2,15.50,0.0645
115003511,2,2,15.50,0.0645
118693328,2,2,15.50,0.0645
129928146,2,2,15.50,0.0645
13656280,2,7,15.50,0.0645
134166701,2,3,15.50,0.0645
114233479,2,11,15.50,0.0645
82435724,2,7,15.50,0.0645
130461158,2,2,15.50,0.0645
137007501,2,2,15.50,0.0645
137663887,2,4,15.50,0.0645
4644312,2,2,15.50,0.0645
107824319,2,9,15.50,0.0645
34731828,2,2,15.50,0.0645
44057668,2,4,15.50,0.0645
120392116,2,2,15.50,0.0645
55441310,2,2,15.50,0.0645
101260672,3,3,10.33,0.0968
116678892,3,5,10.33,0.0968
132252054,3,3,10.33,0.0968
114147715,3,4,10.33,0.0968
108331566,3,3,10.33,0.0968
134352095,3,15,10.33,0.0968
13444072,3,9,10.33,0.0968
27428904,3,5,10.33,0.0968
12931864,3,5,10.33,0.0968
2839379,3,4,10.33,0.0968
31997910,3,5,10.33,0.0968
3914310,3,4,10.33,0.0968
36404374,3,6,10.33,0.0968
18375113,3,5,10.33,0.0968
3350428,3,8,10.33,0.0968
40456641,3,9,10.33,0.0968
52411237,3,4,10.33,0.0968
52431232,3,5,10.33,0.0968
104792616,3,8,10.33,0.0968
61247967,3,4,10.33,0.0968
61440941,3,4,10.33,0.0968
11035036,3,4,10.33,0.0968
104411157,3,3,10.33,0.0968
8973625,3,6,10.33,0.0968
91256329,3,5,10.33,0.0968
110666558,3,7,10.33,0.0968
111714241,3,4,10.33,0.0968
131766510,3,4,10.33,0.0968
90984412,3,3,10.33,0.0968
1112140,3,3,10.33,0.0968
115809291,3,5,10.33,0.0968
135196347,3,3,10.33,0.0968
12731267,3,4,10.33,0.0968
13625542,3,5,10.33,0.0968
111850848,3,4,10.33,0.0968
11618257,3,5,10.33,0.0968
51053646,3,16,10.33,0.0968
33005419,3,8,10.33,0.0968
132564529,3,4,10.33,0.0968
124882030,3,3,10.33,0.0968
20774699,3,3,10.33,0.0968
58757200,3,5,10.33,0.0968
138551234,3,5,10.33,0.0968
55721608,3,3,10.33,0.0968
139904361,3,7,10.33,0.0968
16906970,3,6,10.33,0.0968
72512616,3,6,10.33,0.0968
25406015,3,3,10.33,0.0968
9087115,3,3,10.33,0.0968
98104964,3,5,10.33,0.0968
78898649,3,7,10.33,0.0968
85438708,3,6,10.33,0.0968
134319759,3,17,10.33,0.0968
95720451,3,6,10.33,0.0968
96631076,3,3,10.33,0.0968
131021395,3,10,10.33,0.0968
4716732,3,5,10.33,0.0968
48059114,3,7,10.33,0.0968
60944296,3,4,10.33,0.0968
32303347,3,5,10.33,0.0968
104815377,3,3,10.33,0.0968
111768420,3,4,10.33,0.0968
33685148,3,3,10.33,0.0968
74224190,3,3,10.33,0.0968
79990361,3,4,10.33,0.0968
116746068,3,3,10.33,0.0968
119191477,3,4,10.33,0.0968
133664832,3,4,10.33,0.0968
43522898,3,11,10.33,0.0968
92984080,3,9,10.33,0.0968
103377341,3,4,10.33,0.0968
12070973,3,3,10.33,0.0968
23770338,3,3,10.33,0.0968
126205267,3,6,10.33,0.0968
110601488,3,3,10.33,0.0968
67477912,3,6,10.33,0.0968
58422836,3,6,10.33,0.0968
53119472,3,6,10.33,0.0968
15158257,3,13,10.33,0.0968
132368806,3,6,10.33,0.0968
24474599,3,7,10.33,0.0968
30511762,3,12,10.33,0.0968
30463766,3,7,10.33,0.0968
39095072,3,5,10.33,0.0968
109003876,3,6,10.33,0.0968
54590569,3,25,10.33,0.0968
69410546,3,4,10.33,0.0968
88922674,3,3,10.33,0.0968
90414084,3,3,10.33,0.0968
41705089,3,4,10.33,0.0968
92843559,3,8,10.33,0.0968
76269329,3,3,10.33,0.0968
95039926,3,4,10.33,0.0968
16367992,3,7,10.33,0.0968
84167844,3,5,10.33,0.0968
106452871,3,6,10.33,0.0968
49243199,3,4,10.33,0.0968
139948662,3,7,10.33,0.0968
52316129,3,8,10.33,0.0968
8863153,3,4,10.33,0.0968
7288446,3,5,10.33,0.0968
54668253,3,14,10.33,0.0968
6478780,3,17,10.33,0.0968
121648342,3,3,10.33,0.0968
44381467,3,14,10.33,0.0968
125067299,3,3,10.33,0.0968
69384332,3,3,10.33,0.0968
76212088,3,5,10.33,0.0968
68571967,3,4,10.33,0.0968
72632718,3,5,10.33,0.0968
102690418,3,4,10.33,0.0968
102167269,3,3,10.33,0.0968
78639114,3,5,10.33,0.0968
112230173,3,6,10.33,0.0968
28332552,3,5,10.33,0.0968
106198386,3,4,10.33,0.0968
112550524,3,3,10.33,0.0968
122304524,3,10,10.33,0.0968
34294025,3,3,10.33,0.0968
25854726,3,4,10.33,0.0968
40605509,3,4,10.33,0.0968
16199254,3,15,10.33,0.0968
72591312,3,3,10.33,0.0968
46914246,3,22,10.33,0.0968
94273242,3,3,10.33,0.0968
98712364,3,3,10.33,0.0968
39017588,3,4,10.33,0.0968
120447169,3,4,10.33,0.0968
128066004,3,5,10.33,0.0968
133838164,3,9,10.33,0.0968
140774910,3,5,10.33,0.0968
80031113,3,5,10.33,0.0968
91342405,3,7,10.33,0.0968
19524440,3,9,10.33,0.0968
60756149,3,18,10.33,0.0968
69309041,3,4,10.33,0.0968
54777788,3,5,10.33,0.0968
56539722,3,9,10.33,0.0968
109891166,3,10,10.33,0.0968
119613555,3,4,10.33,0.0968
45865960,3,9,10.33,0.0968
80115072,3,5,10.33,0.0968
8354126,3,4,10.33,0.0968
84480844,3,4,10.33,0.0968
93314915,3,4,10.33,0.0968
101538639,3,28,10.33,0.0968
90262162,3,8,10.33,0.0968
99425436,3,6,10.33,0.0968
94479833,3,8,10.33,0.0968
96052795,3,5,10.33,0.0968
63702010,3,3,10.33,0.0968
98199141,3,4,10.33,0.0968
124692051,3,3,10.33,0.0968
130270245,3,18,10.33,0.0968
128941078,3,3,10.33,0.0968
131439469,3,3,10.33,0.0968
9487538,3,5,10.33,0.0968
61392570,3,3,10.33,0.0968
98952869,3,7,10.33,0.0968
103929468,3,3,10.33,0.0968
74752035,3,5,10.33,0.0968
81542604,3,5,10.33,0.0968
21447166,3,17,10.33,0.0968
28694278,3,3,10.33,0.0968
23442968,3,3,10.33,0.0968
33539471,3,3,10.33,0.0968
39932070,3,13,10.33,0.0968
25528662,3,3,10.33,0.0968
136482907,3,3,10.33,0.0968
4755159,3,4,10.33,0.0968
3919761,3,4,10.33,0.0968
94334641,3,32,10.33,0.0968
56399419,3,10,10.33,0.0968
66293783,3,3,10.33,0.0968
8692489,3,3,10.33,0.0968
122241072,3,5,10.33,0.0968
103842377,3,5,10.33,0.0968
68225403,3,4,10.33,0.0968
60457466,3,4,10.33,0.0968
117336781,3,3,10.33,0.0968
80680284,3,3,10.33,0.0968
119373765,3,3,10.33,0.0968
9268397,3,14,10.33,0.0968
48144461,3,7,10.33,0.0968
121550598,3,5,10.33,0.0968
6274948,3,7,10.33,0.0968
20329246,3,9,10.33,0.0968
137333703,3,6,10.33,0.0968
7956207,3,7,10.33,0.0968
46037072,3,3,10.33,0.0968
72834081,3,14,10.33,0.0968
56219133,3,13,10.33,0.0968
130368376,3,3,10.33,0.0968
46094459,3,3,10.33,0.0968
99117769,3,5,10.33,0.0968
56105906,3,3,10.33,0.0968
60550509,3,5,10.33,0.0968
6442389,3,4,10.33,0.0968
106383829,3,6,10.33,0.0968
127437540,3,3,10.33,0.0968
1053725,3,7,10.33,0.0968
99404305,3,3,10.33,0.0968
10068052,3,4,10.33,0.0968
69389641,3,7,10.33,0.0968
125935855,3,7,10.33,0.0968
116384466,3,5,10.33,0.0968
134165117,3,6,10.33,0.0968
29351255,3,3,10.33,0.0968
29855200,3,4,10.33,0.0968
70960824,3,12,10.33,0.0968
48470191,3,13,10.33,0.0968
39744838,3,3,10.33,0.0968
40492706,3,3,10.33,0.0968
47908754,3,6,10.33,0.0968
31943268,3,6,10.33,0.0968
35473939,3,7,10.33,0.0968
35806116,3,4,10.33,0.0968
84698728,3,7,10.33,0.0968
70284542,3,3,10.33,0.0968
62492081,3,3,10.33,0.0968
89358432,3,8,10.33,0.0968
87365875,3,6,10.33,0.0968
73416552,3,4,10.33,0.0968
115621707,3,8,10.33,0.0968
108969823,3,4,10.33,0.0968
121985878,3,4,10.33,0.0968
54707710,3,3,10.33,0.0968
91638650,3,4,10.33,0.0968
38019351,3,4,10.33,0.0968
79314283,3,7,10.33,0.0968
128865557,3,3,10.33,0.0968
23873275,3,5,10.33,0.0968
138554874,3,5,10.33,0.0968
58585610,3,3,10.33,0.0968
137031066,3,5,10.33,0.0968
22881368,3,3,10.33,0.0968
31816906,3,16,10.33,0.0968
112009033,3,8,10.33,0.0968
113248155,3,6,10.33,0.0968
21111117,3,4,10.33,0.0968
22094658,3,6,10.33,0.0968
355287,3,4,10.33,0.0968
19704074,3,5,10.33,0.0968
61485943,3,3,10.33,0.0968
20626308,3,3,10.33,0.0968
71361569,3,12,10.33,0.0968
71514585,3,12,10.33,0.0968
51436651,3,6,10.33,0.0968
38546869,3,20,10.33,0.0968
62478205,3,5,10.33,0.0968
75510785,3,5,10.33,0.0968
92976389,3,13,10.33,0.0968
44850256,3,3,10.33,0.0968
91991062,3,4,10.33,0.0968
1897583,3,4,10.33,0.0968
25535039,3,11,10.33,0.0968
97457481,3,10,10.33,0.0968
108945253,3,3,10.33,0.0968
122383497,3,9,10.33,0.0968
122834365,3,3,10.33,0.0968
11900716,3,3,10.33,0.0968
130079335,3,4,10.33,0.0968
123577855,3,3,10.33,0.0968
127668936,3,41,10.33,0.0968
337191,3,4,10.33,0.0968
127112658,3,5,10.33,0.0968
133621051,3,8,10.33,0.0968
73245647,3,3,10.33,0.0968
95989506,3,3,10.33,0.0968
86531384,3,16,10.33,0.0968
88374425,3,5,10.33,0.0968
10120410,3,8,10.33,0.0968
98224094,3,7,10.33,0.0968
119759842,3,6,10.33,0.0968
73577977,3,3,10.33,0.0968
48123195,3,5,10.33,0.0968
132653097,3,18,10.33,0.0968
33838299,3,4,10.33,0.0968
2196875,3,3,10.33,0.0968
99517258,3,6,10.33,0.0968
25841169,3,15,10.33,0.0968
43603561,3,3,10.33,0.0968
52844100,3,9,10.33,0.0968
121639491,3,14,10.33,0.0968
57773119,3,5,10.33,0.0968
16710912,3,9,10.33,0.0968
18519220,3,28,10.33,0.0968
21883663,3,3,10.33,0.0968
42063682,3,3,10.33,0.0968
97701698,3,5,10.33,0.0968
93050081,3,6,10.33,0.0968
126551956,3,7,10.33,0.0968
128002749,3,4,10.33,0.0968
111527414,3,3,10.33,0.0968
15484510,3,5,10.33,0.0968
58423360,3,5,10.33,0.0968
114354173,3,4,10.33,0.0968
115678613,3,6,10.33,0.0968
91632938,3,7,10.33,0.0968
114596559,3,6,10.33,0.0968
22178598,3,3,10.33,0.0968
26801916,3,4,10.33,0.0968
39079609,3,11,10.33,0.0968
28665006,3,4,10.33,0.0968
30080377,3,8,10.33,0.0968
133002039,3,8,10.33,0.0968
140397235,3,3,10.33,0.0968
48480943,3,3,10.33,0.0968
511319,3,6,10.33,0.0968
115876596,3,4,10.33,0.0968
128140192,3,4,10.33,0.0968
50010860,3,6,10.33,0.0968
76627657,3,3,10.33,0.0968
23095086,3,3,10.33,0.0968
20942421,3,3,10.33,0.0968
91829241,3,12,10.33,0.0968
104394218,3,5,10.33,0.0968
63330474,3,6,10.33,0.0968
6598755,3,3,10.33,0.0968
103331903,3,9,10.33,0.0968
126611664,3,7,10.33,0.0968
73884777,3,4,10.33,0.0968
57074474,3,4,10.33,0.0968
104790588,3,6,10.33,0.0968
49683822,3,16,10.33,0.0968
53002589,3,6,10.33,0.0968
55588418,3,8,10.33,0.0968
100011562,3,3,10.33,0.0968
10004287,3,14,10.33,0.0968
106108402,3,5,10.33,0.0968
6847334,3,3,10.33,0.0968
117954942,3,11,10.33,0.0968
98106690,3,3,10.33,0.0968
91235467,3,5,10.33,0.0968
45581890,3,6,10.33,0.0968
47011604,3,3,10.33,0.0968
126157375,3,4,10.33,0.0968
108789051,3,25,10.33,0.0968
35619826,3,3,10.33,0.0968
123542262,3,12,10.33,0.0968
123892536,3,6,10.33,0.0968
51602649,3,11,10.33,0.0968
126323626,3,6,10.33,0.0968
134294014,3,5,10.33,0.0968
87509181,3,3,10.33,0.0968
27863196,3,6,10.33,0.0968
17061090,3,8,10.33,0.0968
80291753,3,3,10.33,0.0968
132540273,3,4,10.33,0.0968
76955385,3,5,10.33,0.0968
47428428,3,10,10.33,0.0968
134793545,3,6,10.33,0.0968
47899491,3,6,10.33,0.0968
62107563,3,4,10.33,0.0968
66141533,3,7,10.33,0.0968
50343267,3,16,10.33,0.0968
126327630,3,7,10.33,0.0968
84441355,3,8,10.33,0.0968
128081640,3,10,10.33,0.0968
40304574,3,3,10.33,0.0968
64309062,3,3,10.33,0.0968
30079563,3,4,10.33,0.0968
51402536,3,6,10.33,0.0968
46486820,3,11,10.33,0.0968
7196391,3,10,10.33,0.0968
73125482,3,5,10.33,0.0968
14235689,3,4,10.33,0.0968
57432644,3,5,10.33,0.0968
112843988,3,3,10.33,0.0968
84121281,3,3,10.33,0.0968
92600747,3,9,10.33,0.0968
94287521,3,13,10.33,0.0968
75301293,3,13,10.33,0.0968
19900342,3,6,10.33,0.0968
130068403,3,4,10.33,0.0968
117970569,3,4,10.33,0.0968
124849024,3,3,10.33,0.0968
56167258,3,5,10.33,0.0968
25665414,3,3,10.33,0.0968
90707560,3,4,10.33,0.0968
28587433,3,4,10.33,0.0968
69819243,3,7,10.33,0.0968
94827522,3,7,10.33,0.0968
89953122,3,3,10.33,0.0968
43472060,3,11,10.33,0.0968
74242982,3,4,10.33,0.0968
124563826,3,6,10.33,0.0968
92663754,3,4,10.33,0.0968
91201929,3,4,10.33,0.0968
88055926,3,5,10.33,0.0968
66831202,3,6,10.33,0.0968
100628422,3,3,10.33,0.0968
43264060,3,5,10.33,0.0968
77134757,3,6,10.33,0.0968
83738555,3,10,10.33,0.0968
111486485,3,5,10.33,0.0968
114390324,3,10,10.33,0.0968
61513100,3,3,10.33,0.0968
66801315,3,4,10.33,0.0968
86340424,3,3,10.33,0.0968
68614999,3,7,10.33,0.0968
132729970,3,5,10.33,0.0968
110873850,3,11,10.33,0.0968
105556357,3,4,10.33,0.0968
22139217,3,3,10.33,0.0968
29173819,3,3,10.33,0.0968
122127516,3,5,10.33,0.0968
122458300,3,7,10.33,0.0968
124633651,3,3,10.33,0.0968
132812306,3,6,10.33,0.0968
15516289,3,4,10.33,0.0968
2256395,3,6,10.33,0.0968
23316310,3,4,10.33,0.0968
18242239,3,8,10.33,0.0968
108583520,3,5,10.33,0.0968
5626464,3,6,10.33,0.0968
115374248,3,4,10.33,0.0968
16711679,3,7,10.33,0.0968
95301715,3,3,10.33,0.0968
22005280,3,3,10.33,0.0968
86435238,3,4,10.33,0.0968
58157288,3,5,10.33,0.0968
93289334,3,4,10.33,0.0968
97839610,3,4,10.33,0.0968
125944918,3,3,10.33,0.0968
75927204,3,4,10.33,0.0968
91057103,3,13,10.33,0.0968
110893699,3,6,10.33,0.0968
92018191,3,3,10.33,0.0968
92096438,3,7,10.33,0.0968
138061024,3,7,10.33,0.0968
139885879,3,9,10.33,0.0968
107997857,3,6,10.33,0.0968
22882656,3,4,10.33,0.0968
131153046,3,4,10.33,0.0968
33687452,3,4,10.33,0.0968
67166709,3,5,10.33,0.0968
138337202,3,8,10.33,0.0968
29459216,3,3,10.33,0.0968
38387226,3,3,10.33,0.0968
127385366,3,3,10.33,0.0968
46375902,3,3,10.33,0.0968
13161427,3,9,10.33,0.0968
6015031,3,3,10.33,0.0968
67185042,3,7,10.33,0.0968
18981808,3,21,10.33,0.0968
23276219,3,3,10.33,0.0968
24262504,3,7,10.33,0.0968
50672934,3,3,10.33,0.0968
31850208,3,13,10.33,0.0968
42024448,3,3,10.33,0.0968
4688795,3,3,10.33,0.0968
90853436,3,27,10.33,0.0968
66876679,3,3,10.33,0.0968
82209738,3,7,10.33,0.0968
119318284,3,4,10.33,0.0968
98890086,3,3,10.33,0.0968
51204443,3,4,10.33,0.0968
95518676,3,3,10.33,0.0968
37184570,3,5,10.33,0.0968
132223788,3,4,10.33,0.0968
92954093,3,6,10.33,0.0968
114926003,3,20,10.33,0.0968
117260033,3,4,10.33,0.0968
68429891,3,4,10.33,0.0968
71452131,3,5,10.33,0.0968
38597498,3,3,10.33,0.0968
133528960,3,3,10.33,0.0968
119661272,3,4,10.33,0.0968
130765659,3,4,10.33,0.0968
36142170,3,3,10.33,0.0968
1022919,3,5,10.33,0.0968
124093640,3,3,10.33,0.0968
116554148,3,4,10.33,0.0968
38915660,3,4,10.33,0.0968
11904220,3,5,10.33,0.0968
125186578,3,4,10.33,0.0968
3192805,3,6,10.33,0.0968
35112986,3,3,10.33,0.0968
59241675,3,5,10.33,0.0968
985207,3,4,10.33,0.0968
25414648,3,3,10.33,0.0968
51411267,3,10,10.33,0.0968
55440618,3,5,10.33,0.0968
35324602,3,12,10.33,0.0968
17341591,3,10,10.33,0.0968
107413843,3,12,10.33,0.0968
56376570,3,5,10.33,0.0968
26529364,3,6,10.33,0.0968
89004886,3,5,10.33,0.0968
102050588,3,7,10.33,0.0968
34565215,3,24,10.33,0.0968
134217738,3,4,10.33,0.0968
121814113,3,15,10.33,0.0968
64675604,3,12,10.33,0.0968
27758941,3,8,10.33,0.0968
27811537,3,6,10.33,0.0968
134959857,3,3,10.33,0.0968
48908899,3,14,10.33,0.0968
43796808,3,6,10.33,0.0968
5698511,3,7,10.33,0.0968
130000301,3,4,10.33,0.0968
74970676,3,6,10.33,0.0968
18783765,3,4,10.33,0.0968
77119953,3,4,10.33,0.0968
7761295,3,13,10.33,0.0968
83543222,3,3,10.33,0.0968
86901628,3,4,10.33,0.0968
28699943,3,7,10.33,0.0968
98922726,3,6,10.33,0.0968
45796530,3,6,10.33,0.0968
102814676,3,3,10.33,0.0968
60386008,3,5,10.33,0.0968
9797520,3,4,10.33,0.0968
25688135,3,6,10.33,0.0968
45074656,3,3,10.33,0.0968
65810725,3,5,10.33,0.0968
59746563,3,5,10.33,0.0968
81874936,3,3,10.33,0.0968
61664752,3,10,10.33,0.0968
31433604,3,6,10.33,0.0968
65373436,3,5,10.33,0.0968
2683726,3,5,10.33,0.0968
103254376,3,6,10.33,0.0968
34553782,3,4,10.33,0.0968
20078969,3,4,10.33,0.0968
29388134,3,4,10.33,0.0968
91552951,3,5,10.33,0.0968
104611414,3,6,10.33,0.0968
86736998,3,4,10.33,0.0968
58444103,3,5,10.33,0.0968
111073682,3,3,10.33,0.0968
66819472,3,4,10.33,0.0968
118155586,3,7,10.33,0.0968
88614983,3,6,10.33,0.0968
81196267,3,4,10.33,0.0968
34251089,3,3,10.33,0.0968
99027668,3,3,10.33,0.0968
141700273,3,6,10.33,0.0968
92628131,3,4,10.33,0.0968
123588093,3,3,10.33,0.0968
61561686,3,7,10.33,0.0968
33403236,3,3,10.33,0.0968
4561993,3,4,10.33,0.0968
108317810,3,7,10.33,0.0968
95069106,3,3,10.33,0.0968
62324857,3,4,10.33,0.0968
137435556,3,3,10.33,0.0968
137110644,3,4,10.33,0.0968
77432011,3,10,10.33,0.0968
142337230,3,4,10.33,0.0968
80548885,3,7,10.33,0.0968
118077093,3,3,10.33,0.0968
23359188,3,3,10.33,0.0968
83539694,3,4,10.33,0.0968
34769733,3,4,10.33,0.0968
132233475,3,3,10.33,0.0968
61657695,3,10,10.33,0.0968
75057559,3,4,10.33,0.0968
87326986,3,5,10.33,0.0968
38855741,3,4,10.33,0.0968
31435351,3,8,10.33,0.0968
100917601,3,7,10.33,0.0968
93444311,3,5,10.33,0.0968
4790160,3,12,10.33,0.0968
129235379,3,6,10.33,0.0968
139750127,3,3,10.33,0.0968
94126018,3,3,10.33,0.0968
14869973,3,6,10.33,0.0968
117961527,3,5,10.33,0.0968
56096607,3,3,10.33,0.0968
112128042,3,4,10.33,0.0968
124506934,3,6,10.33,0.0968
64326708,3,5,10.33,0.0968
76608645,3,3,10.33,0.0968
85063972,3,6,10.33,0.0968
86012881,3,4,10.33,0.0968
103421620,3,6,10.33,0.0968
107604892,3,5,10.33,0.0968
2745737,3,15,10.33,0.0968
2870275,3,5,10.33,0.0968
18396338,3,16,10.33,0.0968
107452984,3,8,10.33,0.0968
12163667,3,3,10.33,0.0968
126862652,3,5,10.33,0.0968
87234675,3,8,10.33,0.0968
45069561,3,3,10.33,0.0968
5740730,3,7,10.33,0.0968
85646603,3,3,10.33,0.0968
69599332,3,7,10.33,0.0968
128230647,3,4,10.33,0.0968
23687099,3,3,10.33,0.0968
132203647,3,6,10.33,0.0968
32185277,3,8,10.33,0.0968
62173755,3,6,10.33,0.0968
102157365,3,5,10.33,0.0968
128268006,3,10,10.33,0.0968
120668928,3,20,10.33,0.0968
73422588,3,3,10.33,0.0968
125908359,3,3,10.33,0.0968
133876177,3,6,10.33,0.0968
130625319,3,6,10.33,0.0968
140972534,3,5,10.33,0.0968
108378461,3,4,10.33,0.0968
25474939,3,3,10.33,0.0968
115520739,3,5,10.33,0.0968
31888245,3,3,10.33,0.0968
2686606,3,11,10.33,0.0968
129984624,3,3,10.33,0.0968
87902771,3,3,10.33,0.0968
43858783,3,4,10.33,0.0968
53245132,3,3,10.33,0.0968
33251710,3,3,10.33,0.0968
72184942,3,8,10.33,0.0968
107174628,3,3,10.33,0.0968
75167088,3,4,10.33,0.0968
55060722,3,3,10.33,0.0968
11183599,3,4,10.33,0.0968
59736074,3,4,10.33,0.0968
88246742,3,4,10.33,0.0968
91730194,3,12,10.33,0.0968
110370435,3,5,10.33,0.0968
140671079,3,5,10.33,0.0968
129157768,3,10,10.33,0.0968
1421162,3,4,10.33,0.0968
34127078,3,3,10.33,0.0968
36936257,3,5,10.33,0.0968
9996155,3,6,10.33,0.0968
122129011,3,4,10.33,0.0968
107453308,3,4,10.33,0.0968
26071320,3,5,10.33,0.0968
24847553,3,6,10.33,0.0968
38357931,3,16,10.33,0.0968
72335968,3,4,10.33,0.0968
17779392,3,3,10.33,0.0968
23740258,3,7,10.33,0.0968
59076519,3,6,10.33,0.0968
59648886,3,5,10.33,0.0968
81281336,3,3,10.33,0.0968
92973030,3,6,10.33,0.0968
69152695,3,15,10.33,0.0968
71258991,3,8,10.33,0.0968
58391417,3,7,10.33,0.0968
77032998,3,18,10.33,0.0968
96789058,3,5,10.33,0.0968
51223653,3,3,10.33,0.0968
51455170,3,3,10.33,0.0968
52588100,3,3,10.33,0.0968
70118357,3,3,10.33,0.0968
12283105,3,3,10.33,0.0968
71446393,3,11,10.33,0.0968
80703687,3,9,10.33,0.0968
12571684,3,3,10.33,0.0968
106145444,3,12,10.33,0.0968
108995680,3,7,10.33,0.0968
111509835,3,3,10.33,0.0968
127020156,3,5,10.33,0.0968
120148968,3,14,10.33,0.0968
14017917,3,6,10.33,0.0968
91123846,3,4,10.33,0.0968
19984096,3,9,10.33,0.0968
14664626,3,9,10.33,0.0968
74080846,3,3,10.33,0.0968
3577313,3,6,10.33,0.0968
5307517,3,3,10.33,0.0968
49176199,3,6,10.33,0.0968
132737494,3,13,10.33,0.0968
49847741,3,3,10.33,0.0968
54279484,3,4,10.33,0.0968
36519979,3,5,10.33,0.0968
57233563,3,3,10.33,0.0968
28967361,3,6,10.33,0.0968
7223825,3,5,10.33,0.0968
72375246,3,7,10.33,0.0968
35758348,3,4,10.33,0.0968
103274179,3,23,10.33,0.0968
45598577,3,13,10.33,0.0968
104155,3,4,10.33,0.0968
46978329,3,5,10.33,0.0968
39780652,3,3,10.33,0.0968
131281998,3,5,10.33,0.0968
75394275,3,4,10.33,0.0968
53470960,3,4,10.33,0.0968
22305188,3,9,10.33,0.0968
87799778,3,4,10.33,0.0968
89538622,3,5,10.33,0.0968
96135412,3,6,10.33,0.0968
