user_id,pre_buy_behavior_count,purchase_count,pre_buy_behavior_per_purchase
83687317,1426,8,178.2500
74552997,2314,13,178.0000
23167916,356,2,178.0000
43991184,178,1,178.0000
48890303,356,2,178.0000
137536017,534,3,178.0000
133680584,4625,26,177.8846
115338197,1423,8,177.8750
23827809,533,3,177.6667
30031297,533,3,177.6667
18245913,355,2,177.5000
27502638,355,2,177.5000
96504901,2483,14,177.3571
6071666,709,4,177.2500
59781040,886,5,177.2000
134438519,2126,12,177.1667
23668132,177,1,177.0000
71678956,708,4,177.0000
119652192,4600,26,176.9231
30740491,2300,13,176.9231
2686606,1945,11,176.8182
94047716,707,4,176.7500
127385366,530,3,176.6667
120609448,883,5,176.6000
22878009,1059,6,176.5000
102897084,706,4,176.5000
57097264,2647,15,176.4667
112676402,176,1,176.0000
3714513,1056,6,176.0000
5680285,352,2,176.0000
30550099,176,1,176.0000
19277570,4223,24,175.9583
117970006,1583,9,175.8889
66274733,2814,16,175.8750
77965060,2462,14,175.8571
98392652,1934,11,175.8182
7470488,879,5,175.8000
87901815,527,3,175.6667
85822276,8253,47,175.5957
126205303,2984,17,175.5294
28533948,351,2,175.5000
48445034,3683,21,175.3810
97335118,526,3,175.3333
43472060,1928,11,175.2727
91351115,2979,17,175.2353
27906720,1051,6,175.1667
5358079,1926,11,175.0909
70730514,1926,11,175.0909
56708793,4202,24,175.0833
130567891,3326,19,175.0526
60155217,175,1,175.0000
64643879,350,2,175.0000
82247926,350,2,175.0000
97733928,700,4,175.0000
101970196,175,1,175.0000
104321764,350,2,175.0000
109928088,6650,38,175.0000
55530513,1049,6,174.8333
91214457,1223,7,174.7143
114633181,1572,9,174.6667
2683726,873,5,174.6000
51204443,698,4,174.5000
137725903,349,2,174.5000
19858379,1221,7,174.4286
22158762,1743,10,174.3000
142120051,9057,52,174.1731
33463484,7139,41,174.1220
105190158,2261,13,173.9231
109859583,2086,12,173.8333
11561834,869,5,173.8000
80378029,3822,22,173.7273
89249164,3995,23,173.6957
100817523,1563,9,173.6667
126323626,1042,6,173.6667
134424507,2084,12,173.6667
117544930,3299,19,173.6316
30839253,4167,24,173.6250
43796808,1041,6,173.5000
74970676,1041,6,173.5000
76558003,520,3,173.3333
122889226,520,3,173.3333
5466222,866,5,173.2000
80031113,866,5,173.2000
136616127,5021,29,173.1379
12139270,173,1,173.0000
33770972,1730,10,173.0000
102303177,1210,7,172.8571
39789593,1036,6,172.6667
131997583,518,3,172.6667
38138471,863,5,172.6000
30838173,4142,24,172.5833
71361569,2071,12,172.5833
72875200,345,2,172.5000
21226209,345,2,172.5000
47551029,5519,32,172.4688
136652360,1897,11,172.4545
52610714,2069,12,172.4167
8801409,2241,13,172.3846
73574022,2068,12,172.3333
92318081,861,5,172.2000
76055683,516,3,172.0000
19902731,172,1,172.0000
131826831,344,2,172.0000
118310551,859,5,171.8000
48908899,2404,14,171.7143
23446150,3090,18,171.6667
74920230,515,3,171.6667
54003632,2574,15,171.6000
96789054,3088,18,171.5556
57672659,686,4,171.5000
73864921,686,4,171.5000
85008352,2058,12,171.5000
105875466,1029,6,171.5000
37638767,343,2,171.5000
48304965,343,2,171.5000
142138619,685,4,171.2500
70889190,4109,24,171.2083
119681430,5991,35,171.1714
89962630,3934,23,171.0435
96962284,171,1,171.0000
43953561,171,1,171.0000
8886191,6496,38,170.9474
118986002,2051,12,170.9167
51940848,3760,22,170.9091
2183798,1025,6,170.8333
16676403,7686,45,170.8000
124992372,6316,37,170.7027
20307844,512,3,170.6667
28116055,2048,12,170.6667
105919960,2901,17,170.6471
106175697,1194,7,170.5714
118309715,341,2,170.5000
128140192,682,4,170.5000
72214388,852,5,170.4000
7766678,1192,7,170.2857
103633934,4085,24,170.2083
90078744,1872,11,170.1818
57787294,1191,7,170.1429
74436775,340,2,170.0000
99430158,340,2,170.0000
103038630,850,5,170.0000
119318284,680,4,170.0000
18375692,170,1,170.0000
20257132,170,1,170.0000
104016986,849,5,169.8000
112128042,679,4,169.7500
17816597,2884,17,169.6471
116101597,5089,30,169.6333
4286657,1187,7,169.5714
142450275,6779,40,169.4750
51426415,1525,9,169.4444
59564210,2711,16,169.4375
82295636,2202,13,169.3846
117336781,508,3,169.3333
91090440,1185,7,169.2857
127142437,677,4,169.2500
67166709,846,5,169.2000
92243806,2538,15,169.2000
127025814,1691,10,169.1000
108287275,1014,6,169.0000
28204652,338,2,169.0000
30170700,169,1,169.0000
108087298,1858,11,168.9091
123848007,7429,44,168.8409
90689083,2194,13,168.7692
93998185,506,3,168.6667
137996912,1349,8,168.6250
112329101,337,2,168.5000
141439882,337,2,168.5000
32738038,2696,16,168.5000
137031066,841,5,168.2000
49396813,1681,10,168.1000
53910293,336,2,168.0000
59767111,168,1,168.0000
117970569,672,4,168.0000
82384961,2687,16,167.9375
43729347,1343,8,167.8750
59462013,1007,6,167.8333
133152667,4698,28,167.7857
1704058,671,4,167.7500
80673818,1509,9,167.6667
37737164,335,2,167.5000
20668159,1004,6,167.3333
51341836,5521,33,167.3030
120329032,4851,29,167.2759
91557809,1337,8,167.1250
48885147,2673,16,167.0625
67268928,6181,37,167.0541
83543222,501,3,167.0000
95055106,501,3,167.0000
98712364,501,3,167.0000
13915850,167,1,167.0000
133866163,668,4,167.0000
49452583,2170,13,166.9231
55252215,2000,12,166.6667
91552951,833,5,166.6000
41268198,3330,20,166.5000
33517755,832,5,166.4000
14506759,2662,16,166.3750
91836183,1496,9,166.2222
87326986,831,5,166.2000
30578112,1495,9,166.1111
17886992,332,2,166.0000
142168798,2488,15,165.8667
34346607,829,5,165.8000
94044468,1326,8,165.7500
99346682,6463,39,165.7179
14759968,2817,17,165.7059
41798966,3314,20,165.7000
122948572,994,6,165.6667
59174013,828,5,165.6000
44711100,1490,9,165.5556
32686647,662,4,165.5000
11162300,1820,11,165.4545
60366651,3309,20,165.4500
82209738,1158,7,165.4286
131275408,4630,28,165.3571
11208268,496,3,165.3333
17152310,1157,7,165.2857
41211181,1321,8,165.1250
68784632,165,1,165.0000
79237680,165,1,165.0000
93021294,659,4,164.7500
20472131,2635,16,164.6875
17458663,1482,9,164.6667
54172442,1482,9,164.6667
80458696,2964,18,164.6667
25455279,2137,13,164.3846
19900342,986,6,164.3333
31456426,986,6,164.3333
48809451,1972,12,164.3333
74148418,657,4,164.2500
74242982,657,4,164.2500
45796530,985,6,164.1667
66232679,3445,21,164.0476
138891580,3445,21,164.0476
6443596,2624,16,164.0000
93842000,4261,26,163.8846
16807373,5079,31,163.8387
45943442,1802,11,163.8182
138977388,5406,33,163.8182
99393465,3600,22,163.6364
80490154,327,2,163.5000
100462790,327,2,163.5000
46877762,327,2,163.5000
115374204,2779,17,163.4706
112470845,2615,16,163.4375
34578527,2777,17,163.3529
36751669,1470,9,163.3333
53396017,490,3,163.3333
55055762,2613,16,163.3125
127377977,1143,7,163.2857
80216957,653,4,163.2500
52842050,2122,13,163.2308
64675604,1958,12,163.1667
13869219,2609,16,163.0625
13817021,163,1,163.0000
49784280,163,1,163.0000
50430840,326,2,163.0000
107416583,978,6,163.0000
76599103,2281,14,162.9286
80552424,1465,9,162.7778
17264043,488,3,162.6667
39619583,976,6,162.6667
122742392,1626,10,162.6000
55265236,2761,17,162.4118
60351038,812,5,162.4000
67229067,812,5,162.4000
110423160,974,6,162.3333
104139699,3733,23,162.3043
14621752,1136,7,162.2857
43631068,2270,14,162.1429
74534491,2756,17,162.1176
41320562,1621,10,162.1000
20686051,1458,9,162.0000
120371298,486,3,162.0000
75722191,972,6,162.0000
72813283,1295,8,161.8750
124382480,647,4,161.7500
97729365,808,5,161.6000
9171135,807,5,161.4000
1112140,484,3,161.3333
90033831,1774,11,161.2727
20347929,1451,9,161.2222
91081942,2416,15,161.0667
53568053,3060,19,161.0526
43056888,161,1,161.0000
73455580,3700,23,160.8696
72607632,643,4,160.7500
89210176,643,4,160.7500
20849275,6268,39,160.7179
76879190,2410,15,160.6667
4060646,963,6,160.5000
36172877,642,4,160.5000
55556537,642,4,160.5000
134225812,963,6,160.5000
127619887,6097,38,160.4474
136547699,1925,12,160.4167
28694278,481,3,160.3333
32474658,1122,7,160.2857
142244794,2404,15,160.2667
139104982,4646,29,160.2069
13861417,1601,10,160.1000
2272401,160,1,160.0000
2870275,800,5,160.0000
56830095,4159,26,159.9615
62764948,3679,23,159.9565
94917798,2879,18,159.9444
26142484,1119,7,159.8571
120377968,1917,12,159.7500
120433755,3192,20,159.6000
4102557,2713,17,159.5882
69626316,2552,16,159.5000
84638310,957,6,159.5000
55721608,478,3,159.3333
69334364,478,3,159.3333
43264060,796,5,159.2000
47293396,4454,28,159.0714
37456519,1113,7,159.0000
75971112,159,1,159.0000
81654342,954,6,159.0000
86985041,159,1,159.0000
95057565,318,2,159.0000
121395815,159,1,159.0000
113135549,953,6,158.8333
5942869,1426,9,158.4444
14712626,1109,7,158.4286
90984412,475,3,158.3333
111232777,633,4,158.2500
20773583,1423,9,158.1111
41286340,2529,16,158.0625
77294719,158,1,158.0000
20509405,1421,9,157.8889
111486485,789,5,157.8000
46793743,1104,7,157.7143
43300693,2995,19,157.6316
65519398,2995,19,157.6316
87018990,1103,7,157.5714
44738368,1418,9,157.5556
111612020,315,2,157.5000
99018543,2519,16,157.4375
80563035,787,5,157.4000
56096607,472,3,157.3333
124052343,1258,8,157.2500
46485348,786,5,157.2000
5189513,1727,11,157.0000
22305188,1413,9,157.0000
116202034,157,1,157.0000
121704401,157,1,157.0000
97357434,1881,12,156.7500
46010057,627,4,156.7500
82414453,1723,11,156.6364
57773119,783,5,156.6000
21400875,1566,10,156.6000
130806899,3757,24,156.5417
120447169,626,4,156.5000
137563818,313,2,156.5000
25756303,939,6,156.5000
103802946,1251,8,156.3750
93479181,5627,36,156.3056
138008005,1563,10,156.3000
11683492,3280,21,156.1905
128878698,4841,31,156.1613
7397337,3433,22,156.0455
55619772,312,2,156.0000
60296951,2184,14,156.0000
66688297,2028,13,156.0000
11412443,4364,28,155.8571
37405144,1091,7,155.8571
108995680,1090,7,155.7143
867381,5757,37,155.5946
89327430,2178,14,155.5714
131538712,5599,36,155.5278
131040203,1555,10,155.5000
69447934,933,6,155.5000
28373415,4664,30,155.4667
7202772,1399,9,155.4444
104587852,1399,9,155.4444
84465830,1088,7,155.4286
96187787,1243,8,155.3750
71142425,2796,18,155.3333
11975256,466,3,155.3333
131790847,2638,17,155.1765
105591402,1086,7,155.1429
127429787,1550,10,155.0000
130594670,1240,8,155.0000
132368806,930,6,155.0000
140372438,155,1,155.0000
6442389,620,4,155.0000
33424560,2945,19,155.0000
128675125,1549,10,154.9000
99117769,774,5,154.8000
134042583,464,3,154.6667
21386838,2320,15,154.6667
39602501,773,5,154.6000
138003090,618,4,154.5000
128039265,926,6,154.3333
119084219,1542,10,154.2000
77522552,2775,18,154.1667
135539714,1079,7,154.1429
73632654,1541,10,154.1000
118056913,3852,25,154.0800
71054049,308,2,154.0000
25368165,924,6,154.0000
38173093,154,1,154.0000
135537004,2460,16,153.7500
31732015,5227,34,153.7353
109258006,4300,28,153.5714
116772653,2610,17,153.5294
117863267,1535,10,153.5000
111595300,3376,22,153.4545
28235067,3069,20,153.4500
56558948,2455,16,153.4375
39454183,2761,18,153.3889
33298619,1994,13,153.3846
46375902,460,3,153.3333
105485068,2453,16,153.3125
94329829,3985,26,153.2692
52534043,3371,22,153.2273
16851866,766,5,153.2000
81595167,1072,7,153.1429
125482009,2603,17,153.1176
11682531,3825,25,153.0000
36713639,153,1,153.0000
52394552,765,5,153.0000
101910216,917,6,152.8333
69953834,3515,23,152.8261
140671079,764,5,152.8000
3695398,1986,13,152.7692
45051306,611,4,152.7500
122136651,1374,9,152.6667
22751272,1984,13,152.6154
80481913,3051,20,152.5500
59915320,2288,15,152.5333
64349342,305,2,152.5000
99327806,305,2,152.5000
41449959,610,4,152.5000
128177124,305,2,152.5000
11805206,1372,9,152.4444
135124427,1067,7,152.4286
137345401,1524,10,152.4000
133528960,457,3,152.3333
105788199,1371,9,152.3333
104849552,1218,8,152.2500
108969823,609,4,152.2500
97175671,3955,26,152.1154
78044909,2889,19,152.0526
57921246,152,1,152.0000
65400270,304,2,152.0000
70441355,1064,7,152.0000
115754404,152,1,152.0000
133838164,1368,9,152.0000
138862609,152,1,152.0000
22005280,456,3,152.0000
35074988,456,3,152.0000
82259162,6834,45,151.8667
30869439,911,6,151.8333
62889051,1366,9,151.7778
140483725,1973,13,151.7692
116421782,1062,7,151.7143
75819271,2124,14,151.7143
77432011,1517,10,151.7000
131231135,2427,16,151.6875
72767439,455,3,151.6667
78794958,1213,8,151.6250
62478205,758,5,151.6000
43348892,758,5,151.6000
1019952,1364,9,151.5556
121185603,1364,9,151.5556
90568957,303,2,151.5000
15627219,606,4,151.5000
35849648,2121,14,151.5000
73278658,3482,23,151.3913
11818955,454,3,151.3333
31997910,756,5,151.2000
115621707,1209,8,151.1250
13161427,1360,9,151.1111
32099325,906,6,151.0000
33019836,2114,14,151.0000
124716557,302,2,151.0000
34566759,1207,8,150.8750
7175674,1055,7,150.7143
36471333,1055,7,150.7143
10630192,2863,19,150.6842
47813095,2712,18,150.6667
72016943,904,6,150.6667
42864059,903,6,150.5000
20116814,1655,11,150.4545
42089925,2407,16,150.4375
19711693,1053,7,150.4286
67840643,752,5,150.4000
74012467,1804,12,150.3333
47753824,902,6,150.3333
137314781,1202,8,150.2500
73275893,601,4,150.2500
82926163,1953,13,150.2308
13166978,1502,10,150.2000
69389641,1051,7,150.1429
56201536,150,1,150.0000
40492706,450,3,150.0000
123588093,450,3,150.0000
11431275,1798,12,149.8333
13630759,899,6,149.8333
19353465,1648,11,149.8182
18757834,1198,8,149.7500
9388372,1796,12,149.6667
87509181,449,3,149.6667
41440011,1047,7,149.5714
49243199,598,4,149.5000
135099670,299,2,149.5000
92928708,5827,39,149.4103
64152450,747,5,149.4000
88493429,747,5,149.4000
136347831,1942,13,149.3846
1769128,1643,11,149.3636
83073587,4330,29,149.3103
59622953,1045,7,149.2857
48777158,1194,8,149.2500
76292653,1940,13,149.2308
135955934,1044,7,149.1429
11551181,2237,15,149.1333
32495375,1640,11,149.0909
33503479,745,5,149.0000
131310532,447,3,149.0000
76520076,745,5,149.0000
80703687,1341,9,149.0000
97675473,149,1,149.0000
109016093,149,1,149.0000
92792849,2532,17,148.9412
8205078,3574,24,148.9167
83735095,5658,38,148.8947
85497599,1042,7,148.8571
142064691,1339,9,148.7778
55749305,1636,11,148.7273
109662797,1189,8,148.6250
30397332,1189,8,148.6250
124926433,2971,20,148.5500
14444168,2228,15,148.5333
432337,891,6,148.5000
138137472,297,2,148.5000
95989506,445,3,148.3333
9056309,890,6,148.3333
27863196,890,6,148.3333
37305183,1630,11,148.1818
7647261,296,2,148.0000
23228065,296,2,148.0000
121034306,1184,8,148.0000
67236570,148,1,148.0000
74335212,148,1,148.0000
77212709,296,2,148.0000
8686191,1923,13,147.9231
24636415,1922,13,147.8462
133429407,3399,23,147.7826
7030262,1182,8,147.7500
12833799,6796,46,147.7391
110205306,1920,13,147.6923
63910679,1329,9,147.6667
89183161,1476,10,147.6000
112424443,738,5,147.6000
65430374,590,4,147.5000
87861593,295,2,147.5000
94290427,295,2,147.5000
30198310,295,2,147.5000
33838299,590,4,147.5000
132420118,2507,17,147.4706
121306092,7072,48,147.3333
25406015,442,3,147.3333
41705089,589,4,147.2500
6018416,1619,11,147.1818
131702468,3238,22,147.1818
112230173,883,6,147.1667
108755598,3532,24,147.1667
16367992,1030,7,147.1429
16263185,1471,10,147.1000
21627259,441,3,147.0000
122372873,147,1,147.0000
130265990,588,4,147.0000
43072618,2204,15,146.9333
128589059,1028,7,146.8571
43288343,1321,9,146.7778
62560245,1761,12,146.7500
66297767,587,4,146.7500
95198382,587,4,146.7500
125309659,1467,10,146.7000
71333586,440,3,146.6667
72749623,3519,24,146.6250
116331874,1173,8,146.6250
9863416,1906,13,146.6154
114779189,733,5,146.6000
91162737,733,5,146.6000
50927089,879,6,146.5000
25166877,732,5,146.4000
132928999,732,5,146.4000
2489487,1171,8,146.3750
103610059,3366,23,146.3478
48962145,878,6,146.3333
128372503,439,3,146.3333
35739934,1463,10,146.3000
43032378,3068,21,146.0952
19208481,584,4,146.0000
26025143,146,1,146.0000
80680284,438,3,146.0000
95992025,292,2,146.0000
109331295,292,2,146.0000
139946254,438,3,146.0000
39876312,583,4,145.7500
103664180,583,4,145.7500
49002030,437,3,145.6667
61948623,1165,8,145.6250
93702639,1165,8,145.6250
109553291,1601,11,145.5455
131695311,582,4,145.5000
11035036,582,4,145.5000
17757827,1455,10,145.5000
11580122,727,5,145.4000
37554907,5088,35,145.3714
33251710,436,3,145.3333
8596951,5377,37,145.3243
8499333,1453,10,145.3000
47065671,3486,24,145.2500
136794879,1307,9,145.2222
53916276,4063,28,145.1071
137484826,3771,26,145.0385
136742304,145,1,145.0000
6556740,1160,8,145.0000
103472750,2752,19,144.8421
9551296,1738,12,144.8333
119377973,2896,20,144.8000
100637858,5357,37,144.7838
122231680,1158,8,144.7500
100011562,434,3,144.6667
30683859,434,3,144.6667
88055926,723,5,144.6000
133581105,289,2,144.5000
31612475,867,6,144.5000
73234758,722,5,144.4000
117523208,722,5,144.4000
120594609,1588,11,144.3636
38997101,433,3,144.3333
49848032,2309,16,144.3125
125227357,721,5,144.2000
59473714,865,6,144.1667
40456641,1297,9,144.1111
14355777,1152,8,144.0000
32992894,288,2,144.0000
86062140,288,2,144.0000
139750127,432,3,144.0000
124291848,8059,56,143.9107
89302742,1439,10,143.9000
109921488,863,6,143.8333
93232203,3308,23,143.8261
96389962,1438,10,143.8000
77403305,1150,8,143.7500
114233479,1581,11,143.7273
47220515,1006,7,143.7143
80283819,4166,29,143.6552
99796192,1436,10,143.6000
4374427,718,5,143.6000
41745316,1723,12,143.5833
89918724,861,6,143.5000
71929773,8746,61,143.3770
49456764,430,3,143.3333
73024133,2293,16,143.3125
93262868,1433,10,143.3000
67942355,1003,7,143.2857
27068656,1003,7,143.2857
97479577,573,4,143.2500
62024754,3580,25,143.2000
39066078,2148,15,143.2000
102477155,1860,13,143.0769
79432796,143,1,143.0000
6243406,286,2,143.0000
139774835,1428,10,142.8000
58423360,714,5,142.8000
38481691,571,4,142.7500
30905877,999,7,142.7143
20497713,1569,11,142.6364
50312283,713,5,142.6000
45544099,570,4,142.5000
117973406,1140,8,142.5000
122021278,285,2,142.5000
61219560,1566,11,142.3636
95069106,427,3,142.3333
3878869,854,6,142.3333
12725690,427,3,142.3333
47063673,427,3,142.3333
140535667,3841,27,142.2593
189833,3694,26,142.0769
118562385,284,2,142.0000
121648342,426,3,142.0000
137690090,426,3,142.0000
68249522,3834,27,142.0000
89866622,284,2,142.0000
14804631,1561,11,141.9091
77237799,851,6,141.8333
126768074,709,5,141.8000
123006501,708,5,141.6000
74577535,1557,11,141.5455
85724451,566,4,141.5000
88568494,849,6,141.5000
36932158,1415,10,141.5000
49660995,283,2,141.5000
37426111,4100,29,141.3793
51223653,424,3,141.3333
68778928,424,3,141.3333
98908158,1272,9,141.3333
120852545,3392,24,141.3333
122129011,565,4,141.2500
36808723,1695,12,141.2500
47128004,706,5,141.2000
112382240,2681,19,141.1053
121064234,705,5,141.0000
48510598,423,3,141.0000
62672024,564,4,141.0000
79913494,423,3,141.0000
95937118,141,1,141.0000
96631076,423,3,141.0000
137362349,2537,18,140.9444
35799041,1832,13,140.9231
31883407,563,4,140.7500
24803803,3376,24,140.6667
34426955,281,2,140.5000
70352132,562,4,140.5000
104797997,562,4,140.5000
120455996,562,4,140.5000
141788152,1545,11,140.4545
61453950,3509,25,140.3600
20694838,1403,10,140.3000
103585097,1682,12,140.1667
121632160,1962,14,140.1429
43042442,1121,8,140.1250
12037455,140,1,140.0000
54204970,280,2,140.0000
66865786,840,6,140.0000
76202623,140,1,140.0000
86568201,1120,8,140.0000
18781926,6293,45,139.8444
76707547,1678,12,139.8333
139443041,559,4,139.7500
126336907,978,7,139.7143
122372687,838,6,139.6667
101833065,279,2,139.5000
48420009,558,4,139.5000
55274592,558,4,139.5000
114773562,1255,9,139.4444
108673661,1254,9,139.3333
59951693,975,7,139.2857
33824579,557,4,139.2500
107377446,3759,27,139.2222
2242773,1530,11,139.0909
819192,139,1,139.0000
10164041,139,1,139.0000
47109361,2641,19,139.0000
53711406,417,3,139.0000
80808868,139,1,139.0000
94140496,139,1,139.0000
105069110,2641,19,139.0000
73065478,3195,23,138.9130
11119577,972,7,138.8571
65848846,2082,15,138.8000
68605934,555,4,138.7500
95907635,1110,8,138.7500
58456864,2358,17,138.7059
73245647,416,3,138.6667
5616094,416,3,138.6667
21114469,416,3,138.6667
134077305,832,6,138.6667
89417510,1525,11,138.6364
48776635,5545,40,138.6250
44109897,970,7,138.5714
27112508,2217,16,138.5625
6812814,277,2,138.5000
13079368,1662,12,138.5000
119949716,554,4,138.5000
8217647,2215,16,138.4375
129489291,3874,28,138.3571
110128323,415,3,138.3333
107868172,3043,22,138.3182
81084835,553,4,138.2500
141116266,691,5,138.2000
98259829,829,6,138.1667
125316855,2485,18,138.0556
75888387,2899,21,138.0476
57115045,138,1,138.0000
64337070,138,1,138.0000
73617910,138,1,138.0000
81046312,2484,18,138.0000
25528662,414,3,138.0000
48505064,138,1,138.0000
115100960,138,1,138.0000
128230647,552,4,138.0000
103439105,5925,43,137.7907
52116816,1929,14,137.7857
121273095,964,7,137.7143
4729352,413,3,137.6667
42503802,413,3,137.6667
122183715,3441,25,137.6400
137183654,1101,8,137.6250
124303059,3715,27,137.5926
15243855,963,7,137.5714
127760767,1100,8,137.5000
17552766,4947,36,137.4167
35745255,3569,26,137.2692
28097175,1784,13,137.2308
28722407,1784,13,137.2308
14735918,2744,20,137.2000
78595880,2331,17,137.1176
82756067,2192,16,137.0000
106640087,274,2,137.0000
130529975,2329,17,137.0000
2588780,1507,11,137.0000
10525504,137,1,137.0000
114505674,1917,14,136.9286
40979555,1642,12,136.8333
4146900,3967,29,136.7931
12428085,2599,19,136.7895
141484663,547,4,136.7500
128120137,2051,15,136.7333
107954360,1367,10,136.7000
81281336,410,3,136.6667
93417326,273,2,136.5000
112628188,273,2,136.5000
4979200,1092,8,136.5000
13311291,273,2,136.5000
22369795,3412,25,136.4800
102168278,682,5,136.4000
69579136,3819,28,136.3929
117554302,409,3,136.3333
118056074,409,3,136.3333
133089485,1363,10,136.3000
141856245,1635,12,136.2500
41021470,545,4,136.2500
54330314,1771,13,136.2308
55548424,1226,9,136.2222
22555846,1634,12,136.1667
134233776,3130,23,136.0870
14012650,1633,12,136.0833
31727427,1633,12,136.0833
13703604,272,2,136.0000
86239261,7338,54,135.8889
87868887,1223,9,135.8889
611920,1630,12,135.8333
139090437,1222,9,135.7778
134512473,1221,9,135.6667
2557196,407,3,135.6667
22560823,2035,15,135.6667
49815803,814,6,135.6667
76228001,949,7,135.5714
113104667,1762,13,135.5385
140144743,1355,10,135.5000
84080163,1897,14,135.5000
116867259,4469,33,135.4242
56210078,1760,13,135.3846
113248155,812,6,135.3333
136649602,812,6,135.3333
31943943,1218,9,135.3333
67422920,2300,17,135.2941
51085123,541,4,135.2500
70241210,2840,21,135.2381
43245800,676,5,135.2000
47693061,1352,10,135.2000
90642791,1486,11,135.0909
71237773,270,2,135.0000
89899419,135,1,135.0000
26228110,135,1,135.0000
33940605,135,1,135.0000
37709773,270,2,135.0000
41081290,810,6,135.0000
46669341,270,2,135.0000
52807388,135,1,135.0000
54547365,405,3,135.0000
8917150,3509,26,134.9615
110954163,4992,37,134.9189
64326708,674,5,134.8000
93289334,539,4,134.7500
28911161,1077,8,134.6250
111820958,1346,10,134.6000
103275202,942,7,134.5714
82905542,10359,77,134.5325
106286487,807,6,134.5000
24057036,806,6,134.3333
26974021,403,3,134.3333
42719621,403,3,134.3333
37275754,1477,11,134.2727
54254339,1208,9,134.2222
58207544,3892,29,134.2069
88374425,671,5,134.2000
109732215,1342,10,134.2000
32919395,671,5,134.2000
37708452,671,5,134.2000
32432926,1207,9,134.1111
12214179,3486,26,134.0769
1944583,938,7,134.0000
60532141,134,1,134.0000
96872650,134,1,134.0000
92645331,1339,10,133.9000
98952869,937,7,133.8571
138635225,1873,14,133.7857
21202467,1070,8,133.7500
49787656,1070,8,133.7500
59627027,1070,8,133.7500
84441355,1070,8,133.7500
66737372,1738,13,133.6923
86282836,401,3,133.6667
54117782,401,3,133.6667
18783765,534,4,133.5000
74645093,1869,14,133.5000
24118436,934,7,133.4286
93428377,1334,10,133.4000
1799885,1067,8,133.3750
35324602,1600,12,133.3333
126551577,400,3,133.3333
136952642,800,6,133.3333
59178238,933,7,133.2857
77163935,1066,8,133.2500
61759149,666,5,133.2000
36936257,666,5,133.2000
97730927,3196,24,133.1667
18913329,1065,8,133.1250
142306250,1331,10,133.1000
137998405,5457,41,133.0976
58422836,798,6,133.0000
21332019,1862,14,133.0000
46288368,1330,10,133.0000
47439748,1195,9,132.7778
100737108,1061,8,132.6250
111276571,1989,15,132.6000
9573620,1989,15,132.6000
50443823,1193,9,132.5556
108748058,3446,26,132.5385
69412823,265,2,132.5000
71514585,1590,12,132.5000
115462596,265,2,132.5000
107223716,1192,9,132.4444
27423844,1854,14,132.4286
98931599,662,5,132.4000
44224665,1191,9,132.3333
134473908,2778,21,132.2857
28389417,1455,11,132.2727
68597206,1322,10,132.2000
135068151,661,5,132.2000
118635428,2641,20,132.0500
76732078,2773,21,132.0476
67538161,396,3,132.0000
68513171,1716,13,132.0000
84568949,396,3,132.0000
88271974,1320,10,132.0000
1022919,660,5,132.0000
54769390,528,4,132.0000
137280366,660,5,132.0000
39108941,2507,19,131.9474
67312926,923,7,131.8571
85633095,5008,38,131.7895
74593955,3558,27,131.7778
87732841,527,4,131.7500
133271218,790,6,131.6667
135454126,2370,18,131.6667
106498387,6055,46,131.6304
106976106,921,7,131.5714
41671149,921,7,131.5714
53391754,263,2,131.5000
54658244,3419,26,131.5000
131917996,263,2,131.5000
63164461,920,7,131.4286
89105765,920,7,131.4286
101190507,2497,19,131.4211
129226331,1708,13,131.3846
9890683,394,3,131.3333
66686285,1050,8,131.2500
141143284,2491,19,131.1053
113395983,262,2,131.0000
121736351,131,1,131.0000
131572425,131,1,131.0000
20030843,655,5,131.0000
35050906,131,1,131.0000
64473744,131,1,131.0000
73414621,262,2,131.0000
87538023,1048,8,131.0000
100354400,131,1,131.0000
100833741,393,3,131.0000
31717348,1571,12,130.9167
10535263,785,6,130.8333
2267344,1830,14,130.7143
50071113,392,3,130.6667
29226661,653,5,130.6000
61336461,3525,27,130.5556
61459598,3655,28,130.5357
72132223,261,2,130.5000
35428862,1304,10,130.4000
56491938,1434,11,130.3636
61513100,391,3,130.3333
132223788,521,4,130.2500
109623749,781,6,130.1667
82687808,1041,8,130.1250
80648292,1171,9,130.1111
44365875,2342,18,130.1111
131405782,1431,11,130.0909
39039752,2081,16,130.0625
26529364,780,6,130.0000
121756245,1690,13,130.0000
123751545,260,2,130.0000
96412786,2210,17,130.0000
104639948,130,1,130.0000
106821106,130,1,130.0000
35758737,2078,16,129.8750
100674178,649,5,129.8000
16499024,519,4,129.7500
65822835,389,3,129.6667
87902771,389,3,129.6667
93463168,389,3,129.6667
131696808,389,3,129.6667
62373202,1944,15,129.6000
6926678,2203,17,129.5882
3016266,1425,11,129.5455
15289217,259,2,129.5000
29881921,518,4,129.5000
60660467,1165,9,129.4444
9661335,776,6,129.3333
21362103,905,7,129.2857
135731834,905,7,129.2857
26622553,5558,43,129.2558
3304327,2451,19,129.0000
17079837,258,2,129.0000
38306238,129,1,129.0000
54522131,774,6,129.0000
63702010,387,3,129.0000
64056262,258,2,129.0000
65578659,129,1,129.0000
75874204,516,4,129.0000
94696104,1032,8,129.0000
136232385,129,1,129.0000
