user_id,total_behavior_count,browse_count,favorite_count,cart_count,purchase_count,browse_to_favorite_rate,favorite_to_cart_rate,cart_to_purchase_rate,browse_to_purchase_rate
66737372,1751,1688,1,49,13,0.0006,49.0000,0.2653,0.0077
57499087,1751,1611,3,111,26,0.0019,37.0000,0.2342,0.0161
14982762,1751,1620,0,108,23,0.0000,NULL,0.2130,0.0142
96646002,1750,1666,76,0,8,0.0456,0.0000,NULL,0.0048
13887814,1750,1716,1,28,5,0.0006,28.0000,0.1786,0.0029
9551296,1750,1685,2,51,12,0.0012,25.5000,0.2353,0.0071
116264632,1749,1612,12,110,15,0.0074,9.1667,0.1364,0.0093
71582654,1749,1703,27,4,15,0.0159,0.1481,3.7500,0.0088
35721757,1748,1692,21,17,18,0.0124,0.8095,1.0588,0.0106
101061002,1748,1550,93,54,51,0.0600,0.5806,0.9444,0.0329
59076519,1748,1688,7,47,6,0.0041,6.7143,0.1277,0.0036
26337733,1745,1721,7,8,9,0.0041,1.1429,1.1250,0.0052
25750592,1745,1722,0,20,3,0.0000,NULL,0.1500,0.0017
19229301,1745,1568,17,118,42,0.0108,6.9412,0.3559,0.0268
45921788,1745,1703,1,13,28,0.0006,13.0000,2.1538,0.0164
52110227,1743,1644,6,55,38,0.0036,9.1667,0.6909,0.0231
4913,1742,1658,49,29,6,0.0296,0.5918,0.2069,0.0036
123188632,1742,1653,8,59,22,0.0048,7.3750,0.3729,0.0133
33770972,1740,1674,1,55,10,0.0006,55.0000,0.1818,0.0060
41103398,1739,1650,89,0,0,0.0539,0.0000,NULL,0.0000
5189513,1738,1699,1,27,11,0.0006,27.0000,0.4074,0.0065
131570651,1737,1690,0,40,7,0.0000,NULL,0.1750,0.0041
95755909,1736,1649,40,43,4,0.0243,1.0750,0.0930,0.0024
132125936,1736,1634,6,75,21,0.0037,12.5000,0.2800,0.0129
132617033,1736,1507,64,108,57,0.0425,1.6875,0.5278,0.0378
88090767,1736,1573,2,102,59,0.0013,51.0000,0.5784,0.0375
41745316,1735,1590,0,133,12,0.0000,NULL,0.0902,0.0075
87104389,1735,1634,5,88,8,0.0031,17.6000,0.0909,0.0049
60686963,1735,1628,2,87,18,0.0012,43.5000,0.2069,0.0111
52891027,1734,1541,0,186,7,0.0000,NULL,0.0376,0.0045
82414453,1734,1699,2,22,11,0.0012,11.0000,0.5000,0.0065
36166284,1733,1580,11,123,19,0.0070,11.1818,0.1545,0.0120
34195604,1733,1643,19,69,2,0.0116,3.6316,0.0290,0.0012
134479240,1732,1686,3,34,9,0.0018,11.3333,0.2647,0.0053
125547509,1731,1669,5,36,21,0.0030,7.2000,0.5833,0.0126
81729056,1731,1682,2,20,27,0.0012,10.0000,1.3500,0.0161
106937011,1730,1592,2,110,26,0.0013,55.0000,0.2364,0.0163
68513171,1729,1634,1,81,13,0.0006,81.0000,0.1605,0.0080
116259421,1727,1684,16,24,3,0.0095,1.5000,0.1250,0.0018
139493879,1727,1667,30,13,17,0.0180,0.4333,1.3077,0.0102
6212208,1726,1716,1,3,6,0.0006,3.0000,2.0000,0.0035
38478428,1725,1551,141,17,16,0.0909,0.1206,0.9412,0.0103
33535844,1725,1647,5,58,15,0.0030,11.6000,0.2586,0.0091
44748590,1725,1596,98,14,17,0.0614,0.1429,1.2143,0.0107
6336487,1725,1615,2,70,38,0.0012,35.0000,0.5429,0.0235
96509906,1724,1510,13,136,65,0.0086,10.4615,0.4779,0.0430
18302150,1723,1569,102,44,8,0.0650,0.4314,0.1818,0.0051
16096940,1722,1593,3,98,28,0.0019,32.6667,0.2857,0.0176
134496896,1722,1661,0,56,5,0.0000,NULL,0.0893,0.0030
5686843,1722,1690,3,7,22,0.0018,2.3333,3.1429,0.0130
129226331,1721,1633,47,28,13,0.0288,0.5957,0.4643,0.0080
11141921,1721,1558,77,57,29,0.0494,0.7403,0.5088,0.0186
66497070,1720,1597,78,36,9,0.0488,0.4615,0.2500,0.0056
8913893,1719,1563,1,130,25,0.0006,130.0000,0.1923,0.0160
122679643,1718,1603,26,47,42,0.0162,1.8077,0.8936,0.0262
26957136,1717,1503,196,10,8,0.1304,0.0510,0.8000,0.0053
53162708,1715,1637,17,39,22,0.0104,2.2941,0.5641,0.0134
105313845,1714,1533,0,136,45,0.0000,NULL,0.3309,0.0294
61506078,1714,1529,2,147,36,0.0013,73.5000,0.2449,0.0235
44817147,1713,1400,2,270,41,0.0014,135.0000,0.1519,0.0293
56800934,1712,1574,63,40,35,0.0400,0.6349,0.8750,0.0222
595598,1712,1665,5,42,0,0.0030,8.4000,0.0000,0.0000
64309062,1710,1587,115,5,3,0.0725,0.0435,0.6000,0.0019
132782427,1708,1611,0,58,39,0.0000,NULL,0.6724,0.0242
29716977,1708,1608,53,17,30,0.0330,0.3208,1.7647,0.0187
132469710,1708,1651,39,9,9,0.0236,0.2308,1.0000,0.0055
10765825,1708,1586,5,100,17,0.0032,20.0000,0.1700,0.0107
36808723,1707,1588,88,19,12,0.0554,0.2159,0.6316,0.0076
104298835,1706,1665,3,19,19,0.0018,6.3333,1.0000,0.0114
122378590,1706,1582,60,42,22,0.0379,0.7000,0.5238,0.0139
24474599,1705,1660,4,34,7,0.0024,8.5000,0.2059,0.0042
38915660,1705,1645,1,55,4,0.0006,55.0000,0.0727,0.0024
28877018,1704,1640,33,22,9,0.0201,0.6667,0.4091,0.0055
112891397,1703,1577,0,99,27,0.0000,NULL,0.2727,0.0171
121756245,1703,1599,71,20,13,0.0444,0.2817,0.6500,0.0081
114971408,1703,1658,1,21,23,0.0006,21.0000,1.0952,0.0139
130457432,1702,1675,16,10,1,0.0096,0.6250,0.1000,0.0006
36738292,1702,1550,40,91,21,0.0258,2.2750,0.2308,0.0135
127025814,1701,1536,132,23,10,0.0859,0.1742,0.4348,0.0065
139471492,1701,1693,1,7,0,0.0006,7.0000,0.0000,0.0000
116836049,1701,1665,6,13,17,0.0036,2.1667,1.3077,0.0102
120215742,1701,1307,382,4,8,0.2923,0.0105,2.0000,0.0061
103582986,1700,1574,0,117,9,0.0000,NULL,0.0769,0.0057
139961106,1697,1608,0,89,0,0.0000,NULL,0.0000,0.0000
41267769,1697,1617,71,1,8,0.0439,0.0141,8.0000,0.0049
92010623,1697,1687,2,2,6,0.0012,1.0000,3.0000,0.0036
10455102,1697,1581,59,19,38,0.0373,0.3220,2.0000,0.0240
8240912,1695,1594,20,66,15,0.0125,3.3000,0.2273,0.0094
36582945,1695,1491,147,31,26,0.0986,0.2109,0.8387,0.0174
92454730,1695,1520,0,166,9,0.0000,NULL,0.0542,0.0059
103585097,1694,1656,4,22,12,0.0024,5.5000,0.5455,0.0072
132058405,1694,1582,73,24,15,0.0461,0.3288,0.6250,0.0095
90721251,1693,1633,3,53,4,0.0018,17.6667,0.0755,0.0024
2751701,1692,1666,20,4,2,0.0120,0.2000,0.5000,0.0012
10878250,1692,1593,1,82,16,0.0006,82.0000,0.1951,0.0100
49396813,1691,1597,0,84,10,0.0000,NULL,0.1190,0.0063
129191119,1691,1576,93,6,16,0.0590,0.0645,2.6667,0.0102
69255232,1691,1617,0,38,36,0.0000,NULL,0.9474,0.0223
76707547,1690,1590,24,64,12,0.0151,2.6667,0.1875,0.0075
114377254,1690,1610,5,52,23,0.0031,10.4000,0.4423,0.0143
4338344,1689,1643,39,1,6,0.0237,0.0256,6.0000,0.0037
21233965,1689,1271,153,265,0,0.1204,1.7320,0.0000,0.0000
10004287,1687,1589,76,8,14,0.0478,0.1053,1.7500,0.0088
114515435,1686,1449,237,0,0,0.1636,0.0000,NULL,0.0000
76658341,1686,1598,0,80,8,0.0000,NULL,0.1000,0.0050
32353187,1685,1636,13,18,18,0.0079,1.3846,1.0000,0.0110
34318191,1685,1631,35,10,9,0.0215,0.2857,0.9000,0.0055
60879635,1684,1555,85,36,8,0.0547,0.4235,0.2222,0.0051
106926411,1684,1577,0,85,22,0.0000,NULL,0.2588,0.0140
22776936,1682,1579,26,48,29,0.0165,1.8462,0.6042,0.0184
110483148,1681,1619,3,24,35,0.0019,8.0000,1.4583,0.0216
44381467,1680,1509,127,30,14,0.0842,0.2362,0.4667,0.0093
79973073,1680,1558,91,4,27,0.0584,0.0440,6.7500,0.0173
120698813,1677,1633,2,29,13,0.0012,14.5000,0.4483,0.0080
65236751,1677,1605,1,43,28,0.0006,43.0000,0.6512,0.0174
117222178,1676,1658,0,1,17,0.0000,NULL,17.0000,0.0103
109226434,1676,1517,128,23,8,0.0844,0.1797,0.3478,0.0053
130497558,1676,1546,18,93,19,0.0116,5.1667,0.2043,0.0123
24690079,1675,1496,111,32,36,0.0742,0.2883,1.1250,0.0241
13079368,1674,1639,2,21,12,0.0012,10.5000,0.5714,0.0073
6861624,1673,1602,4,64,3,0.0025,16.0000,0.0469,0.0019
53687535,1671,1605,18,39,9,0.0112,2.1667,0.2308,0.0056
65162644,1671,1630,0,37,4,0.0000,NULL,0.1081,0.0025
66293783,1671,1652,3,13,3,0.0018,4.3333,0.2308,0.0018
82902886,1670,1576,0,85,9,0.0000,NULL,0.1059,0.0057
55305887,1670,1565,0,66,39,0.0000,NULL,0.5909,0.0249
67185042,1669,1610,2,50,7,0.0012,25.0000,0.1400,0.0043
56278193,1668,1587,8,37,36,0.0050,4.6250,0.9730,0.0227
3566914,1668,1588,0,61,19,0.0000,NULL,0.3115,0.0120
26509398,1666,1558,3,37,68,0.0019,12.3333,1.8378,0.0436
20116814,1666,1542,109,4,11,0.0707,0.0367,2.7500,0.0071
54586263,1666,1624,41,0,1,0.0252,0.0000,NULL,0.0006
138712753,1665,1575,58,11,21,0.0368,0.1897,1.9091,0.0133
5875750,1665,1619,0,41,5,0.0000,NULL,0.1220,0.0031
22183500,1664,1521,130,5,8,0.0855,0.0385,1.6000,0.0053
108049747,1663,1650,4,1,8,0.0024,0.2500,8.0000,0.0048
15392376,1661,1628,0,25,8,0.0000,NULL,0.3200,0.0049
76253881,1660,1576,3,66,15,0.0019,22.0000,0.2273,0.0095
19353465,1659,1593,3,52,11,0.0019,17.3333,0.2115,0.0069
76271403,1658,1515,105,25,13,0.0693,0.2381,0.5200,0.0086
135582975,1658,1536,29,75,18,0.0189,2.5862,0.2400,0.0117
108369002,1657,1548,58,21,30,0.0375,0.3621,1.4286,0.0194
10706095,1655,1637,5,0,13,0.0031,0.0000,NULL,0.0079
68342657,1655,1648,0,3,4,0.0000,NULL,1.3333,0.0024
56481977,1654,1566,1,70,17,0.0006,70.0000,0.2429,0.0109
40979555,1654,1583,4,55,12,0.0025,13.7500,0.2182,0.0076
1769128,1654,1561,3,79,11,0.0019,26.3333,0.1392,0.0070
138823535,1652,1601,1,45,5,0.0006,45.0000,0.1111,0.0031
20754693,1652,1546,1,89,16,0.0006,89.0000,0.1798,0.0103
25994909,1652,1519,45,72,16,0.0296,1.6000,0.2222,0.0105
21832523,1652,1548,74,10,20,0.0478,0.1351,2.0000,0.0129
56444539,1651,1558,17,42,34,0.0109,2.4706,0.8095,0.0218
32495375,1651,1607,0,33,11,0.0000,NULL,0.3333,0.0068
122231018,1649,1534,110,1,4,0.0717,0.0091,4.0000,0.0026
41979181,1649,1493,5,125,26,0.0033,25.0000,0.2080,0.0174
120450577,1648,1555,58,27,8,0.0373,0.4655,0.2963,0.0051
65704391,1648,1615,13,12,8,0.0080,0.9231,0.6667,0.0050
55749305,1647,1552,62,22,11,0.0399,0.3548,0.5000,0.0071
141856245,1647,1478,148,9,12,0.1001,0.0608,1.3333,0.0081
79558429,1646,1588,2,42,14,0.0013,21.0000,0.3333,0.0088
22555846,1646,1616,8,10,12,0.0050,1.2500,1.2000,0.0074
133939609,1646,1598,30,11,7,0.0188,0.3667,0.6364,0.0044
31727427,1645,1594,1,38,12,0.0006,38.0000,0.3158,0.0075
52785857,1645,1615,1,27,2,0.0006,27.0000,0.0741,0.0012
14012650,1645,1578,4,51,12,0.0025,12.7500,0.2353,0.0076
13824734,1644,1443,3,171,27,0.0021,57.0000,0.1579,0.0187
29611751,1644,1607,0,21,16,0.0000,NULL,0.7619,0.0100
141754029,1644,1566,19,21,38,0.0121,1.1053,1.8095,0.0243
47136810,1643,1472,25,146,0,0.0170,5.8400,0.0000,0.0000
89258714,1643,1381,22,147,93,0.0159,6.6818,0.6327,0.0673
6177572,1642,1595,1,45,1,0.0006,45.0000,0.0222,0.0006
46483165,1642,1619,2,12,9,0.0012,6.0000,0.7500,0.0056
611920,1642,1596,31,3,12,0.0194,0.0968,4.0000,0.0075
96050373,1641,1464,0,144,33,0.0000,NULL,0.2292,0.0225
37305183,1641,1574,10,46,11,0.0064,4.6000,0.2391,0.0070
5460550,1640,1544,1,80,15,0.0006,80.0000,0.1875,0.0097
65352076,1640,1482,1,112,45,0.0007,112.0000,0.4018,0.0304
7226947,1639,1426,35,131,47,0.0245,3.7429,0.3588,0.0330
108797805,1638,1616,0,16,6,0.0000,NULL,0.3750,0.0037
55501034,1638,1487,132,6,13,0.0888,0.0455,2.1667,0.0087
128180595,1637,1496,3,115,23,0.0020,38.3333,0.2000,0.0154
13874122,1637,1633,1,0,3,0.0006,0.0000,NULL,0.0018
97130073,1637,1448,100,57,32,0.0691,0.5700,0.5614,0.0221
122742392,1636,1572,11,43,10,0.0070,3.9091,0.2326,0.0064
87086124,1635,1524,46,62,3,0.0302,1.3478,0.0484,0.0020
139590290,1634,1618,9,2,5,0.0056,0.2222,2.5000,0.0031
104597620,1634,1521,1,81,31,0.0007,81.0000,0.3827,0.0204
50020786,1633,1587,38,2,6,0.0239,0.0526,3.0000,0.0038
7138866,1632,1562,1,49,20,0.0006,49.0000,0.4082,0.0128
87616807,1632,1562,6,45,19,0.0038,7.5000,0.4222,0.0122
41320562,1631,1596,1,24,10,0.0006,24.0000,0.4167,0.0063
7094594,1631,1597,0,26,8,0.0000,NULL,0.3077,0.0050
6018416,1630,1543,71,5,11,0.0460,0.0704,2.2000,0.0071
57175975,1629,1507,49,58,15,0.0325,1.1837,0.2586,0.0100
4271718,1629,1460,129,23,17,0.0884,0.1783,0.7391,0.0116
32185277,1628,1435,10,175,8,0.0070,17.5000,0.0457,0.0056
85053429,1628,1594,1,18,15,0.0006,18.0000,0.8333,0.0094
25945368,1627,1614,6,2,5,0.0037,0.3333,2.5000,0.0031
10887844,1627,1553,19,47,8,0.0122,2.4737,0.1702,0.0052
96042414,1626,1527,0,98,1,0.0000,NULL,0.0102,0.0007
2128246,1626,1583,12,17,14,0.0076,1.4167,0.8235,0.0088
112707614,1625,1559,33,7,26,0.0212,0.2121,3.7143,0.0167
122383360,1625,1605,17,2,1,0.0106,0.1176,0.5000,0.0006
125255404,1625,1575,0,28,22,0.0000,NULL,0.7857,0.0140
65257068,1624,1501,30,67,26,0.0200,2.2333,0.3881,0.0173
108952067,1624,1601,3,15,5,0.0019,5.0000,0.3333,0.0031
71941709,1623,1568,0,42,13,0.0000,NULL,0.3095,0.0083
132675359,1622,1511,0,104,7,0.0000,NULL,0.0673,0.0046
86863108,1621,1457,159,5,0,0.1091,0.0314,0.0000,0.0000
17503742,1621,1589,3,21,8,0.0019,7.0000,0.3810,0.0050
54590569,1620,1479,1,115,25,0.0007,115.0000,0.2174,0.0169
112706018,1619,1403,2,171,43,0.0014,85.5000,0.2515,0.0306
53167968,1618,1596,12,2,8,0.0075,0.1667,4.0000,0.0050
72167112,1618,1483,21,70,44,0.0142,3.3333,0.6286,0.0297
140759237,1617,1555,9,15,38,0.0058,1.6667,2.5333,0.0244
21676430,1616,1545,25,28,18,0.0162,1.1200,0.6429,0.0117
53227937,1616,1492,7,90,27,0.0047,12.8571,0.3000,0.0181
131201465,1615,1540,0,71,4,0.0000,NULL,0.0563,0.0026
40438806,1615,1575,35,5,0,0.0222,0.1429,0.0000,0.0000
114352631,1614,1495,113,1,5,0.0756,0.0088,5.0000,0.0033
101828235,1613,1499,2,83,29,0.0013,41.5000,0.3494,0.0193
39222343,1613,1538,12,44,19,0.0078,3.6667,0.4318,0.0124
136108072,1612,1479,0,110,23,0.0000,NULL,0.2091,0.0156
35324602,1612,1464,104,32,12,0.0710,0.3077,0.3750,0.0082
109553291,1612,1600,1,0,11,0.0006,0.0000,NULL,0.0069
80263315,1612,1451,3,143,15,0.0021,47.6667,0.1049,0.0103
79266183,1611,1553,20,18,20,0.0129,0.9000,1.1111,0.0129
13861417,1611,1596,1,4,10,0.0006,4.0000,2.5000,0.0063
31076937,1610,1534,2,42,32,0.0013,21.0000,0.7619,0.0209
89380977,1610,1550,2,56,2,0.0013,28.0000,0.0357,0.0013
109911889,1609,1570,0,23,16,0.0000,NULL,0.6957,0.0102
105767363,1607,1602,0,3,2,0.0000,NULL,0.6667,0.0012
137531842,1607,1554,17,8,28,0.0109,0.4706,3.5000,0.0180
2675166,1606,1548,0,58,0,0.0000,NULL,0.0000,0.0000
115275150,1606,1528,26,25,27,0.0170,0.9615,1.0800,0.0177
78324634,1605,1429,3,128,45,0.0021,42.6667,0.3516,0.0315
88930,1604,1529,30,22,23,0.0196,0.7333,1.0455,0.0150
7956207,1602,1482,1,112,7,0.0007,112.0000,0.0625,0.0047
71514585,1602,1455,1,134,12,0.0007,134.0000,0.0896,0.0082
109714912,1601,1528,66,1,6,0.0432,0.0152,6.0000,0.0039
110058496,1600,1522,69,6,3,0.0453,0.0870,0.5000,0.0020
117287549,1600,1205,392,0,3,0.3253,0.0000,NULL,0.0025
101466976,1600,1463,27,83,27,0.0185,3.0741,0.3253,0.0185
29429701,1600,1545,0,52,3,0.0000,NULL,0.0577,0.0019
120594609,1599,1525,0,63,11,0.0000,NULL,0.1746,0.0072
23235438,1599,1578,21,0,0,0.0133,0.0000,NULL,0.0000
9710339,1598,1429,1,110,58,0.0007,110.0000,0.5273,0.0406
120873,1596,1472,99,22,3,0.0673,0.2222,0.1364,0.0020
876192,1595,1484,62,27,22,0.0418,0.4355,0.8148,0.0148
131504487,1595,1363,3,189,40,0.0022,63.0000,0.2116,0.0293
105863986,1592,1466,0,106,20,0.0000,NULL,0.1887,0.0136
117970006,1592,1580,1,2,9,0.0006,2.0000,4.5000,0.0057
114233479,1592,1546,32,3,11,0.0207,0.0938,3.6667,0.0071
22342118,1592,1521,4,62,5,0.0026,15.5000,0.0806,0.0033
38935686,1591,1502,36,36,17,0.0240,1.0000,0.4722,0.0113
98750356,1590,1488,71,18,13,0.0477,0.2535,0.7222,0.0087
94654581,1589,1503,2,60,24,0.0013,30.0000,0.4000,0.0160
105309216,1588,1541,16,24,7,0.0104,1.5000,0.2917,0.0045
39421120,1587,1578,1,7,1,0.0006,7.0000,0.1429,0.0006
17312843,1586,1538,2,38,8,0.0013,19.0000,0.2105,0.0052
75032548,1586,1522,3,28,33,0.0020,9.3333,1.1786,0.0217
76352172,1583,1498,1,61,23,0.0007,61.0000,0.3770,0.0154
29373526,1583,1480,18,64,21,0.0122,3.5556,0.3281,0.0142
31717348,1583,1530,4,37,12,0.0026,9.2500,0.3243,0.0078
87026738,1582,1453,1,113,15,0.0007,113.0000,0.1327,0.0103
69562165,1582,1510,0,54,18,0.0000,NULL,0.3333,0.0119
123952685,1582,1429,32,77,44,0.0224,2.4063,0.5714,0.0308
114633181,1581,1560,0,12,9,0.0000,NULL,0.7500,0.0058
27326941,1581,1536,36,3,6,0.0234,0.0833,2.0000,0.0039
32059002,1580,1353,168,41,18,0.1242,0.2440,0.4390,0.0133
63973702,1580,1510,35,21,14,0.0232,0.6000,0.6667,0.0093
114147733,1580,1403,42,79,56,0.0299,1.8810,0.7089,0.0399
20497713,1580,1491,73,5,11,0.0490,0.0685,2.2000,0.0074
23419403,1579,1534,27,3,15,0.0176,0.1111,5.0000,0.0098
109938282,1577,1503,0,20,54,0.0000,NULL,2.7000,0.0359
6437749,1577,1533,2,29,13,0.0013,14.5000,0.4483,0.0085
61219560,1577,1425,52,89,11,0.0365,1.7115,0.1236,0.0077
62177780,1577,1426,0,108,43,0.0000,NULL,0.3981,0.0302
110522016,1576,1565,7,2,2,0.0045,0.2857,1.0000,0.0013
56259246,1576,1559,17,0,0,0.0109,0.0000,NULL,0.0000
21400875,1576,1391,145,30,10,0.1042,0.2069,0.3333,0.0072
118960775,1575,1527,1,24,23,0.0007,24.0000,0.9583,0.0151
95720451,1575,1548,14,7,6,0.0090,0.5000,0.8571,0.0039
138008005,1573,1524,0,39,10,0.0000,NULL,0.2564,0.0066
33544881,1573,1501,0,51,21,0.0000,NULL,0.4118,0.0140
27565397,1573,1539,1,29,4,0.0006,29.0000,0.1379,0.0026
14804631,1572,1495,2,64,11,0.0013,32.0000,0.1719,0.0074
100817523,1572,1508,39,16,9,0.0259,0.4103,0.5625,0.0060
40431183,1572,1551,0,15,6,0.0000,NULL,0.4000,0.0039
139756567,1572,1498,56,2,16,0.0374,0.0357,8.0000,0.0107
51059755,1571,1499,29,29,14,0.0193,1.0000,0.4828,0.0093
41745786,1571,1519,0,44,8,0.0000,NULL,0.1818,0.0053
108945253,1570,1449,101,17,3,0.0697,0.1683,0.1765,0.0021
91823027,1570,1472,8,49,41,0.0054,6.1250,0.8367,0.0279
84640132,1569,1499,0,54,16,0.0000,NULL,0.2963,0.0107
28826774,1569,1487,11,26,45,0.0074,2.3636,1.7308,0.0303
74577535,1568,1475,31,51,11,0.0210,1.6452,0.2157,0.0075
102758797,1568,1473,1,79,15,0.0007,79.0000,0.1899,0.0102
1022699,1567,1530,0,12,25,0.0000,NULL,2.0833,0.0163
122990070,1567,1496,1,46,24,0.0007,46.0000,0.5217,0.0160
89748192,1566,1458,0,95,13,0.0000,NULL,0.1368,0.0089
48920955,1566,1459,2,84,21,0.0014,42.0000,0.2500,0.0144
20663978,1565,1507,17,25,16,0.0113,1.4706,0.6400,0.0106
131040203,1565,1500,1,54,10,0.0007,54.0000,0.1852,0.0067
26430580,1564,1564,0,0,0,0.0000,NULL,NULL,0.0000
141578499,1564,1535,4,8,17,0.0026,2.0000,2.1250,0.0111
76090844,1563,1484,0,73,6,0.0000,NULL,0.0822,0.0040
120992701,1563,1542,0,4,17,0.0000,NULL,4.2500,0.0110
107882320,1562,1376,81,79,26,0.0589,0.9753,0.3291,0.0189
35860790,1562,1433,79,32,18,0.0551,0.4051,0.5625,0.0126
82945911,1562,1442,60,59,1,0.0416,0.9833,0.0169,0.0007
104842277,1561,1500,0,56,5,0.0000,NULL,0.0893,0.0033
9194303,1561,1497,10,23,31,0.0067,2.3000,1.3478,0.0207
121501586,1560,1535,1,17,7,0.0007,17.0000,0.4118,0.0046
127429787,1560,1540,5,5,10,0.0032,1.0000,2.0000,0.0065
71146691,1560,1432,126,0,2,0.0880,0.0000,NULL,0.0014
57454165,1560,1486,0,44,30,0.0000,NULL,0.6818,0.0202
33315048,1559,1523,24,4,8,0.0158,0.1667,2.0000,0.0053
128675125,1559,1508,15,26,10,0.0099,1.7333,0.3846,0.0066
84281743,1558,1525,22,10,1,0.0144,0.4545,0.1000,0.0007
48255673,1558,1540,0,14,4,0.0000,NULL,0.2857,0.0026
68343951,1557,1493,0,59,5,0.0000,NULL,0.0847,0.0033
141788152,1556,1388,148,9,11,0.1066,0.0608,1.2222,0.0079
68288874,1556,1532,1,20,3,0.0007,20.0000,0.1500,0.0020
74418729,1556,1364,4,140,48,0.0029,35.0000,0.3429,0.0352
112037904,1556,1475,1,63,17,0.0007,63.0000,0.2698,0.0115
10480848,1554,1520,0,32,2,0.0000,NULL,0.0625,0.0013
22076896,1554,1416,113,11,14,0.0798,0.0973,1.2727,0.0099
70656441,1554,1531,17,5,1,0.0111,0.2941,0.2000,0.0007
62364748,1553,1455,1,56,41,0.0007,56.0000,0.7321,0.0282
4164359,1552,1458,1,90,3,0.0007,90.0000,0.0333,0.0021
9149930,1552,1444,56,39,13,0.0388,0.6964,0.3333,0.0090
136374136,1552,1432,53,31,36,0.0370,0.5849,1.1613,0.0251
119084219,1552,1452,0,90,10,0.0000,NULL,0.1111,0.0069
73632654,1551,1380,4,157,10,0.0029,39.2500,0.0637,0.0072
74947645,1551,1523,1,27,0,0.0007,27.0000,0.0000,0.0000
27927595,1550,1499,9,29,13,0.0060,3.2222,0.4483,0.0087
3712578,1550,1471,1,61,17,0.0007,61.0000,0.2787,0.0116
56296919,1550,1538,7,3,2,0.0046,0.4286,0.6667,0.0013
131035236,1550,1504,12,26,8,0.0080,2.1667,0.3077,0.0053
93311801,1549,1369,0,137,43,0.0000,NULL,0.3139,0.0314
45659906,1549,1468,1,67,13,0.0007,67.0000,0.1940,0.0089
30817416,1548,1452,0,95,1,0.0000,NULL,0.0105,0.0007
73407945,1547,1478,1,31,37,0.0007,31.0000,1.1935,0.0250
138164167,1547,1504,0,36,7,0.0000,NULL,0.1944,0.0047
93281824,1547,1427,0,87,33,0.0000,NULL,0.3793,0.0231
48619165,1546,1381,2,128,35,0.0014,64.0000,0.2734,0.0253
93704320,1545,1470,33,4,38,0.0224,0.1212,9.5000,0.0259
69428014,1545,1494,4,47,0,0.0027,11.7500,0.0000,0.0000
117863267,1545,1465,4,66,10,0.0027,16.5000,0.1515,0.0068
39379065,1545,1459,5,74,7,0.0034,14.8000,0.0946,0.0048
69242953,1544,1483,61,0,0,0.0411,0.0000,NULL,0.0000
137385958,1544,1534,1,7,2,0.0007,7.0000,0.2857,0.0013
129236851,1544,1475,1,68,0,0.0007,68.0000,0.0000,0.0000
55975460,1543,1483,34,11,15,0.0229,0.3235,1.3636,0.0101
74312496,1543,1459,54,9,21,0.0370,0.1667,2.3333,0.0144
77528436,1542,1444,69,27,2,0.0478,0.3913,0.0741,0.0014
2242773,1541,1500,1,29,11,0.0007,29.0000,0.3793,0.0073
18396338,1541,1482,5,38,16,0.0034,7.6000,0.4211,0.0108
99418963,1540,1527,0,5,8,0.0000,NULL,1.6000,0.0052
122740147,1540,1492,22,9,17,0.0147,0.4091,1.8889,0.0114
131881789,1540,1520,3,15,2,0.0020,5.0000,0.1333,0.0013
5250412,1539,1432,92,12,3,0.0642,0.1304,0.2500,0.0021
35806116,1539,1496,30,9,4,0.0201,0.3000,0.4444,0.0027
137115052,1536,1397,86,28,25,0.0616,0.3256,0.8929,0.0179
89417510,1536,1416,3,106,11,0.0021,35.3333,0.1038,0.0078
2103722,1535,1454,0,73,8,0.0000,NULL,0.1096,0.0055
50197899,1535,1464,61,8,2,0.0417,0.1311,0.2500,0.0014
113830171,1535,1331,2,121,81,0.0015,60.5000,0.6694,0.0609
137345401,1534,1513,3,8,10,0.0020,2.6667,1.2500,0.0066
2913602,1534,1399,8,91,36,0.0057,11.3750,0.3956,0.0257
35342036,1534,1519,14,0,1,0.0092,0.0000,NULL,0.0007
51426415,1534,1244,20,261,9,0.0161,13.0500,0.0345,0.0072
121693940,1532,1517,0,11,4,0.0000,NULL,0.3636,0.0026
124946491,1530,1424,80,19,7,0.0562,0.2375,0.3684,0.0049
68723589,1530,1428,82,13,7,0.0574,0.1585,0.5385,0.0049
32438624,1529,1500,6,3,20,0.0040,0.5000,6.6667,0.0133
120977495,1528,1490,13,10,15,0.0087,0.7692,1.5000,0.0101
19803129,1527,1250,18,182,77,0.0144,10.1111,0.4231,0.0616
4261260,1527,1332,162,31,2,0.1216,0.1914,0.0645,0.0015
77432011,1527,1473,0,44,10,0.0000,NULL,0.2273,0.0068
92973030,1525,1487,10,22,6,0.0067,2.2000,0.2727,0.0040
33739321,1525,1506,0,6,13,0.0000,NULL,2.1667,0.0086
98607707,1525,1473,16,11,25,0.0109,0.6875,2.2727,0.0170
103871858,1525,1481,10,11,23,0.0068,1.1000,2.0909,0.0155
85660451,1523,1341,5,159,18,0.0037,31.8000,0.1132,0.0134
10149605,1522,1414,1,92,15,0.0007,92.0000,0.1630,0.0106
91729153,1521,1429,1,87,4,0.0007,87.0000,0.0460,0.0028
76143991,1521,1251,84,142,44,0.0671,1.6905,0.3099,0.0352
