user_id,total_purchase_count,distinct_purchase_item_count,purchase_concentration,purchase_concentration_type
95706559,4,3,1.3333,多商品少次型用户
96892957,4,3,1.3333,多商品少次型用户
97839610,4,3,1.3333,多商品少次型用户
102897084,4,3,1.3333,多商品少次型用户
103664180,4,3,1.3333,多商品少次型用户
104997704,4,3,1.3333,多商品少次型用户
105417760,4,3,1.3333,多商品少次型用户
105805037,4,3,1.3333,多商品少次型用户
108378461,4,3,1.3333,多商品少次型用户
110528594,4,3,1.3333,多商品少次型用户
111035741,4,3,1.3333,多商品少次型用户
111947361,4,3,1.3333,多商品少次型用户
112128042,4,3,1.3333,多商品少次型用户
112345599,4,3,1.3333,多商品少次型用户
114147715,4,3,1.3333,多商品少次型用户
114354173,4,3,1.3333,多商品少次型用户
115876596,4,3,1.3333,多商品少次型用户
117785317,4,3,1.3333,多商品少次型用户
119949716,4,3,1.3333,多商品少次型用户
120455996,4,3,1.3333,多商品少次型用户
123062624,4,3,1.3333,多商品少次型用户
125186578,4,3,1.3333,多商品少次型用户
1588502,4,3,1.3333,多商品少次型用户
2364863,4,3,1.3333,多商品少次型用户
3864501,4,3,1.3333,多商品少次型用户
3914310,4,3,1.3333,多商品少次型用户
3919761,4,3,1.3333,多商品少次型用户
4755159,4,3,1.3333,多商品少次型用户
6062947,4,3,1.3333,多商品少次型用户
8359310,4,3,1.3333,多商品少次型用户
8747297,4,3,1.3333,多商品少次型用户
12731267,4,3,1.3333,多商品少次型用户
13836813,4,3,1.3333,多商品少次型用户
14235689,4,3,1.3333,多商品少次型用户
15706809,4,3,1.3333,多商品少次型用户
16269352,4,3,1.3333,多商品少次型用户
17825390,4,3,1.3333,多商品少次型用户
20516700,4,3,1.3333,多商品少次型用户
21505975,4,3,1.3333,多商品少次型用户
21993808,4,3,1.3333,多商品少次型用户
22995367,4,3,1.3333,多商品少次型用户
23793674,4,3,1.3333,多商品少次型用户
26801916,4,3,1.3333,多商品少次型用户
29020561,4,3,1.3333,多商品少次型用户
29855200,4,3,1.3333,多商品少次型用户
29881921,4,3,1.3333,多商品少次型用户
33513319,4,3,1.3333,多商品少次型用户
33956087,4,3,1.3333,多商品少次型用户
35639435,4,3,1.3333,多商品少次型用户
38016396,4,3,1.3333,多商品少次型用户
38019351,4,3,1.3333,多商品少次型用户
44444422,4,3,1.3333,多商品少次型用户
45163199,4,3,1.3333,多商品少次型用户
46433093,4,3,1.3333,多商品少次型用户
46661434,4,3,1.3333,多商品少次型用户
49911829,4,3,1.3333,多商品少次型用户
53920496,4,3,1.3333,多商品少次型用户
55219760,4,3,1.3333,多商品少次型用户
57074474,4,3,1.3333,多商品少次型用户
60457466,4,3,1.3333,多商品少次型用户
61975328,4,3,1.3333,多商品少次型用户
62107563,4,3,1.3333,多商品少次型用户
130868549,4,3,1.3333,多商品少次型用户
132223788,4,3,1.3333,多商品少次型用户
132540273,4,3,1.3333,多商品少次型用户
135131647,4,3,1.3333,多商品少次型用户
137116717,4,3,1.3333,多商品少次型用户
139059745,4,3,1.3333,多商品少次型用户
139443041,4,3,1.3333,多商品少次型用户
104084848,65,49,1.3265,多商品少次型用户
10297132,65,49,1.3265,多商品少次型用户
58812216,49,37,1.3243,多商品少次型用户
105313845,45,34,1.3235,多商品少次型用户
127668936,41,31,1.3226,多商品少次型用户
39430343,37,28,1.3214,多商品少次型用户
17340020,29,22,1.3182,多商品少次型用户
119278510,54,41,1.3171,多商品少次型用户
86011804,25,19,1.3158,多商品少次型用户
97327115,25,19,1.3158,多商品少次型用户
12322077,25,19,1.3158,多商品少次型用户
52057006,25,19,1.3158,多商品少次型用户
139725346,46,35,1.3143,多商品少次型用户
126192461,67,51,1.3137,多商品少次型用户
66232679,21,16,1.3125,多商品少次型用户
75888387,21,16,1.3125,多商品少次型用户
108912700,21,16,1.3125,多商品少次型用户
118770004,21,16,1.3125,多商品少次型用户
127654834,21,16,1.3125,多商品少次型用户
63853211,21,16,1.3125,多商品少次型用户
132397628,21,16,1.3125,多商品少次型用户
133378051,21,16,1.3125,多商品少次型用户
138524216,21,16,1.3125,多商品少次型用户
14281644,59,45,1.3111,多商品少次型用户
6336487,38,29,1.3103,多商品少次型用户
27115433,38,29,1.3103,多商品少次型用户
85633095,38,29,1.3103,多商品少次型用户
92706593,38,29,1.3103,多商品少次型用户
93704320,38,29,1.3103,多商品少次型用户
141754029,38,29,1.3103,多商品少次型用户
17908580,34,26,1.3077,多商品少次型用户
42599112,34,26,1.3077,多商品少次型用户
97824991,34,26,1.3077,多商品少次型用户
123867870,34,26,1.3077,多商品少次型用户
68008677,17,13,1.3077,多商品少次型用户
69383475,17,13,1.3077,多商品少次型用户
86563510,17,13,1.3077,多商品少次型用户
98809181,17,13,1.3077,多商品少次型用户
119149297,17,13,1.3077,多商品少次型用户
126014360,17,13,1.3077,多商品少次型用户
4271718,17,13,1.3077,多商品少次型用户
6478780,17,13,1.3077,多商品少次型用户
9660384,17,13,1.3077,多商品少次型用户
14759968,17,13,1.3077,多商品少次型用户
29582784,17,13,1.3077,多商品少次型用户
36964346,17,13,1.3077,多商品少次型用户
37970818,17,13,1.3077,多商品少次型用户
41868482,17,13,1.3077,多商品少次型用户
43488815,17,13,1.3077,多商品少次型用户
47289191,17,13,1.3077,多商品少次型用户
70157276,98,75,1.3067,多商品少次型用户
82905542,77,59,1.3051,多商品少次型用户
45649071,30,23,1.3043,多商品少次型用户
57454165,30,23,1.3043,多商品少次型用户
54970164,43,33,1.3030,多商品少次型用户
1857066,56,43,1.3023,多商品少次型用户
27626311,26,20,1.3000,多商品少次型用户
33116829,26,20,1.3000,多商品少次型用户
36582945,26,20,1.3000,多商品少次型用户
109647745,26,20,1.3000,多商品少次型用户
112186714,26,20,1.3000,多商品少次型用户
71211432,13,10,1.3000,多商品少次型用户
71712016,13,10,1.3000,多商品少次型用户
77128465,13,10,1.3000,多商品少次型用户
83929585,13,10,1.3000,多商品少次型用户
92280073,13,10,1.3000,多商品少次型用户
94287521,13,10,1.3000,多商品少次型用户
97595347,13,10,1.3000,多商品少次型用户
101534361,13,10,1.3000,多商品少次型用户
103141994,13,10,1.3000,多商品少次型用户
116752723,13,10,1.3000,多商品少次型用户
124560028,13,10,1.3000,多商品少次型用户
129894791,13,10,1.3000,多商品少次型用户
8443684,13,10,1.3000,多商品少次型用户
10960939,13,10,1.3000,多商品少次型用户
22207490,13,10,1.3000,多商品少次型用户
25455279,13,10,1.3000,多商品少次型用户
38373526,13,10,1.3000,多商品少次型用户
40557275,13,10,1.3000,多商品少次型用户
41265943,13,10,1.3000,多商品少次型用户
50242093,13,10,1.3000,多商品少次型用户
56210078,13,10,1.3000,多商品少次型用户
21605110,61,47,1.2979,多商品少次型用户
21562611,48,37,1.2973,多商品少次型用户
6814789,35,27,1.2963,多商品少次型用户
99674599,44,34,1.2941,多商品少次型用户
80378029,22,17,1.2941,多商品少次型用户
125441035,22,17,1.2941,多商品少次型用户
21131024,22,17,1.2941,多商品少次型用户
25952339,22,17,1.2941,多商品少次型用户
49105165,22,17,1.2941,多商品少次型用户
123227202,53,41,1.2927,多商品少次型用户
126046148,62,48,1.2917,多商品少次型用户
120378933,31,24,1.2917,多商品少次型用户
46344003,31,24,1.2917,多商品少次型用户
131932310,31,24,1.2917,多商品少次型用户
140951912,40,31,1.2903,多商品少次型用户
71702944,58,45,1.2889,多商品少次型用户
128055612,108,84,1.2857,多商品少次型用户
81633439,36,28,1.2857,多商品少次型用户
130844739,36,28,1.2857,多商品少次型用户
24690079,36,28,1.2857,多商品少次型用户
28235535,36,28,1.2857,多商品少次型用户
19708378,27,21,1.2857,多商品少次型用户
54133893,27,21,1.2857,多商品少次型用户
90853436,27,21,1.2857,多商品少次型用户
78467491,18,14,1.2857,多商品少次型用户
81904568,18,14,1.2857,多商品少次型用户
81960712,18,14,1.2857,多商品少次型用户
93795297,18,14,1.2857,多商品少次型用户
97045271,18,14,1.2857,多商品少次型用户
103149203,18,14,1.2857,多商品少次型用户
116936170,18,14,1.2857,多商品少次型用户
9560592,18,14,1.2857,多商品少次型用户
22621152,18,14,1.2857,多商品少次型用户
35721757,18,14,1.2857,多商品少次型用户
39454183,18,14,1.2857,多商品少次型用户
42210592,18,14,1.2857,多商品少次型用户
60756149,18,14,1.2857,多商品少次型用户
60815533,18,14,1.2857,多商品少次型用户
130547450,18,14,1.2857,多商品少次型用户
135582975,18,14,1.2857,多商品少次型用户
140628062,18,14,1.2857,多商品少次型用户
130998493,9,7,1.2857,多商品少次型用户
131767978,9,7,1.2857,多商品少次型用户
132321221,9,7,1.2857,多商品少次型用户
132469710,9,7,1.2857,多商品少次型用户
133723602,9,7,1.2857,多商品少次型用户
133838164,9,7,1.2857,多商品少次型用户
135968605,9,7,1.2857,多商品少次型用户
137213849,9,7,1.2857,多商品少次型用户
137996255,9,7,1.2857,多商品少次型用户
70745586,9,7,1.2857,多商品少次型用户
73525853,9,7,1.2857,多商品少次型用户
78722474,9,7,1.2857,多商品少次型用户
81541985,9,7,1.2857,多商品少次型用户
88122205,9,7,1.2857,多商品少次型用户
89644945,9,7,1.2857,多商品少次型用户
89854830,9,7,1.2857,多商品少次型用户
92796025,9,7,1.2857,多商品少次型用户
95548781,9,7,1.2857,多商品少次型用户
96639792,9,7,1.2857,多商品少次型用户
97169173,9,7,1.2857,多商品少次型用户
97318772,9,7,1.2857,多商品少次型用户
99052668,9,7,1.2857,多商品少次型用户
100559064,9,7,1.2857,多商品少次型用户
100875707,9,7,1.2857,多商品少次型用户
106025785,9,7,1.2857,多商品少次型用户
110061776,9,7,1.2857,多商品少次型用户
111124413,9,7,1.2857,多商品少次型用户
112938311,9,7,1.2857,多商品少次型用户
121357428,9,7,1.2857,多商品少次型用户
156608,9,7,1.2857,多商品少次型用户
1533885,9,7,1.2857,多商品少次型用户
3763394,9,7,1.2857,多商品少次型用户
5236221,9,7,1.2857,多商品少次型用户
5485673,9,7,1.2857,多商品少次型用户
8445368,9,7,1.2857,多商品少次型用户
11089553,9,7,1.2857,多商品少次型用户
13161427,9,7,1.2857,多商品少次型用户
16511689,9,7,1.2857,多商品少次型用户
21363716,9,7,1.2857,多商品少次型用户
22859350,9,7,1.2857,多商品少次型用户
25142712,9,7,1.2857,多商品少次型用户
27850931,9,7,1.2857,多商品少次型用户
27964788,9,7,1.2857,多商品少次型用户
35272739,9,7,1.2857,多商品少次型用户
41233588,9,7,1.2857,多商品少次型用户
44711100,9,7,1.2857,多商品少次型用户
50698254,9,7,1.2857,多商品少次型用户
52844100,9,7,1.2857,多商品少次型用户
53451276,9,7,1.2857,多商品少次型用户
53621147,9,7,1.2857,多商品少次型用户
26277198,41,32,1.2813,多商品少次型用户
63583265,41,32,1.2813,多商品少次型用户
96583102,96,75,1.2800,多商品少次型用户
36513563,64,50,1.2800,多商品少次型用户
632347,55,43,1.2791,多商品少次型用户
95898771,46,36,1.2778,多商品少次型用户
76352172,23,18,1.2778,多商品少次型用户
79824809,23,18,1.2778,多商品少次型用户
85053285,23,18,1.2778,多商品少次型用户
89962630,23,18,1.2778,多商品少次型用户
93232203,23,18,1.2778,多商品少次型用户
136108072,23,18,1.2778,多商品少次型用户
137204928,23,18,1.2778,多商品少次型用户
44914992,23,18,1.2778,多商品少次型用户
8596951,37,29,1.2759,多商品少次型用户
120305341,37,29,1.2759,多商品少次型用户
128246403,37,29,1.2759,多商品少次型用户
112570004,51,40,1.2750,多商品少次型用户
134109810,51,40,1.2750,多商品少次型用户
110976685,130,102,1.2745,多商品少次型用户
71406451,65,51,1.2745,多商品少次型用户
79253885,98,77,1.2727,多商品少次型用户
83275852,56,44,1.2727,多商品少次型用户
122266056,56,44,1.2727,多商品少次型用户
43592945,56,44,1.2727,多商品少次型用户
65236751,28,22,1.2727,多商品少次型用户
114726208,28,22,1.2727,多商品少次型用户
89327430,14,11,1.2727,多商品少次型用户
100273837,14,11,1.2727,多商品少次型用户
107287661,14,11,1.2727,多商品少次型用户
116527079,14,11,1.2727,多商品少次型用户
121639491,14,11,1.2727,多商品少次型用户
121680466,14,11,1.2727,多商品少次型用户
8452470,14,11,1.2727,多商品少次型用户
12568217,14,11,1.2727,多商品少次型用户
22425841,14,11,1.2727,多商品少次型用户
22734359,14,11,1.2727,多商品少次型用户
40973276,14,11,1.2727,多商品少次型用户
46611643,14,11,1.2727,多商品少次型用户
47675537,14,11,1.2727,多商品少次型用户
48862112,14,11,1.2727,多商品少次型用户
50747233,14,11,1.2727,多商品少次型用户
53788912,14,11,1.2727,多商品少次型用户
61443186,14,11,1.2727,多商品少次型用户
63973702,14,11,1.2727,多商品少次型用户
132884009,14,11,1.2727,多商品少次型用户
141094962,14,11,1.2727,多商品少次型用户
71714329,117,92,1.2717,多商品少次型用户
14067253,47,37,1.2703,多商品少次型用户
113431690,99,78,1.2692,多商品少次型用户
122003638,66,52,1.2692,多商品少次型用户
111786935,33,26,1.2692,多商品少次型用户
107874169,71,56,1.2679,多商品少次型用户
74163297,57,45,1.2667,多商品少次型用户
84949737,57,45,1.2667,多商品少次型用户
99968428,38,30,1.2667,多商品少次型用户
135861598,38,30,1.2667,多商品少次型用户
17672892,38,30,1.2667,多商品少次型用户
39526193,19,15,1.2667,多商品少次型用户
43300693,19,15,1.2667,多商品少次型用户
55207467,19,15,1.2667,多商品少次型用户
57628198,19,15,1.2667,多商品少次型用户
101190507,19,15,1.2667,多商品少次型用户
105069110,19,15,1.2667,多商品少次型用户
116852827,19,15,1.2667,多商品少次型用户
117301497,19,15,1.2667,多商品少次型用户
67033795,43,34,1.2647,多商品少次型用户
59422637,67,53,1.2642,多商品少次型用户
100027681,48,38,1.2632,多商品少次型用户
100086267,48,38,1.2632,多商品少次型用户
71734567,24,19,1.2632,多商品少次型用户
100014060,24,19,1.2632,多商品少次型用户
112503956,24,19,1.2632,多商品少次型用户
2003464,24,19,1.2632,多商品少次型用户
32681100,24,19,1.2632,多商品少次型用户
133825480,24,19,1.2632,多商品少次型用户
139019375,24,19,1.2632,多商品少次型用户
21465106,116,92,1.2609,多商品少次型用户
11141921,29,23,1.2609,多商品少次型用户
23613746,29,23,1.2609,多商品少次型用户
57548588,29,23,1.2609,多商品少次型用户
79403111,29,23,1.2609,多商品少次型用户
83073587,29,23,1.2609,多商品少次型用户
127691807,29,23,1.2609,多商品少次型用户
125110045,63,50,1.2600,多商品少次型用户
79787742,39,31,1.2581,多商品少次型用户
99346682,39,31,1.2581,多商品少次型用户
125411948,39,31,1.2581,多商品少次型用户
50244004,127,101,1.2574,多商品少次型用户
7892881,44,35,1.2571,多商品少次型用户
68784328,44,35,1.2571,多商品少次型用户
72167112,44,35,1.2571,多商品少次型用户
76143991,44,35,1.2571,多商品少次型用户
117968156,44,35,1.2571,多商品少次型用户
123848007,44,35,1.2571,多商品少次型用户
108829095,49,39,1.2564,多商品少次型用户
81444684,84,67,1.2537,多商品少次型用户
89426847,65,52,1.2500,多商品少次型用户
54725247,50,40,1.2500,多商品少次型用户
22444189,40,32,1.2500,多商品少次型用户
43794910,40,32,1.2500,多商品少次型用户
124982206,40,32,1.2500,多商品少次型用户
110483148,35,28,1.2500,多商品少次型用户
122822446,35,28,1.2500,多商品少次型用户
8197937,35,28,1.2500,多商品少次型用户
4137745,30,24,1.2500,多商品少次型用户
19388858,25,20,1.2500,多商品少次型用户
27508149,25,20,1.2500,多商品少次型用户
73202533,25,20,1.2500,多商品少次型用户
90996726,25,20,1.2500,多商品少次型用户
98607707,25,20,1.2500,多商品少次型用户
133788184,25,20,1.2500,多商品少次型用户
135159590,25,20,1.2500,多商品少次型用户
140723279,25,20,1.2500,多商品少次型用户
6452476,20,16,1.2500,多商品少次型用户
34495668,20,16,1.2500,多商品少次型用户
53569008,20,16,1.2500,多商品少次型用户
63823409,20,16,1.2500,多商品少次型用户
77661755,20,16,1.2500,多商品少次型用户
85110777,20,16,1.2500,多商品少次型用户
90479167,20,16,1.2500,多商品少次型用户
104735935,20,16,1.2500,多商品少次型用户
65848846,15,12,1.2500,多商品少次型用户
66699196,15,12,1.2500,多商品少次型用户
70891589,15,12,1.2500,多商品少次型用户
71582654,15,12,1.2500,多商品少次型用户
72391099,15,12,1.2500,多商品少次型用户
73881418,15,12,1.2500,多商品少次型用户
74554840,15,12,1.2500,多商品少次型用户
75702827,15,12,1.2500,多商品少次型用户
81814142,15,12,1.2500,多商品少次型用户
83262957,15,12,1.2500,多商品少次型用户
87526438,15,12,1.2500,多商品少次型用户
95687290,15,12,1.2500,多商品少次型用户
95839581,15,12,1.2500,多商品少次型用户
102057111,15,12,1.2500,多商品少次型用户
111276571,15,12,1.2500,多商品少次型用户
121814113,15,12,1.2500,多商品少次型用户
134806923,15,12,1.2500,多商品少次型用户
142168798,15,12,1.2500,多商品少次型用户
501286,15,12,1.2500,多商品少次型用户
3792677,15,12,1.2500,多商品少次型用户
9180621,15,12,1.2500,多商品少次型用户
25841169,15,12,1.2500,多商品少次型用户
26949426,15,12,1.2500,多商品少次型用户
28370474,15,12,1.2500,多商品少次型用户
52571164,15,12,1.2500,多商品少次型用户
55694827,15,12,1.2500,多商品少次型用户
64207025,15,12,1.2500,多商品少次型用户
1963813,10,8,1.2500,多商品少次型用户
8499333,10,8,1.2500,多商品少次型用户
9556056,10,8,1.2500,多商品少次型用户
9790596,10,8,1.2500,多商品少次型用户
12906922,10,8,1.2500,多商品少次型用户
17757827,10,8,1.2500,多商品少次型用户
18292376,10,8,1.2500,多商品少次型用户
20909974,10,8,1.2500,多商品少次型用户
21115351,10,8,1.2500,多商品少次型用户
21400875,10,8,1.2500,多商品少次型用户
22600903,10,8,1.2500,多商品少次型用户
26742658,10,8,1.2500,多商品少次型用户
26764288,10,8,1.2500,多商品少次型用户
29246035,10,8,1.2500,多商品少次型用户
30314033,10,8,1.2500,多商品少次型用户
32445953,10,8,1.2500,多商品少次型用户
35428862,10,8,1.2500,多商品少次型用户
35604043,10,8,1.2500,多商品少次型用户
35896466,10,8,1.2500,多商品少次型用户
35948167,10,8,1.2500,多商品少次型用户
38642555,10,8,1.2500,多商品少次型用户
44041747,10,8,1.2500,多商品少次型用户
49396813,10,8,1.2500,多商品少次型用户
55136020,10,8,1.2500,多商品少次型用户
56840376,10,8,1.2500,多商品少次型用户
58011702,10,8,1.2500,多商品少次型用户
59419662,10,8,1.2500,多商品少次型用户
59691950,10,8,1.2500,多商品少次型用户
59779793,10,8,1.2500,多商品少次型用户
64030719,10,8,1.2500,多商品少次型用户
65116572,10,8,1.2500,多商品少次型用户
67893893,10,8,1.2500,多商品少次型用户
68187441,10,8,1.2500,多商品少次型用户
71796341,10,8,1.2500,多商品少次型用户
73232978,10,8,1.2500,多商品少次型用户
86674738,10,8,1.2500,多商品少次型用户
94723090,10,8,1.2500,多商品少次型用户
99286584,10,8,1.2500,多商品少次型用户
101898979,10,8,1.2500,多商品少次型用户
102418389,10,8,1.2500,多商品少次型用户
103980016,10,8,1.2500,多商品少次型用户
107680357,10,8,1.2500,多商品少次型用户
111144279,10,8,1.2500,多商品少次型用户
111213707,10,8,1.2500,多商品少次型用户
114115113,10,8,1.2500,多商品少次型用户
122195291,10,8,1.2500,多商品少次型用户
122742392,10,8,1.2500,多商品少次型用户
126940947,10,8,1.2500,多商品少次型用户
131318750,10,8,1.2500,多商品少次型用户
138390959,10,8,1.2500,多商品少次型用户
132455644,5,4,1.2500,多商品少次型用户
132928999,5,4,1.2500,多商品少次型用户
137280366,5,4,1.2500,多商品少次型用户
138551234,5,4,1.2500,多商品少次型用户
138554874,5,4,1.2500,多商品少次型用户
139590290,5,4,1.2500,多商品少次型用户
140801686,5,4,1.2500,多商品少次型用户
4374427,5,4,1.2500,多商品少次型用户
5223307,5,4,1.2500,多商品少次型用户
7874812,5,4,1.2500,多商品少次型用户
11408482,5,4,1.2500,多商品少次型用户
11561834,5,4,1.2500,多商品少次型用户
12202456,5,4,1.2500,多商品少次型用户
13099562,5,4,1.2500,多商品少次型用户
13527121,5,4,1.2500,多商品少次型用户
13625542,5,4,1.2500,多商品少次型用户
14389364,5,4,1.2500,多商品少次型用户
15503033,5,4,1.2500,多商品少次型用户
17655263,5,4,1.2500,多商品少次型用户
18216712,5,4,1.2500,多商品少次型用户
24759174,5,4,1.2500,多商品少次型用户
25173367,5,4,1.2500,多商品少次型用户
25480257,5,4,1.2500,多商品少次型用户
25701566,5,4,1.2500,多商品少次型用户
26071320,5,4,1.2500,多商品少次型用户
28351817,5,4,1.2500,多商品少次型用户
29226661,5,4,1.2500,多商品少次型用户
32919395,5,4,1.2500,多商品少次型用户
34346607,5,4,1.2500,多商品少次型用户
35604872,5,4,1.2500,多商品少次型用户
36757197,5,4,1.2500,多商品少次型用户
40070893,5,4,1.2500,多商品少次型用户
42723928,5,4,1.2500,多商品少次型用户
44220176,5,4,1.2500,多商品少次型用户
44710562,5,4,1.2500,多商品少次型用户
44985159,5,4,1.2500,多商品少次型用户
46408460,5,4,1.2500,多商品少次型用户
48123195,5,4,1.2500,多商品少次型用户
49279997,5,4,1.2500,多商品少次型用户
51123305,5,4,1.2500,多商品少次型用户
52394552,5,4,1.2500,多商品少次型用户
52431232,5,4,1.2500,多商品少次型用户
54200331,5,4,1.2500,多商品少次型用户
54368655,5,4,1.2500,多商品少次型用户
54465497,5,4,1.2500,多商品少次型用户
59174013,5,4,1.2500,多商品少次型用户
59241675,5,4,1.2500,多商品少次型用户
59783248,5,4,1.2500,多商品少次型用户
61887588,5,4,1.2500,多商品少次型用户
63080911,5,4,1.2500,多商品少次型用户
64798736,5,4,1.2500,多商品少次型用户
64804685,5,4,1.2500,多商品少次型用户
67166709,5,4,1.2500,多商品少次型用户
67386849,5,4,1.2500,多商品少次型用户
67840643,5,4,1.2500,多商品少次型用户
69289834,5,4,1.2500,多商品少次型用户
69631141,5,4,1.2500,多商品少次型用户
70664874,5,4,1.2500,多商品少次型用户
71452131,5,4,1.2500,多商品少次型用户
71908437,5,4,1.2500,多商品少次型用户
75845612,5,4,1.2500,多商品少次型用户
78804173,5,4,1.2500,多商品少次型用户
80031113,5,4,1.2500,多商品少次型用户
82144399,5,4,1.2500,多商品少次型用户
83000130,5,4,1.2500,多商品少次型用户
84167844,5,4,1.2500,多商品少次型用户
84766191,5,4,1.2500,多商品少次型用户
85532545,5,4,1.2500,多商品少次型用户
88196998,5,4,1.2500,多商品少次型用户
91235467,5,4,1.2500,多商品少次型用户
91256329,5,4,1.2500,多商品少次型用户
91910769,5,4,1.2500,多商品少次型用户
93444311,5,4,1.2500,多商品少次型用户
94864441,5,4,1.2500,多商品少次型用户
99851929,5,4,1.2500,多商品少次型用户
100674178,5,4,1.2500,多商品少次型用户
102281568,5,4,1.2500,多商品少次型用户
104468262,5,4,1.2500,多商品少次型用户
106753864,5,4,1.2500,多商品少次型用户
108952067,5,4,1.2500,多商品少次型用户
110370435,5,4,1.2500,多商品少次型用户
112846816,5,4,1.2500,多商品少次型用户
114305854,5,4,1.2500,多商品少次型用户
114307712,5,4,1.2500,多商品少次型用户
114352631,5,4,1.2500,多商品少次型用户
116896377,5,4,1.2500,多商品少次型用户
121064234,5,4,1.2500,多商品少次型用户
121314594,5,4,1.2500,多商品少次型用户
122127516,5,4,1.2500,多商品少次型用户
122241072,5,4,1.2500,多商品少次型用户
123140704,5,4,1.2500,多商品少次型用户
123157899,5,4,1.2500,多商品少次型用户
123710751,5,4,1.2500,多商品少次型用户
125301071,5,4,1.2500,多商品少次型用户
127020156,5,4,1.2500,多商品少次型用户
127795742,5,4,1.2500,多商品少次型用户
128066004,5,4,1.2500,多商品少次型用户
5424550,101,81,1.2469,多商品少次型用户
90035027,71,57,1.2456,多商品少次型用户
102042828,66,53,1.2453,多商品少次型用户
37402030,56,45,1.2444,多商品少次型用户
105346865,46,37,1.2432,多商品少次型用户
8679255,72,58,1.2414,多商品少次型用户
17216075,36,29,1.2414,多商品少次型用户
28623961,36,29,1.2414,多商品少次型用户
61506078,36,29,1.2414,多商品少次型用户
131538712,36,29,1.2414,多商品少次型用户
98308778,36,29,1.2414,多商品少次型用户
88691490,62,50,1.2400,多商品少次型用户
93970634,31,25,1.2400,多商品少次型用户
98084033,31,25,1.2400,多商品少次型用户
116567678,31,25,1.2400,多商品少次型用户
5066694,31,25,1.2400,多商品少次型用户
31503308,31,25,1.2400,多商品少次型用户
32831611,31,25,1.2400,多商品少次型用户
135981623,31,25,1.2400,多商品少次型用户
137175187,31,25,1.2400,多商品少次型用户
86017186,88,71,1.2394,多商品少次型用户
69144178,57,46,1.2391,多商品少次型用户
70689524,26,21,1.2381,多商品少次型用户
82245480,26,21,1.2381,多商品少次型用户
89710336,26,21,1.2381,多商品少次型用户
92949931,26,21,1.2381,多商品少次型用户
93842000,26,21,1.2381,多商品少次型用户
104569658,26,21,1.2381,多商品少次型用户
704891,26,21,1.2381,多商品少次型用户
93675262,167,135,1.2370,多商品少次型用户
6222588,47,38,1.2368,多商品少次型用户
33448326,225,182,1.2363,多商品少次型用户
33797179,63,51,1.2353,多商品少次型用户
74067634,42,34,1.2353,多商品少次型用户
76732078,21,17,1.2353,多商品少次型用户
78462766,21,17,1.2353,多商品少次型用户
85296442,21,17,1.2353,多商品少次型用户
88945335,21,17,1.2353,多商品少次型用户
94637132,21,17,1.2353,多商品少次型用户
94883880,21,17,1.2353,多商品少次型用户
105837655,21,17,1.2353,多商品少次型用户
109927373,21,17,1.2353,多商品少次型用户
138712753,21,17,1.2353,多商品少次型用户
3328558,21,17,1.2353,多商品少次型用户
27090424,21,17,1.2353,多商品少次型用户
29326716,21,17,1.2353,多商品少次型用户
29983125,21,17,1.2353,多商品少次型用户
43032378,21,17,1.2353,多商品少次型用户
47257431,21,17,1.2353,多商品少次型用户
48920955,21,17,1.2353,多商品少次型用户
44193672,142,115,1.2348,多商品少次型用户
9710339,58,47,1.2340,多商品少次型用户
50346435,37,30,1.2333,多商品少次型用户
63489689,37,30,1.2333,多商品少次型用户
123006863,53,43,1.2326,多商品少次型用户
4364079,69,56,1.2321,多商品少次型用户
1926899,101,82,1.2317,多商品少次型用户
9219164,48,39,1.2308,多商品少次型用户
121306092,48,39,1.2308,多商品少次型用户
84517694,32,26,1.2308,多商品少次型用户
91239449,32,26,1.2308,多商品少次型用户
120622810,32,26,1.2308,多商品少次型用户
127825359,32,26,1.2308,多商品少次型用户
31076937,32,26,1.2308,多商品少次型用户
1485361,16,13,1.2308,多商品少次型用户
11917811,16,13,1.2308,多商品少次型用户
18301670,16,13,1.2308,多商品少次型用户
20754693,16,13,1.2308,多商品少次型用户
38048555,16,13,1.2308,多商品少次型用户
42089925,16,13,1.2308,多商品少次型用户
49512453,16,13,1.2308,多商品少次型用户
49848032,16,13,1.2308,多商品少次型用户
55055762,16,13,1.2308,多商品少次型用户
59564210,16,13,1.2308,多商品少次型用户
72436782,16,13,1.2308,多商品少次型用户
88735921,16,13,1.2308,多商品少次型用户
100366139,16,13,1.2308,多商品少次型用户
101257188,16,13,1.2308,多商品少次型用户
105419801,16,13,1.2308,多商品少次型用户
110615671,16,13,1.2308,多商品少次型用户
117373774,16,13,1.2308,多商品少次型用户
117957849,16,13,1.2308,多商品少次型用户
121085565,16,13,1.2308,多商品少次型用户
129303952,16,13,1.2308,多商品少次型用户
139435539,107,87,1.2299,多商品少次型用户
52580712,59,48,1.2292,多商品少次型用户
132057506,43,35,1.2286,多商品少次型用户
43052420,70,57,1.2281,多商品少次型用户
75500533,81,66,1.2273,多商品少次型用户
70486234,54,44,1.2273,多商品少次型用户
74920552,27,22,1.2273,多商品少次型用户
79973073,27,22,1.2273,多商品少次型用户
107628666,27,22,1.2273,多商品少次型用户
112891397,27,22,1.2273,多商品少次型用户
109928088,38,31,1.2258,多商品少次型用户
116481997,38,31,1.2258,多商品少次型用户
