most_visited_category,user_id,category_behavior_count,total_behavior_count
3673,120330409,69,1150
3673,84465830,205,1095
3673,92984080,142,948
3673,113248155,120,818
3673,136649602,80,818
3673,33503479,70,750
3673,23085950,137,740
3673,122579585,122,710
3673,26573714,86,663
3673,22139217,136,637
3673,31178340,109,566
3673,112148241,30,489
3673,97763004,42,482
3673,56096607,88,475
3673,72767439,61,458
3673,140628062,37,450
3673,46611643,60,448
3673,104884471,27,378
3673,74266044,69,370
3673,28533948,26,353
3673,101685919,40,321
3673,111481622,67,315
3673,26087047,43,297
3673,28011137,30,275
3673,44614693,30,243
3673,114354173,22,204
3673,57115045,21,139
3673,18910742,16,105
3673,217996,15,72
3673,79302874,14,57
3673,783072,20,47
3673,26221045,9,33
3673,678552,6,14
3674,8446375,41,118
3682,30080377,22,238
3687,73870155,385,4211
3687,122721008,518,3823
3687,87942719,285,3434
3687,53560831,507,3202
3687,63052028,642,3100
3687,72148706,384,2328
3687,76143991,168,1521
3687,112941292,261,1372
3687,40456641,214,1306
3687,30905877,104,1006
3687,30717687,109,806
3687,24811681,180,783
3687,29150925,50,725
3687,7780072,115,605
3687,27422586,64,575
3687,19442807,40,394
3687,58129501,114,393
3687,86075690,77,376
3687,42527310,93,296
3687,139214877,77,240
3690,63223782,36,269
3747,137385958,118,1544
3760,69953834,560,3538
3760,17328648,358,2332
3760,119416849,182,2001
3760,89831149,63,1312
3760,81584249,96,1184
3760,105026849,148,1134
3760,27636346,222,958
3760,105638508,142,876
3760,92600747,76,757
3760,56878355,270,604
3760,98810118,66,549
3760,77134757,52,523
3760,19478600,80,446
3760,100644641,178,354
3760,133519239,54,229
3760,93867217,39,188
3783,77374787,1307,10779
3783,4364079,443,7241
3783,8917150,904,3535
3783,134233776,316,3153
3783,104084848,253,2905
3783,47109361,562,2660
3783,39413973,233,2511
3783,68358561,241,2509
3783,39367110,129,2309
3783,131466845,243,1965
3783,96545886,106,1825
3783,34798858,273,1767
3783,32874098,200,1758
3783,132617033,146,1736
3783,6336487,134,1725
3783,64309062,550,1710
3783,2675166,223,1606
3783,20663978,234,1565
3783,92663754,191,1405
3783,50343169,340,1389
3783,133480628,126,1345
3783,68597206,161,1332
3783,127071641,311,1304
3783,95064712,116,1243
3783,23341818,351,1237
3783,59127538,323,1188
3783,26857882,111,1095
3783,65327272,177,985
3783,137068806,134,969
3783,88111941,83,942
3783,8581353,106,904
3783,100968525,141,893
3783,89918724,239,867
3783,127896334,113,861
3783,20376137,99,850
3783,31557701,161,838
3783,25187340,81,786
3783,7391440,77,783
3783,12636431,155,723
3783,10265423,178,550
3783,109562333,99,448
3783,66538937,128,430
3783,130125431,165,378
3783,97297923,50,371
3783,100570607,60,352
3783,112329101,95,339
3783,34477360,41,326
3783,103696022,53,318
3783,119470128,34,295
3783,18950879,37,290
3783,82263291,68,280
3783,44875328,41,236
3783,33005419,74,206
3783,130242045,77,186
3783,138187775,12,112
3783,133912341,20,110
3783,115702436,7,50
3783,92067434,11,36
3789,4524349,292,1397
3789,141290489,65,663
3798,81586383,160,4255
3798,60159990,312,2903
3798,118425520,119,1825
3798,129226331,144,1721
3798,20497713,89,1580
3798,139774835,139,1438
3798,51169540,344,1286
3798,98555860,146,1229
3798,11827113,78,1045
3798,140351939,63,926
3798,21362103,53,912
3798,124323271,67,894
3798,52741439,105,851
3798,56199602,154,831
3798,23231484,97,787
3798,56161120,54,751
3798,23827809,36,536
3798,122889226,92,523
3798,74335554,111,505
3798,113619626,92,451
3798,35019298,79,420
3798,11726782,64,365
3798,112843988,33,246
3798,82144399,60,198
3798,86730643,13,138
3798,88239724,41,116
3798,137765713,11,76
3798,82465279,39,74
3833,117801453,387,3927
3833,128960133,250,3800
3842,130625319,13,87
3843,88884665,148,669
3843,102550958,51,561
3843,45022376,216,370
3845,55441310,66,242
3846,91301440,137,1936
3846,112186714,41,543
3846,55882028,21,308
3846,137428887,17,297
3846,77044248,43,283
3846,90500697,28,144
3846,11904220,18,85
3846,121675454,5,29
3862,129809988,577,5322
3862,110849747,224,1869
3862,30915717,17,87
3877,91833401,6,10
3892,128217950,1427,3706
3892,138891580,455,3466
3892,107683230,282,3064
3892,71969934,156,2678
3892,24313362,96,1752
3892,11141921,211,1721
3892,28826774,155,1569
3892,141388703,131,1365
3892,18672396,111,744
3892,3927253,272,652
3892,20320170,60,532
3892,119257966,44,524
3892,123899957,41,513
3892,72890914,93,419
3892,140643525,106,414
3892,108382766,99,394
3892,128941078,77,331
3892,76080602,66,265
3892,97146302,32,258
3892,134279547,29,127
3898,39526193,667,7282
3898,124561281,308,4431
3898,127641845,276,2985
3898,24658436,394,1302
3898,139250001,229,888
3898,50721809,132,605
3898,59495705,137,490
3898,22319406,65,332
3898,113801131,10,21
3905,125070791,122,1470
3921,65149825,59,852
3925,111276571,248,2004
3925,138184722,40,205
3940,54007195,723,3425
3940,29373526,222,1583
3940,21400875,91,1576
3940,103871858,92,1525
3940,80390220,95,616
3940,55576078,157,598
3940,43109583,73,586
3940,90934700,47,363
3940,86062140,113,290
3942,31456519,382,3058
3942,55050954,287,2232
3942,99926967,138,1974
3942,19145056,183,1426
3942,55415825,162,821
3942,80563035,70,792
3942,9367616,112,721
3942,25128484,67,609
3942,100625191,43,394
3942,69347492,104,236
3942,32812781,43,175
3942,89004886,24,138
3942,124941936,19,135
3942,17172693,28,114
3942,3808025,106,109
3942,110434555,13,90
3942,43801317,50,80
3942,113922474,34,51
3942,116778753,28,50
3942,47068102,27,35
3942,68597508,16,32
3942,73031965,18,31
3942,17220524,7,30
3944,127939985,45,352
3947,27541947,74,1210
3956,98609754,111,841
3956,75393724,29,209
3960,141444223,756,2483
3960,96356617,130,1149
3960,59178238,132,940
3960,142368840,186,914
3960,125577545,88,906
3960,74077719,57,814
3960,41993155,86,736
3960,59763374,77,594
3960,36863326,76,539
3960,120078898,86,520
3960,94489517,52,205
3960,70237977,8,56
3975,58437782,225,2483
3975,107552130,178,1773
3975,38219792,97,646
3975,1105998,271,534
3979,78566320,298,2006
3979,36542583,58,1074
3979,47333914,78,876
3979,20942421,31,310
3979,46408460,57,254
4008,46313814,845,1869
4008,92454730,420,1695
4008,157097,102,1502
4008,135968605,125,874
4008,117262198,101,647
4008,8455780,113,619
4008,7053874,50,451
4008,3914310,71,385
4008,70168568,46,301
4008,62918630,71,258
4008,96962284,41,172
4008,75586844,27,137
4008,86929922,24,117
4008,46661434,14,114
4008,22107955,11,83
4008,29726098,33,79
4008,115651143,16,16
4008,60534988,9,13
4025,39903978,43,651
4034,140910777,19,329
4050,14298533,39,278
4076,82389748,331,1340
4076,413178,309,1024
4076,78206223,182,721
4076,38011304,29,478
4076,3066501,73,380
4076,121886720,8,8
4083,27596072,16,215
4110,62944220,32,233
4111,1259845,53,1052
4116,131538712,295,5635
4116,76732078,195,2794
4116,58871895,158,1855
4116,28097175,177,1797
4116,63910679,60,1338
4116,15237890,273,1117
4116,106286487,180,813
4116,106295017,117,779
4116,1034452,18,81
4127,123118241,55,329
4147,5786548,80,436
4153,74056904,36,295
4172,35853904,134,785
4172,127476105,22,254
4183,33517755,51,837
4190,22378126,78,1040
4190,138324819,137,814
4190,94047716,41,711
4190,13683475,32,348
4190,24540552,16,80
4190,26817919,26,54
4210,83313393,288,828
4210,101016413,27,96
4213,76879190,241,2425
4213,1022699,169,1567
4213,86012881,51,1079
4213,77630573,46,761
4213,60352954,85,737
4213,58089074,81,571
4213,39017588,81,432
4213,126551577,78,403
4213,94224118,39,387
4213,88276305,52,235
4213,27758941,55,226
4228,25874658,14,91
4230,109211848,17,109
4244,62925833,59,347
4245,131785898,176,1968
4245,135455673,152,1933
4245,109553291,334,1612
4245,26920547,166,1425
4245,100753537,128,1186
4245,93850991,74,1092
4245,113135549,114,959
4245,142073213,149,745
4245,93284287,101,739
4245,139885879,73,713
4245,45069561,69,692
4245,57062999,78,679
4245,75326382,106,676
4245,27625670,86,656
4245,121948387,70,637
4245,5626464,72,602
4245,62603897,70,598
4245,41774315,92,565
4245,6014239,74,539
4245,41261027,78,491
4245,111894319,65,490
4245,97512117,79,453
4245,117957849,54,453
4245,43622802,96,450
4245,45773960,62,436
4245,32145882,51,387
4245,86800877,97,335
4245,62443822,53,323
4245,11007737,65,322
4245,57450756,36,321
4245,138442756,57,312
4245,58327324,55,310
4245,87861593,34,297
4245,23687099,37,294
4245,20536795,30,269
4245,53135843,53,261
4245,43587789,52,260
4245,117063879,22,249
4245,56946643,46,247
4245,61657695,27,209
4245,139944915,58,201
4245,61636536,18,155
4245,127238930,17,139
4245,105630599,15,72
4245,137089292,12,63
4245,112217162,7,36
4245,12093186,6,35
4245,130461388,11,29
4247,84826816,71,873
4247,97089469,119,843
4250,97181356,214,3070
4250,36513563,198,2803
4250,12990018,89,723
4254,69521301,111,2583
4254,86901628,289,826
4264,131514258,152,2632
4264,44908934,475,2419
4264,76599103,190,2295
4264,116409191,118,2185
4264,50010860,140,2066
4264,74645093,157,1883
4264,47439748,141,1204
4264,109623749,106,787
4264,46010057,90,631
4264,64463199,80,565
4264,103039905,49,190
4269,75292590,622,5416
4269,95301715,451,3056
4269,57808521,916,1905
4269,104849552,106,1226
4269,31183701,125,1022
4269,134120527,87,959
4269,79947662,111,911
4269,72371406,81,891
4269,21536694,74,566
4269,131310532,41,450
4269,61247967,62,436
4269,68008677,53,304
4269,127020436,53,228
4269,30107666,23,66
4269,46058933,32,46
4273,82643414,54,205
4276,121979409,707,1023
4288,36648599,24,97
4296,100326985,497,6770
4296,129377104,947,5308
4296,88815441,311,4868
4296,129894791,286,3787
4296,128289511,305,3259
4296,124926433,429,2991
4296,110007607,370,2937
4296,73232978,147,2524
4296,90707560,256,2424
4296,137829350,328,2372
4296,132966536,304,1979
4296,116527079,141,1511
4296,12522187,102,1312
4296,100211157,56,1075
4296,109128473,64,815
4296,13006367,171,645
4296,110601488,58,632
4296,41021470,59,549
4296,59746563,54,470
4296,53253442,79,436
4296,34014128,74,284
4296,24487604,97,267
4296,13162008,44,191
4296,25456026,29,125
4296,110497780,16,50
4303,80214639,63,558
4329,37820897,30,174
4333,130547450,516,7442
4333,22278371,244,2170
4333,75845612,248,1011
4333,55274592,66,562
4333,69462679,56,416
4333,35427753,32,191
4333,57299030,26,191
4333,75428179,27,77
4333,102825414,27,63
4364,38222533,189,1118
4364,18519220,58,736
4370,135402088,741,9606
4370,77306409,585,3442
4370,135756066,224,3159
4370,69505718,172,3027
4370,17816597,332,2901
4370,13869219,205,2625
4370,109548579,298,2429
4370,21386838,182,2335
4370,140906142,218,2313
4370,21375743,93,2112
4370,35817682,185,2110
4370,74067634,321,1987
4370,120839939,270,1831
4370,87616807,199,1632
4370,74312496,120,1543
4370,23137309,121,1516
4370,1019952,153,1373
4370,75149023,57,1228
4370,27478941,141,1205
4370,115457118,188,1105
4370,96497399,110,912
4370,59270559,66,905
4370,117888464,86,904
4370,114896102,254,856
4370,59114937,137,853
4370,92976389,179,796
4370,99052668,90,795
4370,95126179,75,788
4370,67893893,115,746
4370,63339213,130,732
4370,34891822,146,701
4370,32506286,49,694
4370,15758254,138,632
4370,29582784,104,608
4370,67797025,71,567
4370,74140634,158,542
4370,136870062,60,535
4370,128838543,81,501
4370,83328872,40,459
4370,135565094,53,456
4370,58727397,105,435
4370,97972413,51,385
4370,59241675,30,362
4370,76146995,66,351
4370,98338449,30,317
4370,30937033,50,276
4370,18165710,40,252
4370,125467339,50,210
4370,22466822,14,134
4370,121736351,19,132
4370,64484514,15,54
4370,95607230,13,47
4370,12947756,1,1
4382,127336259,60,723
4382,17286111,55,487
4396,79614874,13,69
4405,47011604,40,363
4422,120644916,23,30
4435,120977495,402,1528
4435,111752966,33,311
4468,142061900,15,116
4468,67386849,24,70
4468,52655107,23,46
4468,50864448,11,22
4468,3421308,5,5
4468,5719706,3,3
4505,89193034,69,530
4505,91235467,89,420
4515,8427578,34,169
4520,66819420,245,1871
4531,131359754,70,507
4535,97941668,13,99
4537,129822096,204,1028
4539,2256395,26,196
4540,41986120,50,253
4559,59797150,87,538
4561,139423598,215,978
4561,101403291,67,408
4561,48304965,62,345
4561,77204533,29,186
4573,91933622,44,231
4582,139059745,286,2137
4582,4913,472,1742
4582,118095983,194,1226
4582,111035639,71,932
4582,25438815,87,748
4582,99960313,55,559
4582,31816906,32,300
4582,93314915,38,272
4584,91719173,331,1861
4584,23065322,95,757
4584,9890683,49,397
4584,74775553,40,304
4588,22584113,60,365
4588,120212107,28,272
4588,115340399,15,15
4593,91380448,309,487
4593,72543852,17,113
4599,96872131,61,910
4601,79384326,30,136
4625,111213707,672,3715
4625,81729056,113,1731
4625,137345401,101,1534
4625,27068656,82,1010
4625,41718632,193,836
4625,111253705,284,390
4625,105923210,191,254
4640,17216075,246,3118
4640,131596907,103,1451
4640,140144743,132,1365
4640,116730636,243,1330
4640,46482511,83,1270
4640,116331874,167,1181
4640,118996710,88,1110
4640,103750164,68,1001
4640,63164461,113,927
4640,118536510,209,915
4640,131903746,190,846
4640,30385077,133,749
4640,9328686,74,653
4640,64266338,172,650
4640,107272478,191,567
4640,44914992,82,521
4640,13056340,36,500
4640,128372503,105,442
4640,20093296,56,350
4640,101833065,49,281
4640,103332966,28,228
4640,110599932,52,222
4640,30868346,34,160
4640,13851244,32,156
4640,33940605,53,136
4642,28160359,98,919
4642,68571967,137,444
4642,51473167,20,161
4651,89358432,39,221
4656,17962946,8,37
4676,49394233,199,5393
4676,99775965,377,3696
4676,106783624,452,2997
4676,47813095,271,2730
4676,18597404,264,2291
4676,36090137,218,2151
4676,114971408,156,1703
4676,91836183,287,1505
4676,108427185,155,1263
4676,31779961,109,1052
4676,54476739,218,894
4676,46344003,70,756
4676,29855200,51,735
4676,136576184,250,719
4676,68100903,87,491
4676,34576265,76,433
4676,41786809,83,430
4676,26612709,46,419
4676,43545603,57,412
4676,125667859,40,369
4676,61328324,62,282
4676,22007082,14,183
4676,55528877,43,181
4676,129039779,34,140
4676,63347672,34,119
4676,117835170,49,115
4676,40358819,29,110
4676,108078428,64,94
4676,53472380,22,82
4676,22470460,19,81
4676,140489209,11,43
4704,116349225,280,1203
4704,91489979,68,722
4704,130573524,15,60
4721,135144517,88,2228
4721,126550215,90,1081
4721,24118436,132,941
4721,91162737,80,738
4722,65010632,41,297
4722,117489231,4,8
4728,131826831,95,346
4747,60879635,148,1684
4747,76786143,90,770
4747,24620052,60,492
4747,35277878,17,112
4747,76722375,12,63
4753,65116781,176,1224
4753,41872955,69,962
4753,12725690,39,430
4759,133001287,81,443
4762,103523811,62,562
4773,61513100,52,394
4773,1652366,14,90
4778,50443823,508,1202
4778,41599542,70,273
4817,138003090,95,622
4817,43645191,30,168
4830,15924838,347,4053
4830,66412678,343,3821
4830,18391635,201,2400
4830,123867870,382,2221
4830,126576453,375,2199
4830,98392652,156,1945
4830,106469828,180,1772
4830,101061002,83,1748
4830,14804631,305,1572
4830,100078685,105,1417
4830,7799018,422,1408
4830,15610247,96,1373
4830,47908754,165,1289
4830,110201893,80,1220
4830,27906720,324,1057
4830,23357120,56,999
4830,49830169,152,869
4830,50372642,82,843
4830,136952642,172,806
4830,72753099,219,777
4830,69384332,106,661
4830,104664128,60,543
4830,85051568,62,340
4830,16407305,52,296
4830,138964981,25,296
4830,139458443,85,264
4830,33956784,74,197
4830,130201914,33,182
4830,2045844,43,167
4830,36308952,55,102
4830,55345737,31,36
4840,102366872,163,648
4844,50960524,142,859
4864,92792849,151,2549
4864,96509906,245,1724
4865,87579407,189,1502
4865,130334651,50,149
4869,52757653,19,205
4869,70919971,19,42
4883,22310799,179,498
4898,115218563,113,1508
4898,130354103,89,252
4898,16416706,36,149
4898,47321502,4,6
4931,64708133,668,2742
4949,107109917,116,593
4949,114465851,33,100
4954,128865557,24,109
4962,126768074,104,714
4965,83307780,153,1224
4984,103802946,416,1259
4984,65105058,39,254
4984,77294719,22,159
4999,60802539,18,180
5002,100876687,101,912
5002,16071365,50,454
5002,91388957,24,49
5002,13616260,9,11
5006,136327444,41,826
5016,85016828,52,302
5017,69033110,6,21
5027,137175187,2120,12908
5027,74314315,1128,12479
5027,37671999,976,10657
5027,71238931,799,9816
5027,29791483,1812,9353
5027,118330286,712,8203
5027,15957740,823,7408
5027,43051852,792,7111
5027,74285031,855,7096
5027,26720422,1741,7087
5027,130540064,1074,6993
5027,8325510,835,6849
5027,71251121,1048,6821
5027,87658501,1539,6720
5027,90035027,876,6526
5027,99346682,724,6502
5027,37648682,879,6483
5027,21875488,554,6453
5027,6101177,683,6097
5027,122150914,2010,6081
5027,36593288,1736,6054
5027,138867561,1415,5801
5027,117961451,659,5795
5027,48752418,1317,5785
5027,48836510,446,5680
5027,50673557,476,5665
5027,51341836,1087,5554
5027,137998405,826,5498
5027,95118455,1458,5441
5027,55207467,422,5357
5027,2720721,609,5248
5027,99529968,1687,5246
5027,44806939,708,5238
5027,10982501,539,5234
5027,84892889,704,5211
5027,47328088,554,5185
5027,78331026,860,5088
5027,26460336,339,5062
5027,136616127,1212,5050
5027,137204928,958,4896
5027,120329032,407,4880
5027,137905112,692,4783
5027,83764719,1102,4725
5027,89647768,717,4577
5027,109097995,1006,4532
5027,127089112,634,4478
5027,24219008,752,4466
5027,42599112,974,4249
5027,56708793,655,4226
5027,81076699,780,4220
5027,29383294,662,4190
5027,29689901,543,4133
5027,37426111,397,4129
5027,89249164,818,4018
5027,34453652,741,4011
5027,101698393,1237,3911
5027,60575815,330,3857
5027,69579136,639,3847
5027,107377446,455,3786
5027,138387712,620,3779
5027,138793462,480,3750
5027,22600903,625,3747
5027,36764652,350,3684
5027,21035609,927,3670
5027,32198657,1806,3650
5027,111957230,650,3640
5027,53788912,417,3619
5027,62024754,541,3605
5027,139725346,350,3579
5027,102418389,342,3560
5027,8702919,682,3515
5027,54658244,295,3445
5027,19805334,230,3422
5027,125135169,457,3396
5027,16623516,333,3392
5027,85120673,530,3379
5027,52895098,381,3336
5027,142081324,771,3304
5027,93795297,688,3302
5027,4110672,872,3302
5027,97595347,329,3297
5027,125253109,305,3263
5027,73065478,745,3218
5027,75321622,270,3207
5027,49546726,479,3207
5027,83262957,344,3203
5027,119627646,573,3134
5027,15511710,815,3134
5027,124269975,254,3055
5027,7774023,268,2966
5027,79107813,362,2866
5027,119160278,263,2802
5027,38638142,244,2790
5027,73491319,692,2723
5027,15225710,523,2722
5027,13745443,220,2688
5027,14506759,235,2678
5027,37208119,321,2677
5027,37701876,447,2643
5027,112470845,211,2631
5027,133151533,536,2605
5027,55257797,254,2598
5027,74492481,267,2596
5027,54003632,406,2589
5027,132326665,231,2586
5027,133391467,331,2574
5027,41286340,180,2545
5027,78068981,223,2519
5027,100632766,476,2512
5027,109568364,144,2461
5027,42049337,262,2461
5027,72753801,136,2448
5027,131231135,333,2443
5027,42089925,517,2423
5027,111124413,249,2386
5027,123108236,353,2369
5027,88715260,254,2354
5027,119133751,251,2350
5027,52368085,307,2319
5027,121083008,293,2295
5027,128213972,362,2268
5027,138856687,399,2268
5027,79472459,936,2257
5027,141891337,544,2242
5027,97221179,452,2240
5027,90689083,398,2207
5027,51503232,139,2199
5027,82335494,301,2161
5027,112549071,468,2157
5027,2952532,312,2143
5027,132285491,157,2139
5027,134438519,212,2138
5027,75819271,428,2138
5027,122151307,163,2136
5027,35849648,365,2135
5027,12039328,216,2115
5027,8847877,488,2089
5027,22600224,248,2067
5027,12373370,607,2060
5027,113960,149,2009
5027,3695398,414,1999
5027,45660059,254,1959
5027,103134579,218,1953
5027,5358079,421,1937
5027,5778458,161,1921
5027,23296153,458,1904
5027,92822194,285,1902
5027,102417042,161,1875
5027,15821703,395,1863
5027,27499498,275,1860
5027,133003311,169,1857
5027,10076850,234,1852
5027,59127123,225,1831
5027,34495668,121,1824
5027,63727001,440,1797
5027,91190765,307,1782
5027,68429891,365,1775
5027,28257786,250,1763
5027,120443445,274,1761
5027,72605828,159,1759
5027,22158762,245,1753
5027,9551296,166,1750
5027,132125936,270,1736
5027,41745316,361,1735
5027,132782427,339,1708
5027,10455102,225,1697
5027,41267769,165,1697
5027,106926411,382,1684
5027,22776936,144,1682
5027,109226434,170,1676
5027,82902886,118,1670
5027,1769128,343,1654
5027,21832523,195,1652
5027,32495375,162,1651
5027,122231018,184,1649
5027,120450577,324,1648
5027,85053429,361,1628
5027,53227937,344,1616
5027,109714912,316,1601
5027,120873,369,1596
5027,6437749,264,1577
5027,62177780,151,1577
5027,48920955,197,1566
5027,48255673,260,1558
5027,2242773,241,1541
5027,68723589,596,1530
5027,80673818,299,1518
5027,81506172,467,1517
5027,95839581,225,1514
5027,58238111,224,1485
5027,112009033,345,1482
5027,54554843,105,1455
5027,125368789,434,1438
5027,31449327,222,1380
5027,39880792,157,1364
5027,48700638,368,1356
5027,12282525,91,1353
5027,43729347,180,1351
5027,92645331,181,1349
5027,125441035,113,1325
5027,35428862,129,1314
5027,13081722,137,1297
5027,108673661,162,1263
5027,22621152,164,1246
5027,83681730,127,1244
5027,118077093,157,1242
5027,121085565,235,1213
5027,9090200,123,1209
5027,119725932,357,1204
5027,115374248,138,1200
5027,60615660,94,1198
5027,7030262,334,1190
5027,95002467,226,1182
5027,64585415,188,1174
5027,55101915,231,1162
5027,68826278,89,1155
5027,131271151,95,1152
5027,81960712,121,1148
5027,83521932,97,1144
5027,71208218,499,1143
5027,56981425,163,1139
5027,117674807,130,1135
5027,103331903,171,1132
5027,54287358,48,1124
5027,37456519,178,1120
5027,57432185,132,1109
5027,127760767,453,1108
5027,36450170,60,1104
5027,21202467,268,1078
5027,11171971,140,1076
5027,100701928,204,1067
5027,7175674,136,1062
5027,95339766,178,1058
5027,59622953,224,1052
5027,101406137,170,1048
5027,18207861,131,1045
5027,39789593,241,1042
5027,110528594,326,1037
5027,82857884,72,1036
5027,40814715,132,1036
5027,131097518,232,1032
5027,10068052,475,1031
5027,108287275,199,1020
5027,108481171,129,1012
5027,112503956,292,1010
5027,62320046,220,1001
5027,24314619,147,998
5027,45796530,250,991
5027,29020561,137,973
5027,78877674,85,958
5027,65465729,186,955
5027,57518362,125,954
5027,95996140,277,954
5027,80109645,136,934
5027,16137242,176,912
5027,58157288,326,910
5027,123442458,145,905
5027,14586553,348,903
5027,85057275,113,901
5027,74226240,112,892
5027,62575215,232,892
5027,61975328,107,872
5027,59473714,136,871
5027,52578253,289,862
5027,73746330,108,860
5027,106145444,72,857
5027,105836892,100,854
5027,18288442,128,854
5027,64783805,178,851
5027,88623283,148,836
5027,107859322,46,836
5027,50703618,78,833
5027,124633651,141,831
5027,33259936,149,820
5027,92280073,230,814
5027,98531147,122,814
5027,96238328,267,799
5027,111486485,90,794
5027,118774009,70,776
5027,39630527,59,776
5027,5091068,94,769
5027,89341994,280,764
5027,21184528,62,753
5027,104800287,185,739
5027,115260391,69,736
5027,31298818,131,733
5027,94761124,232,726
5027,32019585,116,723
5027,100341858,148,706
5027,68583482,50,672
5027,23049176,112,643
5027,7723951,69,624
5027,45051306,49,615
5027,12605760,49,614
5027,94864441,61,612
5027,115562846,88,607
5027,62034800,115,607
5027,77801990,141,574
5027,19047603,121,568
5027,31883407,100,567
5027,132579775,50,562
5027,36317221,103,561
5027,128230647,59,556
5027,83369179,211,553
5027,56167258,54,548
5027,39280271,33,545
5027,125617065,119,544
5027,111800667,77,530
5027,100690180,59,527
5027,126403200,163,525
5027,9032548,73,525
5027,10335403,57,525
5027,111909694,87,519
5027,6228124,30,514
5027,104533434,109,513
5027,98712364,173,504
5027,101682609,113,500
5027,16446142,231,485
5027,40884180,189,473
5027,75878438,221,469
5027,7646195,66,464
5027,18527757,283,458
5027,59167469,83,451
5027,59144894,80,435
5027,102050588,54,433
5027,83389532,42,431
5027,82226346,76,429
5027,128197330,148,429
5027,54200331,61,424
5027,112846816,59,422
5027,129706841,53,421
5027,82779553,94,406
5027,104790588,184,401
5027,18700485,137,401
5027,24903079,56,395
5027,80331565,90,392
5027,107997857,24,392
5027,13396413,124,387
5027,112550524,39,386
5027,122876959,72,367
5027,122895588,55,347
5027,114923282,148,343
5027,104551817,51,332
5027,57810665,155,327
5027,94874137,57,320
5027,78391784,28,318
5027,109476383,52,316
5027,83738555,50,304
5027,337191,20,302
5027,11189891,38,301
5027,78354040,67,300
5027,75131016,103,287
5027,77840706,49,283
5027,15960640,40,283
5027,137545874,69,282
5027,68332098,58,267
5027,1532868,41,260
5027,110754991,48,258
5027,103421620,22,256
5027,22762528,34,246
5027,123464110,60,219
5027,122871697,55,209
5027,89006471,71,203
5027,70905680,52,199
5027,11545672,14,180
5027,129533061,51,171
5027,18642757,26,169
5027,49784280,42,164
5027,119091459,60,145
5027,12037455,30,141
5027,121797288,63,140
5027,137092015,32,130
5027,11408482,40,118
5027,30025213,29,106
5027,114147715,21,98
5027,84560900,10,76
5027,116511286,17,54
5027,65960071,16,41
5027,108054413,5,33
5048,6722083,194,984
5049,131565054,49,381
5049,85897722,12,67
5053,121539441,184,1222
5084,8886191,739,6534
5084,139793464,308,3023
5084,88447964,205,2838
5084,104155,53,396
5095,21552855,28,164
5114,105684766,109,431
5114,142171065,17,34
5141,52534043,299,3393
5141,116223148,325,2103
5141,96507797,89,527
5141,139750127,90,435
5141,98590273,30,218
5176,81958592,61,512
5176,70617695,98,390
5186,113397432,78,227
5201,62458338,102,1226
5201,14759347,56,793
5204,127825359,81,1429
5204,75976369,35,395
5232,18781926,773,6338
5232,37554907,449,5123
5232,27625049,273,3500
5232,9290733,203,3315
5232,75916920,228,3076
5232,82448685,504,2720
5232,12428085,438,2618
5232,88901750,326,2493
5232,35948167,227,2389
5232,38855741,227,2173
5232,102350790,127,2138
5232,4561993,462,2006
5232,97255009,117,1902
5232,36247519,287,1881
5232,111173414,170,1823
5232,35721757,265,1748
5232,94654581,136,1589
5232,114633181,229,1581
5232,68288874,234,1556
5232,93281824,153,1547
5232,57015662,139,1396
5232,111820958,183,1356
5232,84009856,157,1342
5232,117347969,124,1319
5232,40167124,105,1308
5232,125293142,96,1302
5232,52763242,121,1254
5232,55548424,159,1235
5232,62875614,84,1109
5232,133296696,216,1090
5232,100539,105,1082
5232,121148690,111,1065
5232,120560904,127,1024
5232,98084033,100,1005
5232,107653308,136,994
5232,67229067,60,817
5232,104613070,99,816
5232,23376907,142,774
5232,27662805,48,771
5232,37238566,105,769
5232,85025555,55,762
5232,16847823,124,745
5232,68210335,66,739
5232,94257737,66,736
5232,10755564,79,703
5232,132233475,70,664
5232,3089923,96,638
5232,106397319,49,623
5232,136916020,94,580
5232,49804930,128,560
5232,73758282,173,531
5232,81419674,54,458
5232,64126748,99,424
5232,41753507,58,423
5232,45101614,63,389
5232,26842247,95,386
5232,75167088,34,382
5232,38968550,127,378
5232,5196815,62,369
5232,7554598,51,361
5232,135414688,91,318
5232,76639598,18,313
5232,120512456,42,266
5232,64364680,25,243
5232,135299374,43,192
5232,57233563,70,159
5232,38597498,54,158
5232,106946112,22,79
5232,45642765,17,70
5244,71631705,63,895
5248,13327410,74,670
5258,63830172,24,138
5263,73042603,184,2867
5263,72256073,187,1968
5263,50759397,122,1968
5263,2870275,102,805
5263,36417444,59,787
5263,21660809,310,679
5263,112284483,39,515
5263,22884828,223,465
5263,48862112,65,343
5263,90568957,53,305
5263,117743125,103,298
5263,100559064,92,195
5263,96454874,15,75
5269,34105528,27,265
5269,118915419,17,109
5271,30933630,1046,9094
5271,3318666,1362,8470
5271,16676403,616,7731
5271,20849275,1120,6307
5271,22153508,665,5269
5271,14157293,617,4981
5271,35758348,948,4664
5271,100397503,165,3202
5271,111786935,190,2929
5271,98583943,378,2818
5271,138505346,133,2809
5271,113990647,364,2772
5271,20543670,124,2525
5271,142060721,122,2206
5271,113114470,455,2190
5271,69696698,346,2184
5271,73136910,319,2136
