item_category,category_purchase_count,category_item_count,top1_item_id,top1_purchase_count,top1_purchase_share,top5_purchase_count,top5_purchase_share,category_hhi,normalized_category_hhi,category_concentration_type
4833,1,1,4353729,1,1.0000,1,1.0000,1,1,高集中品类
4895,1,1,150228380,1,1.0000,1,1.0000,1,1,高集中品类
4923,1,1,114468415,1,1.0000,1,1.0000,1,1,高集中品类
4936,1,1,304074074,1,1.0000,1,1.0000,1,1,高集中品类
4948,1,1,169723770,1,1.0000,1,1.0000,1,1,高集中品类
4984,1,1,354604499,1,1.0000,1,1.0000,1,1,高集中品类
5022,1,1,94738450,1,1.0000,1,1.0000,1,1,高集中品类
5032,1,1,252467391,1,1.0000,1,1.0000,1,1,高集中品类
5035,1,1,196458075,1,1.0000,1,1.0000,1,1,高集中品类
5055,1,1,31538414,1,1.0000,1,1.0000,1,1,高集中品类
5069,1,1,239240758,1,1.0000,1,1.0000,1,1,高集中品类
5088,1,1,82089031,1,1.0000,1,1.0000,1,1,高集中品类
5814,14,2,358674330,13,0.9286,14,1.0000,0.8674,0.7348,高集中品类
11597,9,2,51262467,8,0.8889,9,1.0000,0.8025,0.605,高集中品类
11308,8,2,394218797,7,0.8750,8,1.0000,0.7812,0.5625,高集中品类
3403,12,3,23606905,10,0.8333,12,1.0000,0.7083,0.5624,高集中品类
2117,7,2,145586083,6,0.8571,7,1.0000,0.755,0.5101,高集中品类
6668,7,2,193293,6,0.8571,7,1.0000,0.755,0.5101,高集中品类
13505,7,2,281199824,6,0.8571,7,1.0000,0.755,0.5101,高集中品类
8439,17,5,262127374,13,0.7647,17,1.0000,0.5986,0.4982,中集中品类
9622,13,4,109100838,10,0.7692,13,1.0000,0.6094,0.4792,中集中品类
11861,15,5,276553377,11,0.7333,15,1.0000,0.5555,0.4444,中集中品类
10175,6,2,55116403,5,0.8333,6,1.0000,0.7222,0.4444,中集中品类
13356,6,2,353277745,5,0.8333,6,1.0000,0.7222,0.4444,中集中品类
2034,6,2,379135711,5,0.8333,6,1.0000,0.7222,0.4444,中集中品类
6507,20,3,349343718,15,0.7500,20,1.0000,0.605,0.4075,中集中品类
7384,11,2,8264125,9,0.8182,11,1.0000,0.7025,0.405,中集中品类
1742,15,6,273429795,10,0.6667,14,0.9333,0.4667,0.3601,中集中品类
1824,10,2,173492398,8,0.8000,10,1.0000,0.68,0.36,中集中品类
11689,5,2,333203023,4,0.8000,5,1.0000,0.68,0.36,中集中品类
5806,5,2,315402619,4,0.8000,5,1.0000,0.68,0.36,中集中品类
7872,5,2,64636183,4,0.8000,5,1.0000,0.68,0.36,中集中品类
3542,7,3,219413099,5,0.7143,7,1.0000,0.5511,0.3266,中集中品类
13180,7,3,395760591,5,0.7143,7,1.0000,0.5511,0.3266,中集中品类
13913,7,3,357418183,5,0.7143,7,1.0000,0.5511,0.3266,中集中品类
6529,9,4,71909306,6,0.6667,9,1.0000,0.4815,0.3087,中集中品类
5719,25,9,295967023,14,0.5600,21,0.8400,0.344,0.262,中集中品类
10162,15,5,109047271,9,0.6000,15,1.0000,0.4044,0.2555,中集中品类
8913,6,3,23065197,4,0.6667,6,1.0000,0.5001,0.2501,中集中品类
4662,6,3,43148817,4,0.6667,6,1.0000,0.5001,0.2501,中集中品类
11068,10,5,306160357,6,0.6000,10,1.0000,0.4,0.25,中集中品类
5437,10,5,283573140,6,0.6000,10,1.0000,0.4,0.25,中集中品类
6819,8,4,240935151,5,0.6250,8,1.0000,0.4375,0.25,中集中品类
24,8,4,392233813,5,0.6250,8,1.0000,0.4375,0.25,中集中品类
2076,8,4,202046768,5,0.6250,8,1.0000,0.4375,0.25,中集中品类
343,4,2,15785020,3,0.7500,4,1.0000,0.625,0.25,中集中品类
2050,4,2,72701800,3,0.7500,4,1.0000,0.625,0.25,中集中品类
2278,4,2,101111838,3,0.7500,4,1.0000,0.625,0.25,中集中品类
4164,4,2,150415657,3,0.7500,4,1.0000,0.625,0.25,中集中品类
5835,4,2,313507875,3,0.7500,4,1.0000,0.625,0.25,中集中品类
5845,4,2,36105277,3,0.7500,4,1.0000,0.625,0.25,中集中品类
5920,4,2,96881162,3,0.7500,4,1.0000,0.625,0.25,中集中品类
7504,4,2,224904442,3,0.7500,4,1.0000,0.625,0.25,中集中品类
7591,4,2,22084450,3,0.7500,4,1.0000,0.625,0.25,中集中品类
7859,4,2,183546379,3,0.7500,4,1.0000,0.625,0.25,中集中品类
8615,4,2,2629383,3,0.7500,4,1.0000,0.625,0.25,中集中品类
10564,4,2,85968093,3,0.7500,4,1.0000,0.625,0.25,中集中品类
10947,4,2,162509844,3,0.7500,4,1.0000,0.625,0.25,中集中品类
12143,4,2,93837483,3,0.7500,4,1.0000,0.625,0.25,中集中品类
13961,4,2,356079772,3,0.7500,4,1.0000,0.625,0.25,中集中品类
8068,12,6,27935631,7,0.5833,11,0.9167,0.3749,0.2499,中集中品类
7415,10,4,297971255,6,0.6000,10,1.0000,0.42,0.2267,中集中品类
3063,17,9,388266438,9,0.5294,13,0.7647,0.3079,0.2214,中集中品类
5964,11,6,264249599,6,0.5455,10,0.9091,0.3389,0.2067,中集中品类
10873,19,7,368929400,10,0.5263,17,0.8947,0.3186,0.205,中集中品类
1157,13,6,234397612,7,0.5385,12,0.9231,0.3373,0.2047,中集中品类
1087,8,3,275558606,5,0.6250,8,1.0000,0.4688,0.2031,中集中品类
9769,15,6,295191243,8,0.5333,14,0.9333,0.3333,0.2,中集中品类
9757,16,6,371691423,8,0.5000,15,0.9375,0.3281,0.1938,分散型品类
9401,16,9,297185060,8,0.5000,12,0.7500,0.2812,0.1914,分散型品类
13040,28,7,390394802,14,0.5000,26,0.9286,0.3061,0.1905,分散型品类
9373,10,3,137844811,6,0.6000,10,1.0000,0.46,0.19,分散型品类
7014,11,4,373076074,6,0.5455,11,1.0000,0.3885,0.1846,分散型品类
5214,7,2,239333787,5,0.7143,7,1.0000,0.5918,0.1837,分散型品类
11639,7,4,187708728,4,0.5714,7,1.0000,0.3878,0.1837,分散型品类
3032,12,7,300539269,6,0.5000,10,0.8333,0.2916,0.1736,分散型品类
9419,41,16,256794605,18,0.4390,29,0.7073,0.2195,0.1675,分散型品类
3453,11,4,298183340,6,0.5455,11,1.0000,0.3719,0.1626,分散型品类
599,5,3,372529370,3,0.6000,5,1.0000,0.44,0.16,分散型品类
1393,5,3,227726163,3,0.6000,5,1.0000,0.44,0.16,分散型品类
1769,5,3,70370680,3,0.6000,5,1.0000,0.44,0.16,分散型品类
3001,5,3,251377410,3,0.6000,5,1.0000,0.44,0.16,分散型品类
4040,5,3,43174512,3,0.6000,5,1.0000,0.44,0.16,分散型品类
4112,5,3,101178656,3,0.6000,5,1.0000,0.44,0.16,分散型品类
4172,5,3,31150541,3,0.6000,5,1.0000,0.44,0.16,分散型品类
6308,5,3,346432107,3,0.6000,5,1.0000,0.44,0.16,分散型品类
8495,5,3,183415058,3,0.6000,5,1.0000,0.44,0.16,分散型品类
10389,5,3,273206543,3,0.6000,5,1.0000,0.44,0.16,分散型品类
11939,5,3,45998769,3,0.6000,5,1.0000,0.44,0.16,分散型品类
7843,12,3,260519070,6,0.5000,12,1.0000,0.4306,0.1459,分散型品类
1316,14,6,337215247,6,0.4286,13,0.9286,0.2857,0.1429,分散型品类
7148,7,3,266138532,4,0.5714,7,1.0000,0.4285,0.1428,分散型品类
10329,7,3,16769004,4,0.5714,7,1.0000,0.4285,0.1428,分散型品类
11443,8,5,240760988,4,0.5000,8,1.0000,0.3125,0.1406,分散型品类
11585,8,5,85093153,4,0.5000,8,1.0000,0.3125,0.1406,分散型品类
6200,8,5,351997522,4,0.5000,8,1.0000,0.3125,0.1406,分散型品类
8867,11,7,216181223,5,0.4545,9,0.8182,0.2561,0.1322,分散型品类
11754,11,3,95381598,5,0.4545,11,1.0000,0.4214,0.1321,分散型品类
11998,33,18,251509131,13,0.3939,20,0.6061,0.179,0.1307,分散型品类
12598,22,12,357153991,9,0.4091,15,0.6818,0.2025,0.13,分散型品类
6836,22,12,81003831,9,0.4091,15,0.6818,0.2025,0.13,分散型品类
11401,12,4,176839839,6,0.5000,12,1.0000,0.3472,0.1296,分散型品类
3528,25,12,361681874,10,0.4000,18,0.7200,0.2,0.1273,分散型品类
1329,8,4,228368857,4,0.5000,8,1.0000,0.3438,0.125,分散型品类
3645,14,7,33630865,6,0.4286,12,0.8571,0.2449,0.1191,分散型品类
11883,13,5,380699001,6,0.4615,13,1.0000,0.2899,0.1123,分散型品类
1150,18,9,377522804,7,0.3889,14,0.7778,0.2099,0.1112,分散型品类
922,6,4,161474000,3,0.5000,6,1.0000,0.3334,0.1112,分散型品类
1124,6,4,86270249,3,0.5000,6,1.0000,0.3334,0.1112,分散型品类
1960,6,4,175713517,3,0.5000,6,1.0000,0.3334,0.1112,分散型品类
2089,6,4,14419682,3,0.5000,6,1.0000,0.3334,0.1112,分散型品类
4394,6,4,223190700,3,0.5000,6,1.0000,0.3334,0.1112,分散型品类
10618,6,4,10278488,3,0.5000,6,1.0000,0.3334,0.1112,分散型品类
10751,6,4,162589395,3,0.5000,6,1.0000,0.3334,0.1112,分散型品类
12506,6,4,384447958,3,0.5000,6,1.0000,0.3334,0.1112,分散型品类
12631,6,4,403445468,3,0.5000,6,1.0000,0.3334,0.1112,分散型品类
5942,6,4,386271994,3,0.5000,6,1.0000,0.3334,0.1112,分散型品类
6418,6,4,280305253,3,0.5000,6,1.0000,0.3334,0.1112,分散型品类
6811,6,4,239073683,3,0.5000,6,1.0000,0.3334,0.1112,分散型品类
5183,3,2,70718551,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
5928,3,2,112316184,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
6422,3,2,7990367,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
6456,3,2,239134780,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
6579,3,2,143968807,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
6833,3,2,20984431,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
7094,3,2,402654086,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
7116,3,2,47801260,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
7242,3,2,150508076,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
7413,3,2,305239619,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
7488,3,2,253498616,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
7790,3,2,382050769,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
8072,3,2,270891350,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
8852,3,2,152678540,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
8872,3,2,92482042,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
8909,3,2,84434892,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
9194,3,2,130072496,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
9209,3,2,32366688,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
9313,3,2,401801607,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
9350,3,2,233514236,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
9609,3,2,190422256,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
9804,3,2,337669543,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
9851,3,2,248254671,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
9952,3,2,185145760,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
9989,3,2,56810935,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
172,3,2,188565187,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
259,3,2,365084638,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
1092,3,2,104921652,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
1120,3,2,41188542,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
1350,3,2,288038768,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
1447,3,2,91541840,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
1714,3,2,228782350,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
1886,3,2,363139160,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
1961,3,2,386266535,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
2052,3,2,148352510,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
2761,3,2,95393902,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
3031,3,2,281946129,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
3035,3,2,302736391,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
3258,3,2,358744142,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
3430,3,2,45618408,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
3619,3,2,150441102,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
3813,3,2,21181400,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
3872,3,2,250254283,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
4000,3,2,100149198,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
4017,3,2,270157809,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
4621,3,2,373812930,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
4913,3,2,248184163,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
10052,3,2,396350923,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
10245,3,2,283238706,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
10485,3,2,133727450,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
10876,3,2,57368377,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
10935,3,2,47239082,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
10976,3,2,257350045,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
11141,3,2,127747741,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
11267,3,2,204767843,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
11344,3,2,309837577,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
11384,3,2,304889738,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
11511,3,2,328326181,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
11527,3,2,274316104,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
11613,3,2,171253203,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
11624,3,2,388075978,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
11835,3,2,381031428,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
12031,3,2,397039603,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
12107,3,2,159412782,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
12150,3,2,6995643,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
12173,3,2,180749916,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
12524,3,2,215881504,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
12538,3,2,128320876,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
13055,3,2,175027737,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
13375,3,2,105538998,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
13460,3,2,264197734,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
13737,3,2,372381774,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
13910,3,2,15667403,2,0.6667,3,1.0000,0.5556,0.1112,分散型品类
10673,9,6,219790601,4,0.4444,8,0.8889,0.2592,0.111,分散型品类
12784,9,6,151297170,4,0.4444,8,0.8889,0.2592,0.111,分散型品类
3102,30,14,77651932,10,0.3333,21,0.7000,0.1733,0.1097,分散型品类
7690,12,7,360808805,5,0.4167,10,0.8333,0.2361,0.1088,分散型品类
8216,12,7,298879985,5,0.4167,10,0.8333,0.2361,0.1088,分散型品类
110,67,16,101795752,23,0.3433,47,0.7015,0.1633,0.1075,分散型品类
5898,27,12,164544435,10,0.3704,19,0.7037,0.1797,0.1051,分散型品类
9311,21,9,100896026,7,0.3333,17,0.8095,0.2018,0.102,分散型品类
4776,52,19,267331035,17,0.3269,36,0.6923,0.1487,0.1014,分散型品类
5379,13,4,81015942,5,0.3846,13,1.0000,0.3254,0.1005,分散型品类
4601,19,12,255550951,7,0.3684,12,0.6316,0.1745,0.0994,分散型品类
7117,92,36,243091690,29,0.3152,48,0.5217,0.1214,0.0963,分散型品类
10716,19,6,368977546,7,0.3684,18,0.9474,0.2465,0.0959,分散型品类
12124,16,9,387726581,6,0.3750,12,0.7500,0.1953,0.0947,分散型品类
5646,13,9,403980947,5,0.3846,9,0.6923,0.1952,0.0946,分散型品类
6287,43,25,40823894,14,0.3256,22,0.5116,0.1271,0.0908,分散型品类
9653,10,7,19288347,4,0.4000,8,0.8000,0.22,0.09,分散型品类
12550,10,7,386029389,4,0.4000,8,0.8000,0.22,0.09,分散型品类
10500,20,12,86906089,7,0.3500,13,0.6500,0.165,0.0891,分散型品类
10862,13,7,206485421,5,0.3846,11,0.8462,0.2189,0.0887,分散型品类
7894,10,6,303154665,4,0.4000,9,0.9000,0.24,0.088,分散型品类
11159,11,6,135690538,4,0.3636,10,0.9091,0.2396,0.0875,分散型品类
9510,17,11,184130877,6,0.3529,11,0.6471,0.1695,0.0864,分散型品类
3339,29,14,165576349,9,0.3103,20,0.6897,0.151,0.0857,分散型品类
12584,21,12,248570671,6,0.2857,14,0.6667,0.161,0.0847,分散型品类
12158,52,33,80233719,16,0.3077,24,0.4615,0.1117,0.0839,分散型品类
8518,8,4,62970333,3,0.3750,8,1.0000,0.3125,0.0833,分散型品类
9766,8,4,152415503,3,0.3750,8,1.0000,0.3125,0.0833,分散型品类
2659,8,4,166454513,3,0.3750,8,1.0000,0.3125,0.0833,分散型品类
1758,6,3,49241042,3,0.5000,6,1.0000,0.3889,0.0833,分散型品类
11693,6,3,288989756,3,0.5000,6,1.0000,0.3889,0.0833,分散型品类
7442,6,3,26297043,3,0.5000,6,1.0000,0.3889,0.0833,分散型品类
7143,21,10,210028911,7,0.3333,16,0.7619,0.1746,0.0829,分散型品类
7025,32,10,301846635,11,0.3438,24,0.7500,0.1739,0.0821,分散型品类
5991,7,5,343065376,3,0.4286,7,1.0000,0.2654,0.0817,分散型品类
6638,7,5,381153940,3,0.4286,7,1.0000,0.2654,0.0817,分散型品类
1610,7,5,256479470,3,0.4286,7,1.0000,0.2654,0.0817,分散型品类
4050,7,5,173214733,3,0.4286,7,1.0000,0.2654,0.0817,分散型品类
10315,7,5,173959177,3,0.4286,7,1.0000,0.2654,0.0817,分散型品类
11611,7,5,27186617,3,0.4286,7,1.0000,0.2654,0.0817,分散型品类
11650,7,5,238113339,3,0.4286,7,1.0000,0.2654,0.0817,分散型品类
8954,14,9,205974368,5,0.3571,10,0.7143,0.1836,0.0816,分散型品类
9384,18,10,153709821,6,0.3333,13,0.7222,0.1729,0.081,分散型品类
13007,23,14,86642949,7,0.3043,14,0.6087,0.1455,0.0798,分散型品类
12096,14,8,212519696,5,0.3571,11,0.7857,0.1939,0.0787,分散型品类
8685,25,17,327378015,8,0.3200,13,0.5200,0.1328,0.0786,分散型品类
13570,25,18,175949840,8,0.3200,12,0.4800,0.1296,0.0784,分散型品类
2420,18,12,386184596,6,0.3333,11,0.6111,0.1543,0.0775,分散型品类
7694,13,6,198011091,4,0.3077,12,0.9231,0.2308,0.0769,分散型品类
11643,19,10,144682794,6,0.3158,14,0.7368,0.169,0.0766,分散型品类
5480,12,7,270664611,4,0.3333,10,0.8333,0.2083,0.0763,分散型品类
12861,10,5,353641866,4,0.4000,10,1.0000,0.26,0.075,分散型品类
5640,7,4,201108542,3,0.4286,7,1.0000,0.3062,0.0749,分散型品类
5824,7,4,400694385,3,0.4286,7,1.0000,0.3062,0.0749,分散型品类
11281,41,21,272916050,10,0.2439,24,0.5854,0.116,0.0718,分散型品类
11275,15,10,225708176,5,0.3333,10,0.6667,0.1644,0.0716,分散型品类
10405,19,6,368737146,7,0.3684,18,0.9474,0.2244,0.0692,分散型品类
10336,23,12,231537594,6,0.2609,16,0.6957,0.1456,0.0679,分散型品类
10816,11,6,378228621,4,0.3636,10,0.9091,0.2231,0.0677,分散型品类
13645,11,6,327091347,4,0.3636,10,0.9091,0.2231,0.0677,分散型品类
4276,85,35,383779671,22,0.2588,43,0.5059,0.0934,0.0668,分散型品类
10137,12,8,57493945,4,0.3333,9,0.7500,0.1805,0.0634,分散型品类
13346,12,8,205083070,4,0.3333,9,0.7500,0.1805,0.0634,分散型品类
987,16,11,91505297,5,0.3125,10,0.6250,0.1484,0.0633,分散型品类
7452,20,14,160899876,6,0.3000,11,0.5500,0.13,0.0631,分散型品类
2781,18,9,114050004,5,0.2778,14,0.7778,0.1667,0.0625,分散型品类
3155,16,4,138367381,5,0.3125,16,1.0000,0.2969,0.0625,分散型品类
467,8,6,286539125,3,0.3750,7,0.8750,0.2188,0.0625,分散型品类
3380,8,3,349330100,4,0.5000,8,1.0000,0.375,0.0625,分散型品类
10732,8,5,278749895,3,0.3750,8,1.0000,0.25,0.0625,分散型品类
12722,8,6,214292152,3,0.3750,7,0.8750,0.2188,0.0625,分散型品类
13989,8,5,395197964,3,0.3750,8,1.0000,0.25,0.0625,分散型品类
5906,8,5,45302760,3,0.3750,8,1.0000,0.25,0.0625,分散型品类
5962,8,6,242881330,3,0.3750,7,0.8750,0.2188,0.0625,分散型品类
7250,8,6,192078245,3,0.3750,7,0.8750,0.2188,0.0625,分散型品类
5402,4,3,208236917,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
5570,4,3,157353030,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
5729,4,3,306114244,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
6463,4,3,18071048,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
6550,4,3,387426961,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
6666,4,3,346295470,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
6829,4,3,278275127,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
7309,4,3,124304343,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
7506,4,3,65011966,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
7578,4,3,115547258,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
7817,4,3,62183372,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
8380,4,3,168012291,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
8754,4,3,169233340,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
8886,4,3,347719952,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
9042,4,3,291192555,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
9438,4,3,281169752,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
9462,4,3,320811363,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
85,4,3,126732902,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
271,4,3,251428244,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
404,4,3,326046987,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
807,4,3,9566307,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
885,4,3,100133149,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
970,4,3,88739094,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
1582,4,3,277271511,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
1666,4,3,176054433,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
1834,4,3,89227792,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
1965,4,3,359373138,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
2051,4,3,157140640,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
2564,4,3,59241428,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
2937,4,3,66352621,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
3211,4,3,327264618,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
3215,4,3,174605533,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
3632,4,3,313307957,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
3877,4,3,50192641,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
4074,4,3,369421178,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
4234,4,3,92201332,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
4479,4,3,116899581,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
4515,4,3,195087563,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
4663,4,3,283768281,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
10028,4,3,68728118,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
10043,4,3,217382665,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
10620,4,3,33030837,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
10789,4,3,20593974,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
10797,4,3,166235634,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
10823,4,3,319322717,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
11399,4,3,34215039,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
11447,4,3,6744588,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
11770,4,3,255239748,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
11813,4,3,7975643,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
11872,4,3,245236657,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
12003,4,3,84448135,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
12112,4,3,399413895,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
12197,4,3,267404317,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
12738,4,3,211091583,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
12805,4,3,112622482,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
12997,4,3,340661277,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
13409,4,3,159460575,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
13859,4,3,210654485,2,0.5000,4,1.0000,0.375,0.0625,分散型品类
4127,12,9,4178159,4,0.3333,8,0.6667,0.1666,0.0624,分散型品类
13056,18,8,398864127,5,0.2778,15,0.8333,0.179,0.0618,分散型品类
769,29,19,53763181,8,0.2759,15,0.5172,0.1106,0.0612,分散型品类
11702,13,7,269214319,4,0.3077,11,0.8462,0.1953,0.0611,分散型品类
6441,12,7,122775159,4,0.3333,10,0.8333,0.1944,0.0602,分散型品类
566,41,27,386918237,11,0.2683,19,0.4634,0.0946,0.0598,分散型品类
879,21,15,275687604,6,0.2857,11,0.5238,0.1201,0.0573,分散型品类
10179,17,12,118000484,5,0.2941,10,0.5882,0.1349,0.0563,分散型品类
1116,17,11,96138042,5,0.2941,11,0.6471,0.1418,0.056,分散型品类
831,17,13,189486112,5,0.2941,9,0.5294,0.128,0.0553,分散型品类
2971,11,7,133816129,3,0.2727,9,0.8182,0.19,0.0551,分散型品类
1152,21,12,137662684,6,0.2857,14,0.6667,0.1337,0.055,分散型品类
8579,24,14,370450015,6,0.2500,15,0.6250,0.1216,0.054,分散型品类
4439,27,15,395807564,7,0.2593,17,0.6296,0.1166,0.0535,分散型品类
7551,40,22,379562546,10,0.2500,21,0.5250,0.0963,0.0532,分散型品类
10944,38,13,69908253,8,0.2105,26,0.6842,0.126,0.0532,分散型品类
10209,13,10,318388117,4,0.3077,8,0.6154,0.1479,0.0532,分散型品类
5881,13,10,391327371,4,0.3077,8,0.6154,0.1479,0.0532,分散型品类
6015,33,21,351896885,8,0.2424,17,0.5152,0.0982,0.0531,分散型品类
7691,65,29,349262235,15,0.2308,32,0.4923,0.085,0.0523,分散型品类
