item_category,item_id,total_purchase_count,core_user_purchase_count,non_core_user_purchase_count,core_user_purchase_rate,core_user_purchase_rate_percent
508,211458055,1,1,0,1.0,100.0%
508,216341815,1,1,0,1.0,100.0%
508,220990261,1,1,0,1.0,100.0%
508,225759390,1,1,0,1.0,100.0%
508,226877458,1,1,0,1.0,100.0%
508,231037066,1,1,0,1.0,100.0%
508,234039585,1,1,0,1.0,100.0%
508,235274977,1,1,0,1.0,100.0%
508,235700039,1,1,0,1.0,100.0%
508,240971198,1,1,0,1.0,100.0%
508,244807850,1,1,0,1.0,100.0%
508,253689514,1,1,0,1.0,100.0%
508,254278071,1,1,0,1.0,100.0%
508,256227941,1,1,0,1.0,100.0%
508,256615008,1,1,0,1.0,100.0%
508,257994417,1,1,0,1.0,100.0%
508,268810006,1,1,0,1.0,100.0%
508,269372000,1,1,0,1.0,100.0%
508,269476910,1,1,0,1.0,100.0%
508,269522661,1,1,0,1.0,100.0%
508,275234507,1,1,0,1.0,100.0%
508,275253550,1,1,0,1.0,100.0%
508,275554084,1,1,0,1.0,100.0%
508,278134935,1,1,0,1.0,100.0%
508,290257112,1,1,0,1.0,100.0%
508,290878730,1,1,0,1.0,100.0%
508,292246271,1,1,0,1.0,100.0%
508,295453937,1,1,0,1.0,100.0%
508,297125346,1,1,0,1.0,100.0%
508,301035723,1,1,0,1.0,100.0%
508,301374376,1,1,0,1.0,100.0%
508,302891719,1,1,0,1.0,100.0%
508,305336806,1,1,0,1.0,100.0%
508,313890469,1,1,0,1.0,100.0%
508,317126179,1,1,0,1.0,100.0%
508,317650073,1,1,0,1.0,100.0%
508,323658348,1,1,0,1.0,100.0%
508,327013809,1,1,0,1.0,100.0%
508,332117598,1,1,0,1.0,100.0%
508,332141593,1,1,0,1.0,100.0%
508,338942479,1,1,0,1.0,100.0%
508,344375284,1,1,0,1.0,100.0%
508,346264101,1,1,0,1.0,100.0%
508,346573747,1,1,0,1.0,100.0%
508,347320189,1,1,0,1.0,100.0%
508,349402167,1,1,0,1.0,100.0%
508,350233016,1,1,0,1.0,100.0%
508,355678501,1,1,0,1.0,100.0%
508,357335990,1,1,0,1.0,100.0%
508,358056387,1,1,0,1.0,100.0%
508,358640982,1,1,0,1.0,100.0%
508,359579585,1,1,0,1.0,100.0%
508,360836003,1,1,0,1.0,100.0%
508,369302581,1,1,0,1.0,100.0%
508,371736881,1,1,0,1.0,100.0%
508,373749075,1,1,0,1.0,100.0%
508,381195940,1,1,0,1.0,100.0%
508,388764421,1,1,0,1.0,100.0%
508,390347617,1,1,0,1.0,100.0%
508,391206173,1,1,0,1.0,100.0%
508,392010906,1,1,0,1.0,100.0%
508,393942350,1,1,0,1.0,100.0%
508,395161579,1,1,0,1.0,100.0%
508,245114740,6,5,1,0.8333,83.33%
508,66875804,4,3,1,0.75,75.0%
508,89720353,4,3,1,0.75,75.0%
508,267371209,3,2,1,0.6667,66.67%
508,142454462,4,2,2,0.5,50.0%
508,172093621,2,1,1,0.5,50.0%
508,189034126,2,1,1,0.5,50.0%
508,331529338,2,1,1,0.5,50.0%
508,131492166,5,2,3,0.4,40.0%
508,169074169,4,1,3,0.25,25.0%
508,292959639,4,1,3,0.25,25.0%
508,182564550,3,0,3,0.0,0.0%
508,265579441,3,0,3,0.0,0.0%
508,56836506,2,0,2,0.0,0.0%
508,62382239,2,0,2,0.0,0.0%
508,66016700,2,0,2,0.0,0.0%
508,104966899,2,0,2,0.0,0.0%
508,122361679,2,0,2,0.0,0.0%
508,150890229,2,0,2,0.0,0.0%
508,173683870,2,0,2,0.0,0.0%
508,195696757,2,0,2,0.0,0.0%
508,248621636,2,0,2,0.0,0.0%
508,270846850,2,0,2,0.0,0.0%
508,345157136,2,0,2,0.0,0.0%
508,351266554,2,0,2,0.0,0.0%
508,354675377,2,0,2,0.0,0.0%
508,368430771,2,0,2,0.0,0.0%
508,28650,1,0,1,0.0,0.0%
508,5480832,1,0,1,0.0,0.0%
508,7011022,1,0,1,0.0,0.0%
508,11006750,1,0,1,0.0,0.0%
508,15694564,1,0,1,0.0,0.0%
508,15868562,1,0,1,0.0,0.0%
508,19868931,1,0,1,0.0,0.0%
508,24676383,1,0,1,0.0,0.0%
508,26751668,1,0,1,0.0,0.0%
508,30852407,1,0,1,0.0,0.0%
508,36555224,1,0,1,0.0,0.0%
508,38268433,1,0,1,0.0,0.0%
508,45697479,1,0,1,0.0,0.0%
508,45797572,1,0,1,0.0,0.0%
508,46133742,1,0,1,0.0,0.0%
508,48949962,1,0,1,0.0,0.0%
508,52264839,1,0,1,0.0,0.0%
508,52454424,1,0,1,0.0,0.0%
508,55600874,1,0,1,0.0,0.0%
508,56055304,1,0,1,0.0,0.0%
508,56570689,1,0,1,0.0,0.0%
508,57010947,1,0,1,0.0,0.0%
508,61001161,1,0,1,0.0,0.0%
508,62951760,1,0,1,0.0,0.0%
508,68752038,1,0,1,0.0,0.0%
508,70227474,1,0,1,0.0,0.0%
508,72895866,1,0,1,0.0,0.0%
508,76552221,1,0,1,0.0,0.0%
508,76981124,1,0,1,0.0,0.0%
508,93373498,1,0,1,0.0,0.0%
508,94861779,1,0,1,0.0,0.0%
508,102327940,1,0,1,0.0,0.0%
508,103559342,1,0,1,0.0,0.0%
508,105285339,1,0,1,0.0,0.0%
508,106958930,1,0,1,0.0,0.0%
508,107527918,1,0,1,0.0,0.0%
508,115797000,1,0,1,0.0,0.0%
508,117129213,1,0,1,0.0,0.0%
508,119396212,1,0,1,0.0,0.0%
508,127158505,1,0,1,0.0,0.0%
508,128650570,1,0,1,0.0,0.0%
508,135474263,1,0,1,0.0,0.0%
508,141842945,1,0,1,0.0,0.0%
508,142353481,1,0,1,0.0,0.0%
508,149850087,1,0,1,0.0,0.0%
508,154034740,1,0,1,0.0,0.0%
508,158250366,1,0,1,0.0,0.0%
508,158949067,1,0,1,0.0,0.0%
508,159785266,1,0,1,0.0,0.0%
508,173016049,1,0,1,0.0,0.0%
508,173462211,1,0,1,0.0,0.0%
508,174608825,1,0,1,0.0,0.0%
508,175143125,1,0,1,0.0,0.0%
508,179492807,1,0,1,0.0,0.0%
508,193527179,1,0,1,0.0,0.0%
508,200189612,1,0,1,0.0,0.0%
508,203285763,1,0,1,0.0,0.0%
508,210709680,1,0,1,0.0,0.0%
508,224506372,1,0,1,0.0,0.0%
508,228671436,1,0,1,0.0,0.0%
508,230000443,1,0,1,0.0,0.0%
508,233833963,1,0,1,0.0,0.0%
508,234091921,1,0,1,0.0,0.0%
508,234464459,1,0,1,0.0,0.0%
508,235118698,1,0,1,0.0,0.0%
508,240420569,1,0,1,0.0,0.0%
508,241768126,1,0,1,0.0,0.0%
508,242024479,1,0,1,0.0,0.0%
508,243681257,1,0,1,0.0,0.0%
508,247845725,1,0,1,0.0,0.0%
508,248682940,1,0,1,0.0,0.0%
508,249965224,1,0,1,0.0,0.0%
508,251120216,1,0,1,0.0,0.0%
508,252099024,1,0,1,0.0,0.0%
508,255749934,1,0,1,0.0,0.0%
508,256543683,1,0,1,0.0,0.0%
508,258349466,1,0,1,0.0,0.0%
508,262406556,1,0,1,0.0,0.0%
508,272611230,1,0,1,0.0,0.0%
508,274191837,1,0,1,0.0,0.0%
508,275025318,1,0,1,0.0,0.0%
508,277153225,1,0,1,0.0,0.0%
508,280987501,1,0,1,0.0,0.0%
508,282139033,1,0,1,0.0,0.0%
508,284499019,1,0,1,0.0,0.0%
508,286857944,1,0,1,0.0,0.0%
508,290108536,1,0,1,0.0,0.0%
508,291400184,1,0,1,0.0,0.0%
508,291947797,1,0,1,0.0,0.0%
508,292089686,1,0,1,0.0,0.0%
508,292534522,1,0,1,0.0,0.0%
508,299992913,1,0,1,0.0,0.0%
508,302246865,1,0,1,0.0,0.0%
508,303758637,1,0,1,0.0,0.0%
508,309891309,1,0,1,0.0,0.0%
508,321107917,1,0,1,0.0,0.0%
508,324585149,1,0,1,0.0,0.0%
508,325950264,1,0,1,0.0,0.0%
508,327540057,1,0,1,0.0,0.0%
508,328767923,1,0,1,0.0,0.0%
508,329932748,1,0,1,0.0,0.0%
508,330711864,1,0,1,0.0,0.0%
508,333890177,1,0,1,0.0,0.0%
508,333911862,1,0,1,0.0,0.0%
508,334031323,1,0,1,0.0,0.0%
508,336029713,1,0,1,0.0,0.0%
508,337653237,1,0,1,0.0,0.0%
508,347182572,1,0,1,0.0,0.0%
508,348013647,1,0,1,0.0,0.0%
508,350074246,1,0,1,0.0,0.0%
508,350448185,1,0,1,0.0,0.0%
508,352355497,1,0,1,0.0,0.0%
508,354614090,1,0,1,0.0,0.0%
508,358054299,1,0,1,0.0,0.0%
508,358787140,1,0,1,0.0,0.0%
508,361624333,1,0,1,0.0,0.0%
508,365442806,1,0,1,0.0,0.0%
508,368969227,1,0,1,0.0,0.0%
508,370844508,1,0,1,0.0,0.0%
508,372706007,1,0,1,0.0,0.0%
508,381005180,1,0,1,0.0,0.0%
508,383500260,1,0,1,0.0,0.0%
508,390404100,1,0,1,0.0,0.0%
508,393387364,1,0,1,0.0,0.0%
508,397211351,1,0,1,0.0,0.0%
508,400916689,1,0,1,0.0,0.0%
508,403454412,1,0,1,0.0,0.0%
512,208043094,7,7,0,1.0,100.0%
512,261250918,3,3,0,1.0,100.0%
512,206672452,2,2,0,1.0,100.0%
512,251985473,2,2,0,1.0,100.0%
512,2336503,1,1,0,1.0,100.0%
512,19961731,1,1,0,1.0,100.0%
512,33579406,1,1,0,1.0,100.0%
512,52694632,1,1,0,1.0,100.0%
512,54539469,1,1,0,1.0,100.0%
512,62196595,1,1,0,1.0,100.0%
512,92961935,1,1,0,1.0,100.0%
512,108297872,1,1,0,1.0,100.0%
512,109746958,1,1,0,1.0,100.0%
512,165385369,1,1,0,1.0,100.0%
512,172678538,1,1,0,1.0,100.0%
512,175115580,1,1,0,1.0,100.0%
512,178709498,1,1,0,1.0,100.0%
512,190384176,1,1,0,1.0,100.0%
512,230113391,1,1,0,1.0,100.0%
512,248635580,1,1,0,1.0,100.0%
512,41421588,3,0,3,0.0,0.0%
512,350917413,3,0,3,0.0,0.0%
512,278179583,2,0,2,0.0,0.0%
512,166922153,1,0,1,0.0,0.0%
512,398942613,1,0,1,0.0,0.0%
513,131149262,1,0,1,0.0,0.0%
513,389734143,1,0,1,0.0,0.0%
514,193906793,2,2,0,1.0,100.0%
515,374381109,1,1,0,1.0,100.0%
515,380116109,1,1,0,1.0,100.0%
515,61536323,1,0,1,0.0,0.0%
516,328165024,1,1,0,1.0,100.0%
519,285069083,1,1,0,1.0,100.0%
519,306100101,1,1,0,1.0,100.0%
519,266432185,1,0,1,0.0,0.0%
519,363057226,1,0,1,0.0,0.0%
520,207129977,1,0,1,0.0,0.0%
522,21264258,1,1,0,1.0,100.0%
522,72845596,1,1,0,1.0,100.0%
522,83121013,1,1,0,1.0,100.0%
522,244034128,1,1,0,1.0,100.0%
522,271551550,1,1,0,1.0,100.0%
522,327695683,1,1,0,1.0,100.0%
522,345091713,1,1,0,1.0,100.0%
522,373189894,1,1,0,1.0,100.0%
522,17530380,1,0,1,0.0,0.0%
522,171765730,1,0,1,0.0,0.0%
527,115110682,1,1,0,1.0,100.0%
527,196432405,1,1,0,1.0,100.0%
527,229829431,1,1,0,1.0,100.0%
527,360575761,1,0,1,0.0,0.0%
533,188750884,1,0,1,0.0,0.0%
535,78551509,1,1,0,1.0,100.0%
535,142664242,1,1,0,1.0,100.0%
536,129608554,1,1,0,1.0,100.0%
536,42130703,1,0,1,0.0,0.0%
540,326357428,1,1,0,1.0,100.0%
540,402972857,1,1,0,1.0,100.0%
544,5192772,1,1,0,1.0,100.0%
544,272245775,1,0,1,0.0,0.0%
547,37773209,1,1,0,1.0,100.0%
547,5711734,1,0,1,0.0,0.0%
547,196650002,1,0,1,0.0,0.0%
551,35083236,1,0,1,0.0,0.0%
552,89863546,3,3,0,1.0,100.0%
552,118415847,3,3,0,1.0,100.0%
552,348556469,3,3,0,1.0,100.0%
552,21139982,2,2,0,1.0,100.0%
552,48022403,2,2,0,1.0,100.0%
552,80816183,2,2,0,1.0,100.0%
552,86565651,2,2,0,1.0,100.0%
552,115605809,2,2,0,1.0,100.0%
552,127815508,2,2,0,1.0,100.0%
552,146916174,2,2,0,1.0,100.0%
552,172443717,2,2,0,1.0,100.0%
552,172973218,2,2,0,1.0,100.0%
552,175695234,2,2,0,1.0,100.0%
552,195987848,2,2,0,1.0,100.0%
552,199959535,2,2,0,1.0,100.0%
552,253276010,2,2,0,1.0,100.0%
552,271088352,2,2,0,1.0,100.0%
552,283778853,2,2,0,1.0,100.0%
552,287774939,2,2,0,1.0,100.0%
552,307760577,2,2,0,1.0,100.0%
552,3014766,1,1,0,1.0,100.0%
552,8735666,1,1,0,1.0,100.0%
552,8798246,1,1,0,1.0,100.0%
552,9808947,1,1,0,1.0,100.0%
552,12455645,1,1,0,1.0,100.0%
552,15892218,1,1,0,1.0,100.0%
552,16683382,1,1,0,1.0,100.0%
552,16774819,1,1,0,1.0,100.0%
552,20038962,1,1,0,1.0,100.0%
552,20562936,1,1,0,1.0,100.0%
552,25082704,1,1,0,1.0,100.0%
552,30090548,1,1,0,1.0,100.0%
552,34122170,1,1,0,1.0,100.0%
552,34773513,1,1,0,1.0,100.0%
552,38469132,1,1,0,1.0,100.0%
552,39001420,1,1,0,1.0,100.0%
552,41563829,1,1,0,1.0,100.0%
552,42210574,1,1,0,1.0,100.0%
552,43288331,1,1,0,1.0,100.0%
552,44955521,1,1,0,1.0,100.0%
552,49962399,1,1,0,1.0,100.0%
552,50487512,1,1,0,1.0,100.0%
552,57292387,1,1,0,1.0,100.0%
552,58869105,1,1,0,1.0,100.0%
552,65459800,1,1,0,1.0,100.0%
552,73121003,1,1,0,1.0,100.0%
552,77228078,1,1,0,1.0,100.0%
552,79716089,1,1,0,1.0,100.0%
552,80170065,1,1,0,1.0,100.0%
552,82945988,1,1,0,1.0,100.0%
552,84888742,1,1,0,1.0,100.0%
552,90597587,1,1,0,1.0,100.0%
552,92727141,1,1,0,1.0,100.0%
552,93624963,1,1,0,1.0,100.0%
552,96531195,1,1,0,1.0,100.0%
552,99114324,1,1,0,1.0,100.0%
552,99997226,1,1,0,1.0,100.0%
552,101983077,1,1,0,1.0,100.0%
552,107133370,1,1,0,1.0,100.0%
552,107211405,1,1,0,1.0,100.0%
552,113498707,1,1,0,1.0,100.0%
552,115941522,1,1,0,1.0,100.0%
552,116581587,1,1,0,1.0,100.0%
552,118071608,1,1,0,1.0,100.0%
552,118369185,1,1,0,1.0,100.0%
552,122147359,1,1,0,1.0,100.0%
552,123032038,1,1,0,1.0,100.0%
552,127964020,1,1,0,1.0,100.0%
552,128042606,1,1,0,1.0,100.0%
552,128287951,1,1,0,1.0,100.0%
552,128584446,1,1,0,1.0,100.0%
552,132247283,1,1,0,1.0,100.0%
552,134423814,1,1,0,1.0,100.0%
552,135907490,1,1,0,1.0,100.0%
552,137678655,1,1,0,1.0,100.0%
552,138041310,1,1,0,1.0,100.0%
552,139102600,1,1,0,1.0,100.0%
552,140950983,1,1,0,1.0,100.0%
552,142798506,1,1,0,1.0,100.0%
552,143097675,1,1,0,1.0,100.0%
552,144276592,1,1,0,1.0,100.0%
552,144817027,1,1,0,1.0,100.0%
552,148525239,1,1,0,1.0,100.0%
552,155894086,1,1,0,1.0,100.0%
552,158768812,1,1,0,1.0,100.0%
552,159754349,1,1,0,1.0,100.0%
552,159772277,1,1,0,1.0,100.0%
552,162964677,1,1,0,1.0,100.0%
552,165576248,1,1,0,1.0,100.0%
552,167101357,1,1,0,1.0,100.0%
552,169464042,1,1,0,1.0,100.0%
552,171446172,1,1,0,1.0,100.0%
552,177561904,1,1,0,1.0,100.0%
552,179321312,1,1,0,1.0,100.0%
552,181216373,1,1,0,1.0,100.0%
552,181548079,1,1,0,1.0,100.0%
552,182770197,1,1,0,1.0,100.0%
552,184864024,1,1,0,1.0,100.0%
552,185898893,1,1,0,1.0,100.0%
552,188079494,1,1,0,1.0,100.0%
552,188422374,1,1,0,1.0,100.0%
552,190515409,1,1,0,1.0,100.0%
552,191891065,1,1,0,1.0,100.0%
552,192683004,1,1,0,1.0,100.0%
552,194710070,1,1,0,1.0,100.0%
552,195354201,1,1,0,1.0,100.0%
552,196301327,1,1,0,1.0,100.0%
552,197647012,1,1,0,1.0,100.0%
552,200593531,1,1,0,1.0,100.0%
552,200980537,1,1,0,1.0,100.0%
552,202962391,1,1,0,1.0,100.0%
552,210328378,1,1,0,1.0,100.0%
552,211994107,1,1,0,1.0,100.0%
552,213528356,1,1,0,1.0,100.0%
552,214391460,1,1,0,1.0,100.0%
552,214486827,1,1,0,1.0,100.0%
552,214723023,1,1,0,1.0,100.0%
552,218557024,1,1,0,1.0,100.0%
552,219002507,1,1,0,1.0,100.0%
552,220730969,1,1,0,1.0,100.0%
552,221385264,1,1,0,1.0,100.0%
552,222044679,1,1,0,1.0,100.0%
552,224354582,1,1,0,1.0,100.0%
552,224932884,1,1,0,1.0,100.0%
552,227123511,1,1,0,1.0,100.0%
552,227869088,1,1,0,1.0,100.0%
552,232638790,1,1,0,1.0,100.0%
552,237114197,1,1,0,1.0,100.0%
552,237632261,1,1,0,1.0,100.0%
552,237693351,1,1,0,1.0,100.0%
552,238658142,1,1,0,1.0,100.0%
552,242000690,1,1,0,1.0,100.0%
552,244870629,1,1,0,1.0,100.0%
552,247566234,1,1,0,1.0,100.0%
552,247906292,1,1,0,1.0,100.0%
552,259465531,1,1,0,1.0,100.0%
552,261097683,1,1,0,1.0,100.0%
552,261311012,1,1,0,1.0,100.0%
552,268126221,1,1,0,1.0,100.0%
552,270016541,1,1,0,1.0,100.0%
552,271495784,1,1,0,1.0,100.0%
552,284445718,1,1,0,1.0,100.0%
552,285807854,1,1,0,1.0,100.0%
552,287627271,1,1,0,1.0,100.0%
552,288176488,1,1,0,1.0,100.0%
552,290225211,1,1,0,1.0,100.0%
552,291940210,1,1,0,1.0,100.0%
552,293664179,1,1,0,1.0,100.0%
552,297451589,1,1,0,1.0,100.0%
552,298593849,1,1,0,1.0,100.0%
552,301116460,1,1,0,1.0,100.0%
552,301680499,1,1,0,1.0,100.0%
552,303140298,1,1,0,1.0,100.0%
552,305474713,1,1,0,1.0,100.0%
552,306296745,1,1,0,1.0,100.0%
552,306368254,1,1,0,1.0,100.0%
552,306488874,1,1,0,1.0,100.0%
552,308547279,1,1,0,1.0,100.0%
552,309356996,1,1,0,1.0,100.0%
552,314056355,1,1,0,1.0,100.0%
552,316395722,1,1,0,1.0,100.0%
552,318238497,1,1,0,1.0,100.0%
552,325121384,1,1,0,1.0,100.0%
552,325733556,1,1,0,1.0,100.0%
552,326025629,1,1,0,1.0,100.0%
552,327049586,1,1,0,1.0,100.0%
552,334323724,1,1,0,1.0,100.0%
552,335542298,1,1,0,1.0,100.0%
552,337563257,1,1,0,1.0,100.0%
552,344474097,1,1,0,1.0,100.0%
552,344622728,1,1,0,1.0,100.0%
552,344807211,1,1,0,1.0,100.0%
552,348398476,1,1,0,1.0,100.0%
552,348734428,1,1,0,1.0,100.0%
552,350871985,1,1,0,1.0,100.0%
552,351199093,1,1,0,1.0,100.0%
552,351575902,1,1,0,1.0,100.0%
552,353443195,1,1,0,1.0,100.0%
552,355190942,1,1,0,1.0,100.0%
552,358560373,1,1,0,1.0,100.0%
552,358943794,1,1,0,1.0,100.0%
552,364759391,1,1,0,1.0,100.0%
552,367630431,1,1,0,1.0,100.0%
552,371762690,1,1,0,1.0,100.0%
552,372500410,1,1,0,1.0,100.0%
552,374899766,1,1,0,1.0,100.0%
552,375086860,1,1,0,1.0,100.0%
552,379233795,1,1,0,1.0,100.0%
552,379985895,1,1,0,1.0,100.0%
552,383294765,1,1,0,1.0,100.0%
552,383687964,1,1,0,1.0,100.0%
552,387069662,1,1,0,1.0,100.0%
552,393243825,1,1,0,1.0,100.0%
552,393484979,1,1,0,1.0,100.0%
552,398763023,1,1,0,1.0,100.0%
552,399929041,1,1,0,1.0,100.0%
552,401624213,1,1,0,1.0,100.0%
552,254071756,3,2,1,0.6667,66.67%
552,37367295,6,3,3,0.5,50.0%
552,47960926,2,1,1,0.5,50.0%
552,211514601,2,1,1,0.5,50.0%
552,218887413,2,1,1,0.5,50.0%
552,348785323,2,1,1,0.5,50.0%
552,385745771,2,1,1,0.5,50.0%
552,404017705,2,1,1,0.5,50.0%
552,228638998,4,0,4,0.0,0.0%
552,108341165,3,0,3,0.0,0.0%
552,167129147,3,0,3,0.0,0.0%
552,206883179,3,0,3,0.0,0.0%
552,27272894,2,0,2,0.0,0.0%
552,89817352,2,0,2,0.0,0.0%
552,93646735,2,0,2,0.0,0.0%
552,107320956,2,0,2,0.0,0.0%
552,131032947,2,0,2,0.0,0.0%
552,190577652,2,0,2,0.0,0.0%
552,208570042,2,0,2,0.0,0.0%
552,213186593,2,0,2,0.0,0.0%
552,231937566,2,0,2,0.0,0.0%
552,278630001,2,0,2,0.0,0.0%
552,298977997,2,0,2,0.0,0.0%
552,303562603,2,0,2,0.0,0.0%
552,313617604,2,0,2,0.0,0.0%
552,398411617,2,0,2,0.0,0.0%
552,326908,1,0,1,0.0,0.0%
552,1912090,1,0,1,0.0,0.0%
552,2692153,1,0,1,0.0,0.0%
552,3405718,1,0,1,0.0,0.0%
552,4567115,1,0,1,0.0,0.0%
552,10192082,1,0,1,0.0,0.0%
552,12719476,1,0,1,0.0,0.0%
552,15571907,1,0,1,0.0,0.0%
552,19384538,1,0,1,0.0,0.0%
552,23046919,1,0,1,0.0,0.0%
552,27006924,1,0,1,0.0,0.0%
552,27607725,1,0,1,0.0,0.0%
552,28119949,1,0,1,0.0,0.0%
552,30358382,1,0,1,0.0,0.0%
552,30673471,1,0,1,0.0,0.0%
552,32493627,1,0,1,0.0,0.0%
552,36987507,1,0,1,0.0,0.0%
552,40824186,1,0,1,0.0,0.0%
552,45153308,1,0,1,0.0,0.0%
552,46407123,1,0,1,0.0,0.0%
552,46801564,1,0,1,0.0,0.0%
552,47518426,1,0,1,0.0,0.0%
552,48701245,1,0,1,0.0,0.0%
552,51101079,1,0,1,0.0,0.0%
552,51621745,1,0,1,0.0,0.0%
552,52471801,1,0,1,0.0,0.0%
552,56449943,1,0,1,0.0,0.0%
552,60453792,1,0,1,0.0,0.0%
552,62760718,1,0,1,0.0,0.0%
552,66561115,1,0,1,0.0,0.0%
552,66925640,1,0,1,0.0,0.0%
552,71329702,1,0,1,0.0,0.0%
552,74718910,1,0,1,0.0,0.0%
552,83170690,1,0,1,0.0,0.0%
552,84808842,1,0,1,0.0,0.0%
552,85039595,1,0,1,0.0,0.0%
552,85931974,1,0,1,0.0,0.0%
552,87827822,1,0,1,0.0,0.0%
552,88454504,1,0,1,0.0,0.0%
552,89163601,1,0,1,0.0,0.0%
552,93095523,1,0,1,0.0,0.0%
552,94320860,1,0,1,0.0,0.0%
552,94678656,1,0,1,0.0,0.0%
552,95245745,1,0,1,0.0,0.0%
552,98049232,1,0,1,0.0,0.0%
552,99628537,1,0,1,0.0,0.0%
552,100170620,1,0,1,0.0,0.0%
552,101083552,1,0,1,0.0,0.0%
552,102714436,1,0,1,0.0,0.0%
552,104959932,1,0,1,0.0,0.0%
552,106964325,1,0,1,0.0,0.0%
552,110783508,1,0,1,0.0,0.0%
552,117683610,1,0,1,0.0,0.0%
552,118461942,1,0,1,0.0,0.0%
552,119214312,1,0,1,0.0,0.0%
552,120358821,1,0,1,0.0,0.0%
552,120648674,1,0,1,0.0,0.0%
552,121094190,1,0,1,0.0,0.0%
552,121886973,1,0,1,0.0,0.0%
552,125667757,1,0,1,0.0,0.0%
552,126616074,1,0,1,0.0,0.0%
552,129831868,1,0,1,0.0,0.0%
552,136076351,1,0,1,0.0,0.0%
552,138090932,1,0,1,0.0,0.0%
552,138213950,1,0,1,0.0,0.0%
552,141455142,1,0,1,0.0,0.0%
552,142593161,1,0,1,0.0,0.0%
552,144607918,1,0,1,0.0,0.0%
552,144727960,1,0,1,0.0,0.0%
552,144784265,1,0,1,0.0,0.0%
552,146981373,1,0,1,0.0,0.0%
552,147230613,1,0,1,0.0,0.0%
552,148287890,1,0,1,0.0,0.0%
552,151088866,1,0,1,0.0,0.0%
552,156120031,1,0,1,0.0,0.0%
552,158306230,1,0,1,0.0,0.0%
552,162757347,1,0,1,0.0,0.0%
552,163935462,1,0,1,0.0,0.0%
552,167970289,1,0,1,0.0,0.0%
552,168584131,1,0,1,0.0,0.0%
552,177943378,1,0,1,0.0,0.0%
552,179158476,1,0,1,0.0,0.0%
552,180534656,1,0,1,0.0,0.0%
552,188005859,1,0,1,0.0,0.0%
552,188134707,1,0,1,0.0,0.0%
552,188581699,1,0,1,0.0,0.0%
552,188841920,1,0,1,0.0,0.0%
552,190708495,1,0,1,0.0,0.0%
552,190766017,1,0,1,0.0,0.0%
552,190827504,1,0,1,0.0,0.0%
552,194885323,1,0,1,0.0,0.0%
552,196051534,1,0,1,0.0,0.0%
552,197123612,1,0,1,0.0,0.0%
552,198161358,1,0,1,0.0,0.0%
552,198483511,1,0,1,0.0,0.0%
552,199554412,1,0,1,0.0,0.0%
552,199675415,1,0,1,0.0,0.0%
552,200072022,1,0,1,0.0,0.0%
552,203655961,1,0,1,0.0,0.0%
552,203844256,1,0,1,0.0,0.0%
552,205664280,1,0,1,0.0,0.0%
552,206648964,1,0,1,0.0,0.0%
552,208595133,1,0,1,0.0,0.0%
552,209343119,1,0,1,0.0,0.0%
552,209420922,1,0,1,0.0,0.0%
552,209659077,1,0,1,0.0,0.0%
552,214209518,1,0,1,0.0,0.0%
552,224578737,1,0,1,0.0,0.0%
552,225699948,1,0,1,0.0,0.0%
552,225707040,1,0,1,0.0,0.0%
552,226492971,1,0,1,0.0,0.0%
552,228150312,1,0,1,0.0,0.0%
552,230130885,1,0,1,0.0,0.0%
552,232914281,1,0,1,0.0,0.0%
552,233426328,1,0,1,0.0,0.0%
552,234642197,1,0,1,0.0,0.0%
552,237112634,1,0,1,0.0,0.0%
552,238303896,1,0,1,0.0,0.0%
552,238836064,1,0,1,0.0,0.0%
552,239139845,1,0,1,0.0,0.0%
552,242041070,1,0,1,0.0,0.0%
552,248095881,1,0,1,0.0,0.0%
552,251547582,1,0,1,0.0,0.0%
552,253941068,1,0,1,0.0,0.0%
552,257946001,1,0,1,0.0,0.0%
552,264253193,1,0,1,0.0,0.0%
552,264274882,1,0,1,0.0,0.0%
552,270615784,1,0,1,0.0,0.0%
552,271174890,1,0,1,0.0,0.0%
552,273462311,1,0,1,0.0,0.0%
552,273813765,1,0,1,0.0,0.0%
552,275688239,1,0,1,0.0,0.0%
552,276832339,1,0,1,0.0,0.0%
552,279159487,1,0,1,0.0,0.0%
552,283274513,1,0,1,0.0,0.0%
552,283643229,1,0,1,0.0,0.0%
552,284508938,1,0,1,0.0,0.0%
552,286513076,1,0,1,0.0,0.0%
552,288116660,1,0,1,0.0,0.0%
552,289706423,1,0,1,0.0,0.0%
552,290728556,1,0,1,0.0,0.0%
552,293193040,1,0,1,0.0,0.0%
552,294567187,1,0,1,0.0,0.0%
552,295790643,1,0,1,0.0,0.0%
552,296314097,1,0,1,0.0,0.0%
552,298094173,1,0,1,0.0,0.0%
552,298430538,1,0,1,0.0,0.0%
552,301016254,1,0,1,0.0,0.0%
552,301568083,1,0,1,0.0,0.0%
552,301925097,1,0,1,0.0,0.0%
552,303386997,1,0,1,0.0,0.0%
552,305708474,1,0,1,0.0,0.0%
552,305898296,1,0,1,0.0,0.0%
552,306866683,1,0,1,0.0,0.0%
552,310720177,1,0,1,0.0,0.0%
552,311662569,1,0,1,0.0,0.0%
552,316484724,1,0,1,0.0,0.0%
552,322155749,1,0,1,0.0,0.0%
552,322377657,1,0,1,0.0,0.0%
